Time (ms),-200 pA,-175 pA,-150 pA,-125 pA,-100 pA,-75 pA,-50 pA,-25 pA,0 pA,25 pA,50 pA,75 pA,100 pA,125 pA,150 pA,175 pA,200 pA,225 pA
348.152,-83.228,-83.173,-83.118,-83.133,-83.371,-83.386,-83.398,-83.444,-83.377,-83.292,-83.417,-83.371,-83.441,-83.212,-83.060,-83.377,-83.121,-82.907
348.252,-83.075,-83.096,-83.212,-83.157,-83.292,-83.325,-83.414,-83.340,-83.295,-83.392,-83.344,-83.414,-83.374,-83.167,-83.020,-83.279,-83.200,-82.874
348.352,-83.109,-83.228,-83.090,-83.109,-83.337,-83.301,-83.310,-83.435,-83.423,-83.264,-83.347,-83.282,-83.322,-83.267,-83.035,-83.240,-83.151,-82.773
348.452,-83.160,-83.133,-83.160,-83.084,-83.371,-83.453,-83.374,-83.383,-83.350,-83.273,-83.444,-83.417,-83.423,-83.270,-83.078,-83.334,-83.096,-82.809
348.551,-83.096,-83.231,-83.051,-83.179,-83.307,-83.331,-83.359,-83.392,-83.328,-83.417,-83.340,-83.398,-83.401,-83.203,-83.133,-83.362,-83.139,-83.005
348.651,-83.240,-83.157,-83.041,-83.063,-83.356,-83.368,-83.371,-83.469,-83.463,-83.337,-83.386,-83.307,-83.313,-83.200,-83.026,-83.209,-83.234,-82.806
348.751,-83.109,-83.109,-83.145,-83.139,-83.310,-83.401,-83.429,-83.325,-83.368,-83.328,-83.478,-83.374,-83.353,-83.282,-83.029,-83.289,-83.173,-82.709
348.851,-83.145,-83.224,-83.035,-83.069,-83.316,-83.286,-83.322,-83.441,-83.344,-83.432,-83.392,-83.435,-83.353,-83.237,-83.157,-83.389,-83.047,-82.901
348.951,-83.170,-83.090,-83.090,-83.093,-83.389,-83.423,-83.316,-83.420,-83.429,-83.365,-83.359,-83.362,-83.356,-83.154,-83.084,-83.289,-83.139,-82.877
349.051,-83.121,-83.145,-83.133,-83.163,-83.282,-83.380,-83.414,-83.365,-83.337,-83.267,-83.466,-83.279,-83.316,-83.218,-83.112,-83.240,-83.197,-82.928
349.151,-83.188,-83.148,-83.093,-83.032,-83.325,-83.365,-83.365,-83.459,-83.395,-83.383,-83.362,-83.420,-83.377,-83.295,-83.017,-83.286,-83.060,-82.877
349.251,-83.115,-83.124,-83.157,-82.999,-83.368,-83.417,-83.377,-83.490,-83.432,-83.411,-83.365,-83.365,-83.365,-83.322,-83.118,-83.353,-83.188,-82.880
349.351,-83.118,-83.267,-83.075,-83.151,-83.273,-83.282,-83.392,-83.316,-83.344,-83.286,-83.417,-83.328,-83.316,-83.148,-83.047,-83.279,-83.072,-82.889
349.451,-83.182,-83.115,-83.054,-83.008,-83.356,-83.340,-83.344,-83.447,-83.359,-83.316,-83.417,-83.319,-83.359,-83.255,-83.032,-83.310,-83.182,-82.904
349.550,-83.051,-83.105,-83.188,-83.038,-83.344,-83.389,-83.371,-83.417,-83.481,-83.386,-83.389,-83.438,-83.316,-83.289,-83.112,-83.264,-83.096,-82.831
349.650,-83.115,-83.167,-83.090,-83.121,-83.249,-83.310,-83.450,-83.276,-83.398,-83.377,-83.395,-83.368,-83.340,-83.246,-83.020,-83.279,-83.145,-82.910
349.750,-83.054,-83.109,-83.078,-83.020,-83.313,-83.337,-83.374,-83.398,-83.359,-83.295,-83.450,-83.334,-83.313,-83.310,-83.090,-83.286,-83.127,-82.880
349.850,-82.919,-83.127,-83.197,-83.081,-83.325,-83.380,-83.356,-83.420,-83.423,-83.383,-83.435,-83.316,-83.405,-83.170,-83.072,-83.228,-83.035,-82.822
349.950,-82.980,-83.200,-83.109,-83.118,-83.292,-83.386,-83.438,-83.350,-83.423,-83.368,-83.401,-83.362,-83.325,-83.273,-83.084,-83.322,-83.145,-82.898
350.050,-82.956,-83.105,-83.078,-83.005,-83.316,-83.286,-83.362,-83.301,-83.356,-83.325,-83.408,-83.362,-83.334,-83.200,-83.102,-83.279,-83.124,-82.898
350.150,-82.779,-83.099,-83.221,-83.014,-83.368,-83.420,-83.340,-83.435,-83.374,-83.255,-83.395,-83.405,-83.328,-83.255,-83.029,-83.231,-83.038,-82.834
350.250,-82.947,-83.194,-83.087,-83.112,-83.316,-83.374,-83.432,-83.435,-83.401,-83.359,-83.365,-83.267,-83.322,-83.301,-83.054,-83.325,-83.102,-82.895
350.350,-82.855,-83.157,-83.084,-83.044,-83.362,-83.273,-83.475,-83.377,-83.429,-83.313,-83.411,-83.350,-83.286,-83.209,-83.142,-83.255,-83.167,-82.907
350.450,-82.806,-83.121,-83.139,-83.008,-83.398,-83.380,-83.380,-83.411,-83.377,-83.398,-83.417,-83.267,-83.353,-83.286,-83.032,-83.218,-83.093,-82.898
350.549,-82.895,-83.228,-83.093,-83.099,-83.359,-83.429,-83.350,-83.478,-83.362,-83.292,-83.334,-83.401,-83.322,-83.279,-83.035,-83.298,-83.093,-82.919
350.649,-82.880,-83.163,-83.075,-83.066,-83.258,-83.298,-83.371,-83.401,-83.380,-83.371,-83.411,-83.286,-83.350,-83.203,-83.118,-83.276,-83.136,-82.932
350.749,-82.748,-83.090,-83.081,-82.993,-83.395,-83.267,-83.392,-83.328,-83.365,-83.340,-83.322,-83.362,-83.377,-83.212,-83.099,-83.264,-83.084,-82.797
350.849,-82.819,-83.142,-83.200,-83.063,-83.383,-83.389,-83.371,-83.398,-83.408,-83.362,-83.435,-83.353,-83.316,-83.261,-83.060,-83.298,-83.118,-82.886
350.949,-82.883,-83.182,-83.102,-83.057,-83.261,-83.432,-83.298,-83.365,-83.395,-83.337,-83.429,-83.301,-83.295,-83.200,-83.115,-83.304,-83.173,-82.907
351.049,-82.812,-83.121,-83.060,-83.041,-83.282,-83.276,-83.408,-83.401,-83.334,-83.380,-83.319,-83.340,-83.313,-83.231,-83.115,-83.249,-83.047,-82.816
351.149,-82.764,-83.194,-83.179,-83.032,-83.408,-83.218,-83.340,-83.493,-83.398,-83.295,-83.356,-83.380,-83.365,-83.258,-83.011,-83.298,-83.112,-82.864
351.249,-82.877,-83.218,-83.139,-83.115,-83.316,-83.411,-83.359,-83.319,-83.340,-83.322,-83.377,-83.301,-83.310,-83.234,-83.081,-83.298,-83.069,-82.843
351.349,-82.809,-83.142,-83.157,-83.075,-83.276,-83.310,-83.411,-83.420,-83.365,-83.267,-83.258,-83.307,-83.359,-83.188,-83.017,-83.191,-83.078,-83.029
351.449,-82.736,-83.115,-83.029,-83.005,-83.386,-83.328,-83.322,-83.313,-83.405,-83.359,-83.386,-83.386,-83.401,-83.282,-83.044,-83.282,-83.176,-82.809
351.548,-82.758,-83.182,-83.154,-83.087,-83.347,-83.356,-83.374,-83.459,-83.325,-83.362,-83.383,-83.331,-83.267,-83.179,-83.054,-83.237,-83.054,-82.825
351.648,-82.941,-83.151,-83.075,-83.109,-83.334,-83.365,-83.362,-83.368,-83.408,-83.289,-83.273,-83.270,-83.356,-83.243,-83.005,-83.377,-83.044,-82.889
351.748,-82.825,-83.148,-83.075,-83.008,-83.340,-83.337,-83.353,-83.371,-83.426,-83.325,-83.359,-83.344,-83.362,-83.237,-83.163,-83.203,-83.032,-82.858
351.848,-82.721,-83.130,-83.167,-83.047,-83.252,-83.359,-83.405,-83.408,-83.328,-83.368,-83.435,-83.337,-83.292,-83.160,-83.063,-83.240,-83.167,-82.974
351.948,-82.803,-83.200,-83.038,-82.977,-83.325,-83.258,-83.310,-83.353,-83.374,-83.353,-83.337,-83.319,-83.350,-83.340,-83.069,-83.215,-83.136,-82.794
352.048,-82.861,-83.066,-83.090,-83.051,-83.325,-83.307,-83.365,-83.347,-83.429,-83.322,-83.322,-83.340,-83.310,-83.221,-83.075,-83.304,-83.188,-82.861
352.148,-82.755,-83.170,-83.066,-83.096,-83.228,-83.353,-83.383,-83.417,-83.414,-83.344,-83.423,-83.261,-83.441,-83.218,-83.139,-83.289,-83.020,-82.840
352.248,-82.825,-83.115,-83.102,-83.008,-83.325,-83.331,-83.301,-83.411,-83.362,-83.340,-83.295,-83.264,-83.432,-83.139,-83.173,-83.209,-83.151,-82.901
352.348,-82.748,-83.209,-83.109,-83.072,-83.340,-83.340,-83.337,-83.368,-83.438,-83.301,-83.347,-83.304,-83.237,-83.270,-83.115,-83.197,-83.124,-82.855
352.448,-82.816,-83.142,-83.063,-83.023,-83.240,-83.356,-83.423,-83.392,-83.432,-83.386,-83.365,-83.371,-83.350,-83.276,-83.057,-83.255,-83.154,-82.809
352.547,-82.800,-83.154,-83.130,-83.060,-83.337,-83.252,-83.353,-83.411,-83.334,-83.286,-83.286,-83.298,-83.340,-83.279,-83.069,-83.252,-83.105,-82.812
352.647,-82.736,-83.191,-83.154,-83.096,-83.380,-83.279,-83.307,-83.331,-83.426,-83.310,-83.383,-83.167,-83.401,-83.176,-83.136,-83.292,-83.167,-82.864
352.747,-82.788,-83.047,-83.020,-83.075,-83.258,-83.356,-83.374,-83.383,-83.371,-83.301,-83.359,-83.337,-83.340,-83.215,-83.148,-83.237,-83.179,-82.861
352.847,-82.724,-83.148,-83.060,-83.017,-83.322,-83.246,-83.316,-83.417,-83.347,-83.286,-83.331,-83.267,-83.279,-83.176,-83.060,-83.273,-83.105,-82.825
352.947,-82.770,-83.154,-83.160,-83.096,-83.362,-83.255,-83.322,-83.310,-83.401,-83.337,-83.234,-83.356,-83.243,-83.252,-83.069,-83.209,-83.102,-82.880
353.047,-82.846,-83.084,-83.035,-83.112,-83.258,-83.347,-83.405,-83.359,-83.322,-83.368,-83.270,-83.221,-83.356,-83.124,-83.044,-83.307,-83.087,-82.785
353.147,-82.761,-83.115,-83.084,-82.986,-83.255,-83.316,-83.273,-83.365,-83.356,-83.231,-83.383,-83.298,-83.304,-83.243,-83.127,-83.185,-83.160,-82.886
353.247,-82.715,-83.188,-83.096,-83.081,-83.307,-83.258,-83.368,-83.289,-83.423,-83.340,-83.383,-83.237,-83.389,-83.176,-83.026,-83.337,-83.032,-82.831
353.347,-82.803,-83.148,-83.026,-83.130,-83.282,-83.344,-83.347,-83.432,-83.337,-83.243,-83.264,-83.380,-83.289,-83.243,-83.109,-83.197,-83.133,-82.849
353.447,-82.812,-83.078,-83.023,-83.017,-83.282,-83.261,-83.261,-83.456,-83.261,-83.392,-83.261,-83.258,-83.279,-83.194,-83.096,-83.255,-83.041,-82.864
353.546,-82.727,-83.197,-83.084,-83.044,-83.365,-83.331,-83.447,-83.328,-83.310,-83.289,-83.368,-83.328,-83.353,-83.267,-83.127,-83.243,-83.133,-82.761
353.646,-82.782,-83.121,-83.005,-83.127,-83.215,-83.340,-83.401,-83.185,-83.423,-83.298,-83.362,-83.188,-83.292,-83.255,-83.112,-83.182,-83.170,-82.941
353.746,-82.843,-83.069,-83.081,-82.996,-83.301,-83.353,-83.301,-83.307,-83.362,-83.231,-83.313,-83.331,-83.344,-83.246,-83.066,-83.322,-83.063,-82.788
353.846,-82.724,-83.163,-83.060,-83.035,-83.328,-83.289,-83.200,-83.374,-83.353,-83.405,-83.356,-83.276,-83.215,-83.176,-83.133,-83.206,-83.154,-82.919
353.946,-82.788,-83.130,-82.965,-83.078,-83.319,-83.215,-83.368,-83.328,-83.316,-83.289,-83.298,-83.310,-83.347,-83.145,-83.038,-83.295,-83.023,-82.855
354.046,-82.794,-83.118,-83.084,-83.087,-83.228,-83.331,-83.380,-83.310,-83.389,-83.279,-83.359,-83.279,-83.258,-83.282,-83.130,-83.243,-83.115,-82.822
354.146,-82.672,-83.127,-83.124,-82.974,-83.194,-83.325,-83.392,-83.224,-83.405,-83.191,-83.331,-83.301,-83.319,-83.197,-83.118,-83.234,-83.124,-82.892
354.246,-82.800,-83.142,-83.020,-83.014,-83.325,-83.398,-83.310,-83.353,-83.359,-83.292,-83.371,-83.328,-83.325,-83.279,-83.084,-83.276,-83.099,-82.825
354.346,-82.751,-83.209,-83.008,-83.054,-83.289,-83.224,-83.322,-83.353,-83.325,-83.209,-83.258,-83.292,-83.286,-83.188,-83.136,-83.191,-83.160,-82.870
354.446,-82.932,-83.023,-82.999,-83.115,-83.334,-83.279,-83.276,-83.368,-83.295,-83.267,-83.371,-83.340,-83.374,-83.173,-83.035,-83.301,-83.014,-82.852
354.545,-82.678,-83.133,-83.090,-83.102,-83.151,-83.215,-83.353,-83.304,-83.405,-83.124,-83.286,-83.240,-83.221,-83.264,-83.127,-83.237,-83.121,-82.834
354.645,-82.755,-83.060,-83.142,-82.980,-83.267,-83.386,-83.246,-83.273,-83.340,-83.231,-83.316,-83.368,-83.359,-83.191,-83.090,-83.231,-83.160,-82.880
354.745,-82.663,-83.261,-83.051,-83.032,-83.282,-83.224,-83.334,-83.340,-83.398,-83.139,-83.316,-83.304,-83.292,-83.273,-83.099,-83.331,-83.096,-82.761
354.845,-82.855,-83.075,-82.990,-83.051,-83.255,-83.307,-83.270,-83.292,-83.292,-83.218,-83.295,-83.310,-83.258,-83.234,-83.160,-83.182,-83.154,-82.812
354.945,-82.846,-83.023,-83.078,-83.118,-83.246,-83.209,-83.383,-83.331,-83.389,-83.130,-83.337,-83.334,-83.356,-83.209,-83.102,-83.310,-83.124,-82.910
355.045,-82.791,-83.017,-83.109,-83.011,-83.273,-83.374,-83.243,-83.270,-83.304,-83.176,-83.255,-83.221,-83.228,-83.231,-83.145,-83.258,-83.072,-82.831
355.145,-82.706,-83.142,-83.047,-83.072,-83.249,-83.267,-83.307,-83.365,-83.377,-83.142,-83.328,-83.319,-83.331,-83.176,-83.081,-83.218,-83.167,-82.867
355.245,-82.816,-83.051,-83.078,-83.084,-83.231,-83.316,-83.258,-83.276,-83.325,-83.109,-83.261,-83.255,-83.252,-83.295,-83.029,-83.307,-83.121,-82.944
355.345,-82.822,-83.167,-82.996,-83.060,-83.313,-83.264,-83.371,-83.389,-83.301,-83.194,-83.286,-83.295,-83.258,-83.218,-83.139,-83.200,-83.066,-82.837
355.445,-82.834,-83.023,-83.136,-83.078,-83.215,-83.249,-83.347,-83.282,-83.405,-83.057,-83.386,-83.313,-83.374,-83.121,-83.078,-83.212,-83.194,-82.892
355.544,-82.745,-83.118,-83.011,-83.044,-83.316,-83.334,-83.264,-83.334,-83.289,-83.167,-83.215,-83.215,-83.228,-83.255,-83.063,-83.344,-83.109,-82.910
355.644,-82.864,-83.063,-83.118,-83.127,-83.185,-83.240,-83.353,-83.328,-83.377,-83.054,-83.322,-83.304,-83.328,-83.188,-83.127,-83.228,-83.102,-82.806
355.744,-82.785,-83.124,-83.051,-83.008,-83.292,-83.334,-83.267,-83.264,-83.289,-83.066,-83.261,-83.243,-83.347,-83.185,-83.087,-83.240,-83.182,-82.809
355.844,-82.889,-83.087,-83.130,-83.115,-83.255,-83.231,-83.374,-83.340,-83.334,-83.148,-83.264,-83.200,-83.191,-83.273,-83.060,-83.319,-83.182,-82.901
355.944,-82.785,-83.054,-83.093,-83.057,-83.264,-83.331,-83.289,-83.194,-83.362,-83.017,-83.362,-83.331,-83.276,-83.203,-83.148,-83.237,-83.090,-82.812
356.044,-82.852,-83.133,-83.038,-83.051,-83.313,-83.240,-83.331,-83.334,-83.276,-83.145,-83.267,-83.228,-83.322,-83.212,-83.057,-83.237,-83.148,-82.764
356.144,-82.812,-83.093,-83.072,-83.075,-83.206,-83.246,-83.411,-83.279,-83.337,-83.090,-83.273,-83.270,-83.298,-83.322,-83.066,-83.328,-83.185,-82.901
356.244,-82.840,-83.194,-82.996,-83.044,-83.316,-83.286,-83.307,-83.255,-83.301,-83.044,-83.328,-83.328,-83.331,-83.231,-83.167,-83.273,-83.075,-82.935
356.344,-82.852,-83.035,-83.139,-83.160,-83.173,-83.209,-83.389,-83.340,-83.289,-83.102,-83.221,-83.194,-83.340,-83.231,-83.084,-83.203,-83.084,-82.782
356.444,-82.761,-83.133,-83.029,-83.035,-83.264,-83.347,-83.237,-83.249,-83.374,-83.038,-83.408,-83.331,-83.276,-83.301,-83.044,-83.270,-83.218,-82.852
356.543,-82.898,-83.096,-83.099,-83.102,-83.316,-83.249,-83.334,-83.405,-83.270,-83.081,-83.334,-83.353,-83.353,-83.221,-83.167,-83.301,-83.127,-82.935
356.643,-82.782,-83.051,-83.047,-83.102,-83.240,-83.258,-83.304,-83.344,-83.344,-83.093,-83.292,-83.249,-83.313,-83.133,-83.148,-83.170,-83.038,-82.895
356.743,-82.880,-83.127,-83.051,-83.060,-83.356,-83.279,-83.249,-83.304,-83.356,-82.996,-83.362,-83.286,-83.255,-83.258,-83.105,-83.218,-83.218,-82.806
356.843,-82.846,-83.041,-83.139,-83.124,-83.194,-83.170,-83.365,-83.368,-83.270,-83.069,-83.386,-83.353,-83.273,-83.212,-83.105,-83.319,-83.249,-82.852
356.943,-82.794,-83.093,-83.002,-83.032,-83.270,-83.328,-83.307,-83.246,-83.377,-83.124,-83.258,-83.243,-83.389,-83.212,-83.200,-83.270,-83.163,-82.895
357.043,-82.889,-83.054,-83.105,-83.130,-83.295,-83.231,-83.246,-83.365,-83.322,-82.971,-83.319,-83.304,-83.240,-83.185,-83.081,-83.185,-83.057,-82.870
357.143,-82.773,-83.063,-83.084,-83.121,-83.200,-83.231,-83.371,-83.395,-83.255,-83.102,-83.298,-83.356,-83.304,-83.301,-83.090,-83.206,-83.197,-82.846
357.243,-82.883,-83.118,-83.032,-82.962,-83.301,-83.292,-83.298,-83.261,-83.392,-83.081,-83.252,-83.276,-83.347,-83.197,-83.167,-83.301,-83.197,-82.901
357.343,-82.822,-83.014,-83.148,-83.105,-83.206,-83.234,-83.286,-83.353,-83.319,-82.950,-83.328,-83.237,-83.328,-83.224,-83.163,-83.307,-83.075,-82.822
357.443,-82.788,-83.084,-83.020,-83.020,-83.206,-83.231,-83.368,-83.368,-83.237,-83.054,-83.282,-83.368,-83.243,-83.255,-83.112,-83.215,-83.145,-82.886
357.542,-82.883,-83.118,-83.081,-82.990,-83.289,-83.328,-83.258,-83.267,-83.383,-83.096,-83.215,-83.279,-83.313,-83.240,-83.167,-83.228,-83.182,-82.837
357.642,-82.751,-83.014,-83.145,-83.099,-83.218,-83.224,-83.261,-83.395,-83.328,-83.014,-83.289,-83.179,-83.350,-83.221,-83.261,-83.209,-83.203,-82.922
357.742,-82.843,-83.130,-83.032,-83.026,-83.234,-83.316,-83.365,-83.316,-83.240,-83.005,-83.447,-83.301,-83.240,-83.234,-83.105,-83.289,-83.170,-82.831
357.842,-82.864,-83.060,-83.127,-83.069,-83.249,-83.295,-83.325,-83.273,-83.377,-83.105,-83.350,-83.417,-83.215,-83.331,-83.197,-83.270,-83.173,-82.916
357.942,-82.785,-83.051,-83.121,-83.087,-83.203,-83.273,-83.279,-83.307,-83.337,-83.133,-83.264,-83.258,-83.356,-83.240,-83.240,-83.307,-83.118,-82.870
358.042,-82.889,-83.176,-83.002,-82.983,-83.337,-83.273,-83.389,-83.347,-83.252,-83.041,-83.420,-83.151,-83.359,-83.252,-83.154,-83.200,-83.185,-82.812
358.142,-82.886,-83.066,-83.133,-83.075,-83.337,-83.313,-83.377,-83.255,-83.292,-83.112,-83.441,-83.365,-83.240,-83.301,-83.167,-83.282,-83.124,-82.886
358.242,-82.828,-83.060,-83.121,-83.121,-83.212,-83.224,-83.344,-83.313,-83.383,-83.139,-83.252,-83.371,-83.344,-83.249,-83.170,-83.286,-83.148,-82.849
358.342,-82.889,-83.130,-83.066,-83.026,-83.292,-83.228,-83.371,-83.374,-83.301,-83.060,-83.261,-83.231,-83.331,-83.267,-83.090,-83.240,-83.163,-82.770
358.442,-82.855,-83.051,-83.136,-83.084,-83.334,-83.273,-83.365,-83.289,-83.267,-83.054,-83.481,-83.331,-83.423,-83.282,-83.209,-83.298,-83.154,-82.919
358.541,-82.797,-83.054,-83.127,-83.163,-83.148,-83.188,-83.328,-83.298,-83.423,-83.112,-83.365,-83.289,-83.322,-83.228,-83.145,-83.249,-83.118,-82.922
358.641,-82.913,-83.139,-83.047,-83.026,-83.237,-83.243,-83.295,-83.356,-83.386,-83.099,-83.258,-83.310,-83.395,-83.295,-83.115,-83.221,-83.182,-82.867
358.741,-82.916,-83.038,-83.167,-83.041,-83.301,-83.316,-83.380,-83.325,-83.243,-83.118,-83.383,-83.304,-83.295,-83.240,-83.255,-83.298,-83.133,-82.837
358.841,-82.870,-83.078,-83.148,-83.115,-83.279,-83.292,-83.322,-83.286,-83.261,-83.096,-83.307,-83.359,-83.328,-83.179,-83.215,-83.270,-83.105,-82.919
358.941,-82.922,-83.145,-83.026,-83.130,-83.212,-83.234,-83.322,-83.264,-83.426,-83.063,-83.411,-83.252,-83.380,-83.301,-83.154,-83.234,-83.209,-82.806
359.041,-82.925,-83.075,-83.096,-83.038,-83.273,-83.316,-83.356,-83.331,-83.356,-82.999,-83.273,-83.340,-83.298,-83.270,-83.182,-83.249,-83.145,-82.852
359.141,-82.812,-83.020,-83.185,-83.081,-83.313,-83.359,-83.337,-83.356,-83.279,-83.142,-83.401,-83.328,-83.365,-83.191,-83.212,-83.313,-83.133,-82.883
359.241,-82.843,-83.130,-83.109,-83.124,-83.228,-83.203,-83.282,-83.246,-83.417,-83.072,-83.322,-83.270,-83.398,-83.282,-83.139,-83.267,-83.197,-82.822
359.341,-83.032,-83.188,-83.057,-83.109,-83.203,-83.136,-83.334,-83.331,-83.328,-83.112,-83.307,-83.325,-83.328,-83.340,-83.118,-83.319,-83.170,-82.922
359.441,-82.916,-83.026,-83.118,-83.054,-83.209,-83.380,-83.429,-83.258,-83.423,-83.066,-83.398,-83.298,-83.356,-83.273,-83.200,-83.316,-83.145,-82.867
359.540,-82.864,-82.996,-83.157,-83.075,-83.319,-83.304,-83.270,-83.371,-83.316,-83.118,-83.322,-83.261,-83.386,-83.279,-83.118,-83.249,-83.261,-82.874
359.640,-82.944,-83.160,-83.072,-83.121,-83.267,-83.234,-83.282,-83.328,-83.365,-83.136,-83.319,-83.298,-83.334,-83.322,-83.130,-83.353,-83.160,-82.861
359.740,-82.980,-83.167,-83.041,-83.081,-83.258,-83.319,-83.356,-83.398,-83.319,-83.102,-83.405,-83.322,-83.331,-83.200,-83.194,-83.325,-83.224,-82.791
359.840,-82.874,-82.962,-83.273,-83.093,-83.264,-83.231,-83.301,-83.310,-83.359,-83.096,-83.365,-83.325,-83.328,-83.304,-83.142,-83.270,-83.121,-82.974
359.940,-82.794,-83.102,-83.185,-83.102,-83.203,-83.337,-83.344,-83.386,-83.414,-83.151,-83.328,-83.344,-83.292,-83.359,-83.258,-83.261,-83.279,-82.889
360.040,-82.944,-83.240,-83.032,-83.051,-83.325,-83.264,-83.334,-83.347,-83.340,-83.124,-83.414,-83.350,-83.313,-83.301,-83.124,-83.255,-83.197,-82.950
360.140,-83.047,-83.099,-83.188,-83.237,-83.240,-83.344,-83.310,-83.319,-83.319,-83.139,-83.340,-83.279,-83.414,-83.356,-83.124,-83.362,-83.234,-82.812
360.240,-82.938,-83.047,-83.105,-83.127,-83.267,-83.231,-83.371,-83.432,-83.405,-83.167,-83.344,-83.310,-83.301,-83.200,-83.197,-83.249,-83.109,-82.947
360.340,-82.968,-83.127,-83.203,-83.157,-83.206,-83.307,-83.313,-83.386,-83.353,-83.139,-83.356,-83.386,-83.392,-83.224,-83.255,-83.304,-83.142,-82.849
360.440,-82.932,-83.051,-83.115,-83.096,-83.215,-83.350,-83.328,-83.337,-83.307,-83.139,-83.386,-83.319,-83.340,-83.307,-83.142,-83.212,-83.234,-82.901
360.539,-82.950,-83.096,-83.182,-83.057,-83.289,-83.289,-83.353,-83.353,-83.417,-83.121,-83.337,-83.420,-83.228,-83.356,-83.151,-83.359,-83.249,-82.736
360.639,-82.956,-83.060,-83.109,-83.173,-83.215,-83.310,-83.289,-83.417,-83.438,-83.136,-83.438,-83.350,-83.417,-83.313,-83.142,-83.255,-83.191,-82.886
360.739,-82.977,-83.063,-83.127,-83.078,-83.258,-83.313,-83.307,-83.359,-83.383,-83.105,-83.316,-83.319,-83.334,-83.234,-83.173,-83.340,-83.221,-82.800
360.839,-82.953,-83.127,-83.173,-83.093,-83.282,-83.231,-83.408,-83.344,-83.389,-83.176,-83.432,-83.365,-83.398,-83.206,-83.200,-83.191,-83.170,-82.959
360.939,-83.032,-83.060,-83.096,-83.206,-83.279,-83.255,-83.411,-83.362,-83.398,-83.191,-83.420,-83.408,-83.289,-83.286,-83.154,-83.319,-83.295,-82.828
361.039,-82.941,-83.133,-83.078,-83.102,-83.255,-83.313,-83.310,-83.319,-83.350,-83.099,-83.267,-83.414,-83.398,-83.331,-83.151,-83.276,-83.130,-82.919
361.139,-82.983,-83.115,-83.139,-83.112,-83.322,-83.344,-83.331,-83.356,-83.380,-83.203,-83.383,-83.340,-83.350,-83.295,-83.200,-83.334,-83.231,-82.916
361.239,-83.020,-83.057,-83.127,-83.154,-83.316,-83.240,-83.353,-83.368,-83.371,-83.096,-83.398,-83.344,-83.441,-83.258,-83.203,-83.264,-83.133,-82.874
361.339,-82.913,-83.112,-83.072,-83.167,-83.270,-83.362,-83.258,-83.334,-83.334,-83.099,-83.441,-83.267,-83.347,-83.289,-83.261,-83.273,-83.231,-82.922
361.439,-82.965,-83.163,-83.188,-83.084,-83.289,-83.304,-83.350,-83.359,-83.417,-83.200,-83.273,-83.463,-83.337,-83.301,-83.142,-83.328,-83.185,-82.855
361.538,-83.029,-83.066,-83.170,-83.163,-83.322,-83.237,-83.328,-83.398,-83.249,-83.252,-83.301,-83.337,-83.298,-83.289,-83.228,-83.295,-83.203,-82.947
361.638,-82.996,-83.078,-83.105,-83.209,-83.273,-83.353,-83.301,-83.380,-83.417,-83.231,-83.292,-83.301,-83.411,-83.264,-83.160,-83.304,-83.221,-82.828
361.738,-82.944,-83.142,-83.173,-83.118,-83.322,-83.258,-83.426,-83.371,-83.426,-83.096,-83.496,-83.273,-83.359,-83.337,-83.258,-83.270,-83.142,-82.922
361.838,-83.054,-83.118,-83.170,-83.194,-83.334,-83.328,-83.313,-83.310,-83.456,-83.176,-83.347,-83.405,-83.356,-83.231,-83.206,-83.344,-83.255,-82.840
361.938,-82.986,-83.102,-83.130,-83.142,-83.331,-83.337,-83.353,-83.435,-83.334,-83.182,-83.362,-83.365,-83.353,-83.353,-83.224,-83.276,-83.151,-82.849
362.038,-82.941,-83.151,-83.194,-83.133,-83.417,-83.231,-83.362,-83.395,-83.380,-83.234,-83.307,-83.362,-83.356,-83.209,-83.188,-83.319,-83.224,-82.904
362.138,-83.020,-83.087,-83.112,-83.267,-83.273,-83.362,-83.447,-83.401,-83.328,-83.173,-83.405,-83.350,-83.423,-83.328,-83.212,-83.252,-83.200,-82.806
362.238,-82.986,-83.112,-83.197,-83.069,-83.234,-83.340,-83.386,-83.289,-83.496,-83.160,-83.337,-83.353,-83.304,-83.304,-83.261,-83.276,-83.185,-82.880
362.338,-82.953,-83.163,-83.185,-83.084,-83.334,-83.414,-83.319,-83.395,-83.423,-83.121,-83.395,-83.408,-83.429,-83.276,-83.145,-83.353,-83.234,-82.843
362.438,-83.081,-83.038,-83.066,-83.221,-83.383,-83.273,-83.286,-83.401,-83.414,-83.194,-83.292,-83.331,-83.374,-83.328,-83.301,-83.246,-83.185,-82.822
362.537,-82.974,-83.142,-83.286,-83.261,-83.368,-83.286,-83.356,-83.435,-83.353,-83.246,-83.371,-83.368,-83.426,-83.249,-83.243,-83.347,-83.252,-82.925
362.637,-83.008,-82.986,-83.246,-83.224,-83.267,-83.237,-83.359,-83.319,-83.453,-83.160,-83.356,-83.289,-83.392,-83.347,-83.246,-83.310,-83.252,-82.800
362.737,-82.883,-83.243,-83.286,-83.170,-83.304,-83.362,-83.389,-83.398,-83.417,-83.194,-83.380,-83.380,-83.356,-83.295,-83.270,-83.322,-83.224,-82.867
