Time (ms),-200 pA,-175 pA,-150 pA,-125 pA,-100 pA,-75 pA,-50 pA,-25 pA,0 pA,25 pA,50 pA,75 pA,100 pA,125 pA,150 pA,175 pA,200 pA,225 pA
4.096,-79.413,-78.711,-78.946,-79.138,-78.864,-79.291,-79.196,-78.708,-78.760,-78.986,-78.918,-78.650,-78.632,-78.226,-77.933,-78.033,-77.686,-77.899
4.196,-79.486,-78.732,-78.989,-79.013,-78.839,-79.291,-79.260,-78.842,-78.903,-79.013,-78.879,-78.619,-78.671,-78.168,-77.905,-77.921,-77.728,-77.838
4.296,-79.425,-78.754,-79.001,-79.117,-78.760,-79.187,-79.218,-78.775,-78.790,-78.922,-78.952,-78.604,-78.741,-78.217,-77.911,-78.006,-77.603,-77.896
4.396,-79.443,-78.760,-78.955,-79.004,-78.821,-79.242,-79.245,-78.745,-78.864,-79.016,-78.821,-78.622,-78.656,-78.290,-77.994,-78.006,-77.725,-77.820
4.496,-79.480,-78.711,-79.047,-79.086,-78.757,-79.205,-79.163,-78.802,-78.873,-78.952,-78.836,-78.531,-78.671,-78.183,-77.930,-77.942,-77.658,-77.814
4.595,-79.416,-78.824,-78.973,-79.089,-78.824,-79.218,-79.147,-78.754,-78.781,-78.961,-78.925,-78.555,-78.775,-78.207,-77.954,-78.024,-77.643,-77.847
4.695,-79.480,-78.699,-79.056,-79.132,-78.809,-79.282,-79.224,-78.799,-78.867,-79.013,-78.842,-78.680,-78.625,-78.238,-77.951,-77.927,-77.664,-77.765
4.795,-79.401,-78.717,-78.983,-79.065,-78.732,-79.208,-79.062,-78.818,-78.915,-78.992,-78.854,-78.561,-78.723,-78.204,-77.887,-78.061,-77.658,-77.884
4.895,-79.517,-78.711,-78.995,-79.178,-78.818,-79.254,-79.117,-78.705,-78.827,-78.970,-78.952,-78.613,-78.705,-78.281,-77.930,-78.012,-77.737,-77.811
4.995,-79.453,-78.699,-79.031,-79.135,-78.711,-79.279,-79.178,-78.720,-78.873,-79.077,-78.891,-78.635,-78.641,-78.189,-77.866,-78.119,-77.637,-77.905
5.095,-79.459,-78.693,-78.973,-79.041,-78.726,-79.196,-79.138,-78.815,-78.925,-79.077,-78.824,-78.592,-78.790,-78.308,-77.954,-77.917,-77.692,-78.000
5.195,-79.584,-78.668,-78.992,-79.160,-78.778,-79.230,-79.080,-78.802,-78.836,-78.949,-78.949,-78.647,-78.638,-78.244,-77.921,-78.049,-77.744,-77.908
5.295,-79.437,-78.641,-79.050,-79.120,-78.745,-79.318,-79.126,-78.790,-78.864,-79.062,-78.851,-78.577,-78.790,-78.290,-77.951,-77.982,-77.676,-77.927
5.395,-79.440,-78.696,-78.964,-79.059,-78.696,-79.272,-79.138,-78.842,-78.931,-79.001,-78.876,-78.671,-78.690,-78.268,-77.917,-78.076,-77.692,-77.795
5.495,-79.550,-78.638,-79.013,-79.144,-78.784,-79.233,-79.083,-78.726,-78.857,-78.937,-78.931,-78.644,-78.827,-78.293,-78.036,-77.835,-77.609,-77.963
5.594,-79.480,-78.592,-79.065,-79.144,-78.799,-79.285,-79.147,-78.806,-78.897,-79.071,-78.894,-78.693,-78.683,-78.238,-77.917,-77.975,-77.756,-77.844
5.694,-79.474,-78.665,-78.986,-79.086,-78.699,-79.193,-79.044,-78.873,-78.900,-78.943,-78.830,-78.583,-78.833,-78.369,-77.972,-77.951,-77.643,-77.896
5.794,-79.507,-78.558,-79.037,-79.163,-78.787,-79.279,-79.037,-78.787,-78.900,-79.010,-78.964,-78.650,-78.729,-78.207,-77.924,-77.985,-77.725,-77.859
5.894,-79.465,-78.583,-79.071,-79.144,-78.732,-79.279,-79.089,-78.949,-78.860,-79.004,-78.922,-78.671,-78.857,-78.278,-77.954,-78.000,-77.676,-77.866
5.994,-79.428,-78.595,-78.983,-79.056,-78.680,-79.224,-79.065,-78.751,-78.925,-79.025,-78.802,-78.781,-78.616,-78.143,-78.015,-77.936,-77.667,-77.954
6.094,-79.474,-78.494,-79.034,-79.181,-78.787,-79.388,-79.068,-78.918,-78.909,-78.906,-78.952,-78.613,-78.778,-78.265,-77.902,-78.043,-77.762,-77.829
6.194,-79.453,-78.574,-78.967,-79.074,-78.751,-79.126,-79.095,-78.754,-78.830,-79.044,-78.864,-78.659,-78.732,-78.201,-78.006,-77.927,-77.637,-77.954
6.294,-79.462,-78.534,-79.010,-79.196,-78.745,-79.330,-79.205,-78.830,-78.915,-78.909,-78.943,-78.610,-78.748,-78.186,-77.948,-77.994,-77.774,-77.853
6.394,-79.446,-78.546,-79.050,-79.080,-78.757,-79.230,-79.062,-78.806,-78.885,-79.022,-78.763,-78.629,-78.714,-78.238,-78.006,-77.957,-77.698,-77.811
6.494,-79.480,-78.519,-78.888,-79.218,-78.806,-79.245,-79.160,-78.845,-79.016,-78.918,-78.906,-78.705,-78.653,-78.171,-78.000,-77.939,-77.689,-77.942
6.593,-79.462,-78.503,-79.138,-79.153,-78.677,-79.211,-79.086,-78.781,-78.836,-79.034,-78.812,-78.580,-78.775,-78.290,-77.933,-78.049,-77.786,-77.850
6.693,-79.453,-78.635,-78.885,-79.062,-78.778,-79.300,-79.221,-78.836,-78.937,-78.900,-78.824,-78.714,-78.665,-78.250,-78.021,-77.914,-77.689,-77.899
6.793,-79.572,-78.436,-78.989,-79.172,-78.702,-79.272,-79.047,-78.763,-78.952,-79.016,-78.842,-78.656,-78.769,-78.244,-77.933,-77.927,-77.740,-77.933
6.893,-79.395,-78.552,-78.918,-79.071,-78.836,-79.321,-79.175,-78.876,-78.922,-78.885,-78.848,-78.687,-78.705,-78.271,-77.930,-78.033,-77.756,-77.805
6.993,-79.565,-78.412,-79.022,-79.205,-78.683,-79.218,-79.044,-78.778,-78.937,-78.970,-78.979,-78.760,-78.625,-78.180,-78.024,-77.908,-77.634,-77.933
7.093,-79.446,-78.638,-78.943,-79.074,-78.778,-79.358,-79.175,-78.806,-78.891,-78.976,-78.802,-78.647,-78.760,-78.311,-77.908,-77.985,-77.737,-77.899
7.193,-79.633,-78.421,-78.943,-79.111,-78.674,-79.239,-79.053,-78.784,-79.007,-78.912,-78.949,-78.735,-78.644,-78.250,-77.985,-77.979,-77.713,-77.811
7.293,-79.407,-78.476,-78.976,-79.123,-78.806,-79.251,-79.141,-78.836,-78.860,-79.022,-78.827,-78.717,-78.702,-78.207,-78.046,-77.927,-77.667,-77.942
7.393,-79.489,-78.439,-79.025,-79.135,-78.683,-79.221,-79.156,-78.821,-78.979,-78.888,-78.891,-78.665,-78.723,-78.326,-77.933,-77.991,-77.798,-77.863
7.493,-79.395,-78.528,-79.007,-79.184,-78.818,-79.248,-79.071,-78.806,-78.909,-79.007,-78.903,-78.793,-78.632,-78.220,-78.006,-78.015,-77.719,-77.798
7.592,-79.541,-78.503,-78.989,-79.053,-78.729,-79.254,-79.227,-78.870,-78.958,-78.937,-78.827,-78.680,-78.751,-78.195,-78.043,-77.963,-77.640,-77.933
7.692,-79.437,-78.421,-79.056,-79.199,-78.763,-79.193,-79.077,-78.772,-78.973,-78.934,-79.013,-78.693,-78.726,-78.241,-77.936,-78.058,-77.792,-77.859
7.792,-79.446,-78.549,-78.961,-79.089,-78.726,-79.269,-79.160,-78.854,-78.897,-79.010,-78.885,-78.787,-78.665,-78.162,-78.033,-78.055,-77.698,-77.866
7.892,-79.523,-78.366,-79.074,-79.178,-78.662,-79.184,-79.105,-78.784,-79.010,-78.909,-78.882,-78.632,-78.748,-78.165,-78.076,-77.960,-77.664,-77.890
7.992,-79.425,-78.531,-78.961,-79.123,-78.754,-79.291,-79.129,-78.796,-78.912,-79.077,-78.970,-78.699,-78.693,-78.262,-77.930,-78.055,-77.765,-77.890
8.092,-79.559,-78.448,-79.019,-79.095,-78.693,-79.279,-79.214,-78.857,-78.943,-78.922,-78.802,-78.705,-78.674,-78.159,-78.018,-78.046,-77.737,-77.805
8.192,-79.456,-78.455,-78.979,-79.144,-78.802,-79.282,-79.071,-78.769,-78.998,-78.857,-78.979,-78.659,-78.781,-78.180,-78.049,-77.908,-77.658,-77.942
8.292,-79.501,-78.485,-78.964,-79.062,-78.690,-79.324,-79.245,-78.848,-78.870,-78.989,-78.900,-78.705,-78.729,-78.281,-77.899,-78.024,-77.750,-77.905
8.392,-79.477,-78.354,-79.071,-79.181,-78.732,-79.211,-79.160,-78.830,-78.961,-78.854,-78.876,-78.763,-78.659,-78.171,-78.003,-78.073,-77.765,-77.832
8.492,-79.446,-78.485,-79.022,-79.083,-78.821,-79.285,-79.153,-78.760,-78.931,-78.912,-78.943,-78.638,-78.769,-78.162,-78.030,-77.985,-77.661,-77.841
8.591,-79.550,-78.421,-79.092,-79.132,-78.687,-79.199,-79.190,-78.928,-78.870,-78.922,-78.824,-78.696,-78.723,-78.287,-77.985,-78.012,-77.704,-77.921
8.691,-79.446,-78.400,-79.086,-79.120,-78.778,-79.178,-79.108,-78.824,-78.998,-78.879,-78.851,-78.787,-78.625,-78.220,-77.969,-78.088,-77.805,-77.844
8.791,-79.492,-78.436,-79.004,-79.071,-78.726,-79.361,-79.178,-78.833,-78.915,-78.995,-78.912,-78.677,-78.748,-78.204,-78.036,-78.067,-77.692,-77.744
8.891,-79.520,-78.360,-79.095,-79.150,-78.717,-79.218,-79.172,-78.992,-78.918,-78.891,-78.821,-78.644,-78.735,-78.323,-77.966,-77.979,-77.686,-77.826
8.991,-79.410,-78.391,-79.025,-79.056,-78.799,-79.257,-79.102,-78.833,-78.961,-78.860,-78.900,-78.799,-78.619,-78.284,-77.911,-78.055,-77.768,-77.847
9.091,-79.520,-78.351,-79.062,-79.089,-78.644,-79.333,-79.211,-78.915,-78.812,-78.998,-78.909,-78.748,-78.714,-78.207,-77.988,-78.116,-77.802,-77.744
9.191,-79.477,-78.320,-79.022,-79.163,-78.732,-79.144,-79.208,-78.876,-78.934,-78.857,-78.833,-78.635,-78.680,-78.192,-78.018,-78.021,-77.682,-77.716
9.291,-79.446,-78.424,-78.992,-79.099,-78.781,-79.254,-79.163,-78.796,-78.928,-78.867,-78.888,-78.732,-78.625,-78.308,-77.942,-77.966,-77.664,-77.829
9.391,-79.532,-78.406,-79.068,-79.141,-78.665,-79.221,-79.291,-78.870,-78.806,-78.922,-78.946,-78.787,-78.635,-78.235,-77.939,-78.073,-77.750,-77.893
9.491,-79.425,-78.363,-79.034,-79.190,-78.778,-79.214,-79.242,-78.851,-78.949,-78.906,-78.778,-78.690,-78.760,-78.192,-78.052,-78.107,-77.719,-77.765
9.590,-79.468,-78.476,-78.949,-79.050,-78.778,-79.333,-79.172,-78.806,-78.934,-78.802,-78.839,-78.705,-78.680,-78.235,-78.088,-78.024,-77.704,-77.722
9.690,-79.526,-78.351,-79.059,-79.178,-78.696,-79.221,-79.269,-78.925,-78.848,-78.976,-78.928,-78.793,-78.629,-78.259,-77.994,-78.015,-77.661,-77.798
9.790,-79.419,-78.342,-79.062,-79.141,-78.802,-79.211,-79.233,-78.867,-78.934,-78.894,-78.806,-78.754,-78.696,-78.149,-78.012,-78.058,-77.682,-77.963
9.890,-79.587,-78.412,-79.013,-79.065,-78.793,-79.349,-79.163,-78.772,-79.010,-78.793,-78.827,-78.665,-78.772,-78.195,-78.128,-78.134,-77.786,-77.859
9.990,-79.538,-78.326,-79.080,-79.166,-78.723,-79.245,-79.257,-78.867,-78.876,-78.952,-78.922,-78.690,-78.641,-78.253,-78.113,-78.067,-77.722,-77.786
10.090,-79.419,-78.323,-79.053,-79.120,-78.799,-79.233,-79.202,-78.860,-78.946,-78.922,-78.857,-78.778,-78.629,-78.339,-78.012,-78.036,-77.686,-77.750
10.190,-79.562,-78.439,-78.967,-79.031,-78.723,-79.303,-79.126,-78.815,-79.034,-78.836,-78.787,-78.769,-78.653,-78.244,-78.000,-78.000,-77.603,-77.884
10.290,-79.544,-78.384,-79.089,-79.129,-78.635,-79.254,-79.279,-78.827,-78.934,-78.818,-78.894,-78.665,-78.748,-78.146,-78.061,-78.088,-77.750,-77.963
10.390,-79.449,-78.360,-79.010,-79.111,-78.745,-79.211,-79.321,-78.903,-78.833,-78.937,-78.903,-78.665,-78.720,-78.238,-78.137,-78.113,-77.740,-77.902
10.490,-79.501,-78.412,-78.940,-79.037,-78.790,-79.312,-79.239,-78.806,-78.958,-78.888,-78.821,-78.766,-78.650,-78.323,-78.058,-78.027,-77.725,-77.747
10.589,-79.547,-78.357,-79.025,-79.108,-78.702,-79.294,-79.196,-78.784,-78.967,-78.830,-78.903,-78.772,-78.687,-78.217,-78.033,-77.979,-77.655,-77.704
10.689,-79.468,-78.317,-79.089,-79.117,-78.754,-79.190,-79.330,-78.864,-78.833,-78.891,-78.952,-78.802,-78.696,-78.146,-77.969,-77.972,-77.634,-77.863
10.789,-79.523,-78.433,-78.986,-79.071,-78.827,-79.224,-79.211,-78.897,-78.882,-78.912,-78.979,-78.705,-78.705,-78.183,-78.015,-78.009,-77.740,-77.896
10.889,-79.559,-78.391,-78.992,-79.050,-78.711,-79.285,-79.141,-78.812,-78.986,-78.900,-78.864,-78.665,-78.696,-78.192,-78.098,-78.079,-77.783,-77.759
10.989,-79.517,-78.369,-79.077,-79.132,-78.665,-79.196,-79.254,-78.799,-78.979,-78.784,-78.848,-78.720,-78.601,-78.308,-78.073,-78.000,-77.640,-77.835
11.089,-79.474,-78.406,-79.050,-79.089,-78.815,-79.132,-79.355,-78.915,-78.842,-78.879,-78.912,-78.882,-78.625,-78.333,-78.000,-77.969,-77.750,-77.844
11.189,-79.581,-78.458,-78.958,-79.013,-78.827,-79.169,-79.266,-78.928,-78.888,-78.873,-78.998,-78.821,-78.723,-78.186,-78.003,-78.122,-77.707,-77.866
11.289,-79.541,-78.360,-79.089,-79.114,-78.754,-79.257,-79.205,-78.830,-78.973,-78.894,-78.918,-78.693,-78.793,-78.143,-78.079,-77.997,-77.655,-77.896
11.389,-79.483,-78.336,-79.089,-79.135,-78.711,-79.166,-79.236,-78.787,-79.001,-78.827,-78.787,-78.702,-78.662,-78.275,-77.972,-78.046,-77.686,-77.899
11.489,-79.498,-78.409,-78.964,-79.099,-78.824,-79.095,-79.221,-78.909,-78.867,-78.793,-78.903,-78.766,-78.632,-78.232,-78.033,-77.957,-77.658,-77.811
11.588,-79.572,-78.409,-79.028,-79.062,-78.802,-79.190,-79.218,-79.001,-78.827,-78.992,-78.986,-78.769,-78.745,-78.192,-77.954,-78.082,-77.646,-77.853
11.688,-79.575,-78.302,-79.047,-79.132,-78.668,-79.257,-79.266,-78.802,-79.001,-78.897,-78.845,-78.705,-78.711,-78.278,-78.064,-78.006,-77.701,-77.866
11.788,-79.483,-78.296,-79.056,-79.160,-78.714,-79.245,-79.108,-78.769,-78.964,-78.772,-78.806,-78.781,-78.665,-78.177,-77.957,-78.043,-77.594,-77.866
11.888,-79.514,-78.354,-79.007,-79.144,-78.912,-79.089,-79.309,-78.943,-78.854,-78.952,-78.943,-78.796,-78.778,-78.293,-78.091,-78.049,-77.707,-77.884
11.988,-79.611,-78.369,-78.973,-79.080,-78.763,-79.184,-79.367,-78.928,-78.912,-78.882,-78.833,-78.665,-78.702,-78.143,-77.951,-77.963,-77.704,-77.811
12.088,-79.633,-78.412,-79.022,-79.074,-78.699,-79.324,-79.187,-78.815,-78.943,-78.784,-78.912,-78.802,-78.732,-78.238,-78.009,-78.107,-77.618,-77.869
12.188,-79.572,-78.207,-79.001,-79.254,-78.723,-79.135,-79.263,-78.885,-78.915,-78.958,-78.821,-78.662,-78.702,-78.232,-78.058,-78.040,-77.701,-77.899
12.288,-79.416,-78.278,-79.120,-79.184,-78.708,-79.123,-79.364,-78.830,-78.989,-78.836,-78.897,-78.781,-78.674,-78.128,-77.982,-77.966,-77.747,-77.847
12.388,-79.639,-78.506,-78.983,-79.034,-78.720,-79.224,-79.233,-78.922,-78.949,-78.845,-78.812,-78.732,-78.806,-78.265,-77.979,-78.076,-77.634,-77.899
12.488,-79.703,-78.342,-78.937,-79.138,-78.659,-79.114,-79.367,-78.903,-79.013,-78.830,-78.867,-78.690,-78.687,-78.189,-78.082,-78.006,-77.725,-77.866
12.587,-79.520,-78.372,-79.065,-79.190,-78.824,-79.260,-79.224,-78.854,-78.897,-78.818,-78.860,-78.781,-78.751,-78.168,-77.985,-77.957,-77.762,-77.844
12.687,-79.510,-78.494,-78.970,-79.074,-78.696,-79.089,-79.361,-78.864,-78.937,-78.931,-78.845,-78.741,-78.821,-78.204,-77.966,-78.107,-77.655,-77.942
12.787,-79.636,-78.384,-79.016,-79.214,-78.741,-79.141,-79.279,-78.906,-78.961,-78.848,-78.900,-78.748,-78.738,-78.201,-78.027,-77.966,-77.737,-77.875
12.887,-79.504,-78.445,-78.989,-79.135,-78.702,-79.080,-79.276,-78.796,-78.870,-78.842,-78.909,-78.778,-78.738,-78.165,-77.936,-78.046,-77.682,-77.881
12.987,-79.593,-78.329,-79.059,-79.178,-78.754,-79.193,-79.282,-78.845,-78.955,-78.925,-78.772,-78.717,-78.763,-78.244,-78.043,-77.994,-77.704,-77.856
13.087,-79.462,-78.479,-78.943,-79.135,-78.671,-79.193,-79.236,-78.888,-78.967,-78.879,-78.806,-78.732,-78.702,-78.171,-77.979,-77.982,-77.692,-77.884
13.187,-79.572,-78.345,-79.025,-79.108,-78.772,-79.117,-79.272,-78.839,-78.915,-78.751,-78.891,-78.790,-78.793,-78.229,-78.046,-78.021,-77.740,-77.905
13.287,-79.437,-78.387,-78.943,-79.187,-78.787,-79.248,-79.285,-78.873,-78.925,-78.845,-78.833,-78.668,-78.775,-78.210,-78.036,-77.933,-77.673,-77.921
13.387,-79.550,-78.415,-78.922,-79.172,-78.687,-79.208,-79.208,-78.937,-78.967,-78.848,-78.790,-78.745,-78.738,-78.278,-78.027,-78.021,-77.795,-77.805
13.487,-79.529,-78.348,-79.056,-79.129,-78.757,-79.123,-79.251,-78.806,-78.873,-78.781,-78.903,-78.723,-78.867,-78.223,-77.975,-78.101,-77.676,-77.951
13.586,-79.523,-78.427,-78.970,-79.199,-78.802,-79.166,-79.288,-78.876,-78.922,-78.894,-78.815,-78.699,-78.717,-78.235,-77.988,-77.997,-77.728,-77.884
13.686,-79.584,-78.394,-78.943,-79.126,-78.699,-79.144,-79.230,-78.952,-78.979,-78.845,-78.900,-78.769,-78.821,-78.189,-78.009,-77.951,-77.704,-77.942
13.786,-79.526,-78.342,-79.007,-79.156,-78.693,-79.105,-79.208,-78.860,-78.857,-78.815,-78.864,-78.665,-78.723,-78.299,-77.960,-78.033,-77.814,-77.914
13.886,-79.529,-78.409,-78.946,-79.230,-78.818,-79.138,-79.260,-78.909,-78.946,-78.897,-78.766,-78.748,-78.818,-78.198,-77.954,-78.088,-77.725,-77.866
13.986,-79.584,-78.406,-78.915,-79.181,-78.714,-79.178,-79.214,-78.952,-78.949,-78.760,-78.912,-78.552,-78.708,-78.183,-78.064,-77.948,-77.719,-77.988
14.086,-79.538,-78.366,-79.001,-79.141,-78.723,-79.099,-79.257,-78.870,-78.940,-78.943,-78.738,-78.787,-78.806,-78.220,-77.988,-78.030,-77.698,-77.899
14.186,-79.489,-78.369,-78.918,-79.214,-78.815,-79.147,-79.245,-78.940,-79.083,-78.790,-78.812,-78.641,-78.653,-78.287,-78.015,-77.975,-77.728,-78.006
14.286,-79.471,-78.439,-78.915,-79.105,-78.656,-79.135,-79.178,-78.857,-78.882,-78.821,-78.802,-78.650,-78.839,-78.152,-77.933,-78.082,-77.802,-77.902
14.386,-79.550,-78.372,-79.016,-79.132,-78.836,-79.114,-79.294,-78.958,-78.940,-78.793,-78.885,-78.607,-78.769,-78.250,-78.061,-78.021,-77.713,-77.905
14.486,-79.462,-78.394,-78.876,-79.187,-78.714,-79.175,-79.242,-78.833,-78.979,-78.888,-78.790,-78.702,-78.821,-78.177,-77.957,-77.969,-77.838,-78.003
