Time (ms),-200 pA,-175 pA,-150 pA,-125 pA,-100 pA,-75 pA,-50 pA,-25 pA,0 pA,25 pA,50 pA,75 pA,100 pA,125 pA,150 pA,175 pA,200 pA,225 pA
438.462,-86.270,-86.133,-86.209,-86.218,-86.130,-86.172,-85.995,-86.328,-86.258,-86.121,-86.221,-85.968,-86.142,-85.745,-85.455,-85.251,-85.245,-85.324
438.561,-86.176,-86.145,-86.148,-86.316,-86.072,-86.191,-86.002,-86.282,-86.322,-86.237,-86.218,-86.044,-86.169,-85.730,-85.352,-85.352,-85.193,-85.330
438.661,-86.212,-86.053,-86.157,-86.194,-86.148,-86.230,-85.928,-86.334,-86.234,-86.151,-86.200,-86.035,-86.218,-85.797,-85.391,-85.297,-85.150,-85.242
438.761,-86.203,-86.142,-86.176,-86.279,-86.121,-86.203,-86.069,-86.301,-86.325,-86.163,-86.237,-85.968,-86.111,-85.715,-85.428,-85.226,-85.251,-85.425
438.861,-86.169,-86.057,-86.154,-86.234,-86.087,-86.230,-85.919,-86.252,-86.267,-86.166,-86.166,-86.105,-86.194,-85.797,-85.358,-85.315,-85.266,-85.324
438.961,-86.227,-86.111,-86.203,-86.252,-86.053,-86.169,-85.983,-86.331,-86.249,-86.108,-86.246,-86.005,-86.176,-85.825,-85.464,-85.312,-85.135,-85.312
439.061,-86.148,-86.093,-86.075,-86.255,-86.111,-86.276,-85.977,-86.258,-86.273,-86.172,-86.194,-86.041,-86.148,-85.721,-85.440,-85.251,-85.208,-85.306
439.161,-86.246,-86.115,-86.221,-86.191,-86.063,-86.197,-85.989,-86.276,-86.258,-86.139,-86.224,-86.011,-86.221,-85.809,-85.388,-85.330,-85.236,-85.336
439.261,-86.157,-86.124,-86.182,-86.215,-86.121,-86.230,-86.050,-86.292,-86.322,-86.139,-86.243,-85.919,-86.166,-85.791,-85.461,-85.281,-85.208,-85.297
439.361,-86.185,-86.108,-86.166,-86.182,-86.075,-86.166,-85.934,-86.200,-86.267,-86.221,-86.151,-86.017,-86.115,-85.736,-85.431,-85.239,-85.172,-85.309
439.461,-86.227,-86.160,-86.154,-86.243,-86.050,-86.166,-85.974,-86.334,-86.246,-86.142,-86.194,-85.968,-86.176,-85.788,-85.391,-85.291,-85.229,-85.263
439.560,-86.142,-86.081,-86.221,-86.169,-86.133,-86.176,-85.974,-86.273,-86.304,-86.209,-86.215,-85.995,-86.102,-85.776,-85.342,-85.287,-85.223,-85.281
439.660,-86.172,-86.176,-86.246,-86.246,-86.041,-86.157,-85.992,-86.313,-86.230,-86.163,-86.191,-86.105,-86.188,-85.764,-85.461,-85.242,-85.187,-85.245
439.760,-86.166,-86.121,-86.188,-86.188,-86.096,-86.237,-86.060,-86.331,-86.276,-86.111,-86.252,-86.017,-86.191,-85.800,-85.397,-85.236,-85.236,-85.294
439.860,-86.200,-86.142,-86.270,-86.194,-86.096,-86.206,-85.938,-86.264,-86.292,-86.227,-86.221,-86.047,-86.136,-85.748,-85.284,-85.327,-85.199,-85.278
439.960,-86.185,-86.188,-86.188,-86.224,-86.072,-86.172,-85.983,-86.316,-86.255,-86.163,-86.172,-86.081,-86.154,-85.605,-85.403,-85.242,-85.226,-85.315
440.060,-86.124,-86.115,-86.206,-86.172,-86.136,-86.221,-86.014,-86.298,-86.340,-86.136,-86.218,-86.035,-86.252,-85.782,-85.413,-85.342,-85.278,-85.327
440.160,-86.179,-86.206,-86.224,-86.285,-86.063,-86.148,-85.928,-86.273,-86.295,-86.203,-86.185,-86.053,-86.136,-85.736,-85.367,-85.242,-85.172,-85.303
440.260,-86.154,-86.087,-86.154,-86.234,-86.133,-86.163,-86.005,-86.328,-86.215,-86.179,-86.194,-86.127,-86.130,-85.690,-85.458,-85.303,-85.208,-85.297
440.360,-86.130,-86.105,-86.230,-86.203,-86.105,-86.215,-86.011,-86.313,-86.331,-86.166,-86.313,-86.017,-86.270,-85.730,-85.355,-85.263,-85.245,-85.226
440.460,-86.221,-86.160,-86.203,-86.288,-86.057,-86.127,-85.913,-86.304,-86.325,-86.218,-86.224,-85.983,-86.148,-85.822,-85.434,-85.251,-85.184,-85.266
440.559,-86.142,-86.087,-86.185,-86.255,-86.127,-86.169,-86.017,-86.356,-86.267,-86.157,-86.188,-86.111,-86.099,-85.693,-85.385,-85.364,-85.187,-85.291
440.659,-86.130,-86.127,-86.218,-86.227,-86.075,-86.200,-86.072,-86.234,-86.353,-86.111,-86.230,-86.047,-86.179,-85.757,-85.449,-85.367,-85.214,-85.236
440.759,-86.221,-86.169,-86.154,-86.258,-86.115,-86.166,-85.992,-86.252,-86.267,-86.227,-86.215,-85.956,-86.157,-85.696,-85.394,-85.324,-85.266,-85.229
440.859,-86.130,-86.090,-86.182,-86.176,-86.151,-86.197,-86.038,-86.353,-86.240,-86.160,-86.197,-86.087,-86.087,-85.779,-85.406,-85.355,-85.220,-85.294
440.959,-86.139,-86.133,-86.203,-86.240,-86.102,-86.176,-86.011,-86.295,-86.295,-86.169,-86.157,-86.081,-86.191,-85.696,-85.474,-85.358,-85.168,-85.284
441.059,-86.203,-86.142,-86.118,-86.258,-86.081,-86.145,-85.947,-86.258,-86.249,-86.237,-86.264,-86.002,-86.105,-85.773,-85.446,-85.318,-85.220,-85.245
441.159,-86.151,-86.087,-86.185,-86.163,-86.142,-86.234,-86.041,-86.334,-86.249,-86.179,-86.176,-86.093,-86.197,-85.748,-85.413,-85.294,-85.260,-85.294
441.259,-86.136,-86.230,-86.172,-86.255,-86.060,-86.240,-86.053,-86.356,-86.218,-86.136,-86.166,-86.011,-86.127,-85.718,-85.452,-85.297,-85.242,-85.306
441.359,-86.255,-86.157,-86.099,-86.267,-86.084,-86.124,-86.002,-86.230,-86.285,-86.179,-86.227,-86.044,-86.172,-85.779,-85.471,-85.306,-85.214,-85.223
441.459,-86.188,-86.099,-86.142,-86.176,-86.133,-86.185,-85.989,-86.316,-86.264,-86.194,-86.166,-85.974,-86.197,-85.785,-85.455,-85.306,-85.236,-85.254
441.558,-86.105,-86.176,-86.221,-86.243,-86.124,-86.221,-85.980,-86.362,-86.234,-86.148,-86.267,-86.066,-86.145,-85.742,-85.373,-85.272,-85.202,-85.342
441.658,-86.154,-86.169,-86.087,-86.298,-86.081,-86.096,-86.008,-86.237,-86.295,-86.209,-86.185,-86.057,-86.154,-85.736,-85.403,-85.370,-85.266,-85.229
441.758,-86.212,-86.075,-86.081,-86.230,-86.087,-86.142,-85.959,-86.310,-86.230,-86.145,-86.218,-85.995,-86.160,-85.785,-85.464,-85.336,-85.165,-85.263
441.858,-86.151,-86.111,-86.221,-86.197,-86.115,-86.151,-86.053,-86.270,-86.325,-86.252,-86.249,-86.041,-86.176,-85.779,-85.437,-85.315,-85.251,-85.315
441.958,-86.105,-86.212,-86.124,-86.298,-86.020,-86.124,-85.995,-86.301,-86.227,-86.157,-86.188,-86.078,-86.130,-85.742,-85.403,-85.355,-85.214,-85.327
442.058,-86.218,-86.072,-86.105,-86.200,-86.081,-86.169,-86.026,-86.313,-86.301,-86.160,-86.243,-86.041,-86.102,-85.706,-85.477,-85.190,-85.178,-85.196
442.158,-86.166,-86.108,-86.194,-86.206,-86.078,-86.169,-85.968,-86.282,-86.234,-86.172,-86.240,-85.995,-86.102,-85.760,-85.397,-85.327,-85.266,-85.330
442.258,-86.115,-86.200,-86.136,-86.261,-86.066,-86.139,-86.023,-86.273,-86.267,-86.130,-86.218,-86.038,-86.166,-85.770,-85.391,-85.376,-85.312,-85.287
442.358,-86.234,-86.160,-86.111,-86.191,-86.072,-86.148,-85.956,-86.310,-86.304,-86.194,-86.218,-86.090,-86.136,-85.733,-85.373,-85.156,-85.205,-85.294
442.458,-86.237,-86.108,-86.197,-86.240,-86.108,-86.182,-86.038,-86.325,-86.267,-86.194,-86.215,-86.050,-86.087,-85.776,-85.385,-85.339,-85.291,-85.220
442.557,-86.176,-86.185,-86.093,-86.212,-86.047,-86.069,-86.026,-86.255,-86.234,-86.182,-86.270,-86.063,-86.124,-85.791,-85.544,-85.349,-85.236,-85.287
442.657,-86.151,-86.072,-86.154,-86.252,-86.099,-86.151,-85.962,-86.307,-86.249,-86.139,-86.176,-86.081,-86.179,-85.645,-85.287,-85.339,-85.257,-85.257
442.757,-86.163,-86.185,-86.136,-86.227,-86.078,-86.197,-85.983,-86.331,-86.285,-86.151,-86.160,-86.047,-86.127,-85.660,-85.443,-85.336,-85.217,-85.330
442.857,-86.185,-86.145,-86.145,-86.188,-86.066,-86.157,-86.014,-86.270,-86.276,-86.179,-86.215,-86.017,-86.172,-85.840,-85.507,-85.333,-85.321,-85.269
442.957,-86.212,-86.148,-86.142,-86.237,-86.105,-86.127,-86.011,-86.264,-86.240,-86.206,-86.206,-86.053,-86.151,-85.583,-85.440,-85.355,-85.260,-85.318
443.057,-86.200,-86.133,-86.133,-86.218,-86.111,-86.169,-85.974,-86.313,-86.234,-86.179,-86.176,-86.121,-86.069,-85.681,-85.477,-85.291,-85.306,-85.254
443.157,-86.148,-86.078,-86.142,-86.169,-86.041,-86.188,-85.980,-86.356,-86.307,-86.136,-86.197,-86.102,-86.285,-85.727,-85.388,-85.336,-85.223,-85.300
443.257,-86.179,-86.142,-86.206,-86.176,-86.060,-86.157,-85.999,-86.282,-86.240,-86.191,-86.234,-86.047,-86.084,-85.809,-85.498,-85.291,-85.309,-85.236
443.357,-86.188,-86.188,-86.163,-86.212,-86.096,-86.142,-86.075,-86.252,-86.243,-86.160,-86.191,-86.102,-86.142,-85.709,-85.425,-85.300,-85.223,-85.321
443.457,-86.133,-86.185,-86.096,-86.255,-86.121,-86.212,-86.014,-86.282,-86.337,-86.166,-86.166,-86.102,-86.172,-85.815,-85.468,-85.291,-85.291,-85.248
443.556,-86.133,-86.127,-86.169,-86.224,-86.057,-86.212,-85.971,-86.334,-86.270,-86.218,-86.224,-86.066,-86.115,-85.736,-85.425,-85.339,-85.245,-85.330
443.656,-86.188,-86.096,-86.163,-86.136,-86.053,-86.157,-86.041,-86.292,-86.252,-86.084,-86.282,-86.066,-86.182,-85.776,-85.455,-85.318,-85.324,-85.294
443.756,-86.185,-86.179,-86.148,-86.215,-86.096,-86.133,-85.977,-86.325,-86.313,-86.206,-86.151,-86.075,-86.102,-85.696,-85.367,-85.349,-85.254,-85.345
443.856,-86.154,-86.154,-86.176,-86.203,-86.075,-86.200,-85.953,-86.322,-86.203,-86.285,-86.191,-86.072,-86.154,-85.782,-85.406,-85.303,-85.300,-85.333
443.956,-86.136,-86.130,-86.145,-86.154,-86.023,-86.185,-86.032,-86.200,-86.365,-86.096,-86.267,-86.063,-86.069,-85.742,-85.413,-85.339,-85.312,-85.291
444.056,-86.206,-86.133,-86.179,-86.157,-86.090,-86.160,-85.953,-86.435,-86.200,-86.218,-86.185,-86.142,-86.127,-85.782,-85.419,-85.315,-85.309,-85.333
444.156,-86.203,-86.148,-86.191,-86.255,-86.105,-86.139,-86.053,-86.328,-86.179,-86.154,-86.215,-86.063,-86.087,-85.706,-85.355,-85.287,-85.294,-85.275
444.256,-86.133,-86.160,-86.142,-86.197,-85.992,-86.099,-86.151,-86.288,-86.285,-86.163,-86.212,-86.078,-86.151,-85.797,-85.400,-85.352,-85.242,-85.321
444.356,-86.154,-86.115,-86.179,-86.127,-86.185,-86.285,-85.968,-86.368,-86.209,-86.154,-86.209,-86.038,-86.185,-85.712,-85.468,-85.254,-85.321,-85.300
444.456,-86.176,-86.188,-86.136,-86.209,-86.157,-86.142,-86.075,-86.304,-86.209,-86.172,-86.246,-86.105,-86.160,-85.785,-85.376,-85.410,-85.275,-85.339
444.555,-86.185,-86.108,-86.053,-86.319,-85.971,-86.069,-86.038,-86.313,-86.197,-86.139,-86.261,-86.072,-86.176,-85.678,-85.449,-85.297,-85.330,-85.330
444.655,-86.185,-86.020,-86.249,-86.145,-86.111,-86.197,-86.008,-86.249,-86.304,-86.166,-86.267,-86.151,-86.157,-85.791,-85.382,-85.388,-85.284,-85.318
444.755,-86.044,-86.276,-86.093,-86.148,-86.078,-86.099,-86.069,-86.298,-86.176,-86.182,-86.200,-86.053,-86.124,-85.718,-85.489,-85.342,-85.297,-85.309
444.855,-86.224,-86.108,-86.124,-86.203,-86.130,-86.194,-85.983,-86.215,-86.273,-86.212,-86.246,-86.124,-86.169,-85.782,-85.397,-85.373,-85.287,-85.248
444.955,-86.200,-86.105,-86.188,-86.172,-86.115,-86.121,-86.053,-86.310,-86.252,-86.191,-86.188,-86.035,-86.136,-85.687,-85.434,-85.373,-85.291,-85.376
445.055,-86.072,-86.111,-86.105,-86.139,-86.151,-86.206,-85.953,-86.255,-86.261,-86.176,-86.218,-86.130,-86.209,-85.757,-85.425,-85.352,-85.385,-85.294
445.155,-86.182,-86.127,-86.166,-86.209,-86.139,-86.118,-85.986,-86.285,-86.179,-86.148,-86.166,-86.041,-86.118,-85.767,-85.391,-85.376,-85.269,-85.306
445.255,-86.151,-86.133,-86.145,-86.169,-86.157,-86.176,-85.925,-86.273,-86.240,-86.227,-86.197,-86.057,-86.111,-85.754,-85.492,-85.312,-85.373,-85.336
445.355,-86.182,-86.035,-86.194,-86.215,-86.078,-86.130,-86.020,-86.325,-86.227,-86.148,-86.191,-85.999,-86.084,-85.797,-85.425,-85.327,-85.297,-85.281
445.455,-86.105,-86.188,-86.063,-86.194,-86.160,-86.191,-85.904,-86.264,-86.301,-86.185,-86.160,-86.078,-86.124,-85.745,-85.483,-85.275,-85.318,-85.327
445.554,-86.215,-86.044,-86.203,-86.227,-86.121,-86.145,-85.986,-86.343,-86.160,-86.139,-86.172,-86.011,-86.069,-85.797,-85.437,-85.358,-85.352,-85.291
445.654,-86.096,-86.136,-86.139,-86.139,-86.124,-86.166,-85.956,-86.246,-86.252,-86.218,-86.203,-86.102,-86.154,-85.773,-85.437,-85.330,-85.303,-85.306
445.754,-86.218,-86.078,-86.191,-86.194,-86.084,-86.136,-86.060,-86.310,-86.169,-86.118,-86.267,-86.063,-86.072,-85.809,-85.416,-85.324,-85.361,-85.352
445.854,-86.127,-86.148,-86.145,-86.142,-86.124,-86.160,-85.947,-86.218,-86.261,-86.243,-86.188,-86.044,-86.160,-85.754,-85.388,-85.406,-85.324,-85.342
445.954,-86.200,-86.090,-86.203,-86.255,-86.069,-86.127,-86.035,-86.356,-86.230,-86.148,-86.243,-86.072,-86.145,-85.764,-85.516,-85.345,-85.300,-85.349
446.054,-86.115,-86.127,-86.200,-86.160,-86.124,-86.163,-85.953,-86.292,-86.258,-86.191,-86.115,-86.035,-86.096,-85.712,-85.431,-85.403,-85.385,-85.339
446.154,-86.212,-86.069,-86.176,-86.227,-86.047,-86.084,-86.020,-86.343,-86.212,-86.124,-86.209,-86.124,-86.157,-85.687,-85.434,-85.339,-85.281,-85.281
446.254,-86.118,-86.160,-86.151,-86.111,-86.099,-86.176,-85.947,-86.246,-86.285,-86.185,-86.124,-86.035,-86.063,-85.776,-85.504,-85.336,-85.297,-85.321
446.354,-86.221,-86.032,-86.197,-86.215,-86.047,-86.108,-85.999,-86.304,-86.264,-86.200,-86.194,-86.102,-86.145,-85.730,-85.367,-85.382,-85.342,-85.333
446.454,-86.124,-86.145,-86.157,-86.133,-86.163,-86.203,-85.980,-86.267,-86.295,-86.118,-86.142,-86.041,-86.096,-85.751,-85.492,-85.373,-85.275,-85.248
446.553,-86.191,-86.078,-86.179,-86.218,-86.063,-86.096,-85.947,-86.255,-86.282,-86.203,-86.169,-86.136,-86.185,-85.736,-85.464,-85.339,-85.312,-85.324
446.653,-86.124,-86.111,-86.133,-86.145,-86.148,-86.163,-86.014,-86.243,-86.237,-86.133,-86.243,-86.050,-86.111,-85.703,-85.428,-85.358,-85.336,-85.324
446.753,-86.179,-86.090,-86.185,-86.169,-86.072,-86.099,-85.944,-86.206,-86.331,-86.188,-86.133,-86.063,-86.118,-85.773,-85.501,-85.342,-85.303,-85.260
446.853,-86.154,-86.090,-86.136,-86.197,-86.139,-86.145,-86.008,-86.343,-86.218,-86.124,-86.215,-86.108,-86.163,-85.745,-85.452,-85.349,-85.342,-85.260
446.953,-86.188,-86.093,-86.182,-86.172,-86.084,-86.127,-85.986,-86.227,-86.261,-86.124,-86.176,-86.063,-86.066,-85.754,-85.428,-85.410,-85.349,-85.413
447.053,-86.224,-86.090,-86.099,-86.194,-86.087,-86.148,-86.063,-86.270,-86.279,-86.185,-86.206,-86.185,-86.136,-85.809,-85.504,-85.336,-85.266,-85.318
447.153,-86.179,-86.142,-86.179,-86.115,-86.124,-86.172,-85.974,-86.234,-86.243,-86.182,-86.206,-86.057,-86.111,-85.733,-85.464,-85.355,-85.245,-85.211
447.253,-86.224,-86.105,-86.087,-86.185,-86.078,-86.096,-86.017,-86.234,-86.340,-86.194,-86.157,-86.124,-86.133,-85.776,-85.452,-85.419,-85.422,-85.333
447.353,-86.142,-86.105,-86.127,-86.130,-86.111,-86.185,-86.014,-86.295,-86.206,-86.166,-86.258,-86.081,-86.197,-85.782,-85.464,-85.397,-85.336,-85.330
447.453,-86.203,-86.035,-86.154,-86.200,-86.063,-86.111,-86.008,-86.237,-86.310,-86.154,-86.142,-86.011,-86.060,-85.712,-85.468,-85.330,-85.242,-85.233
447.552,-86.099,-86.121,-86.063,-86.163,-86.124,-86.136,-86.047,-86.316,-86.285,-86.185,-86.176,-86.118,-86.154,-85.773,-85.391,-85.309,-85.416,-85.321
447.652,-86.203,-86.002,-86.166,-86.185,-86.060,-86.096,-85.983,-86.285,-86.249,-86.090,-86.224,-86.069,-86.118,-85.724,-85.443,-85.413,-85.416,-85.336
447.752,-86.096,-86.115,-86.133,-86.200,-86.044,-86.111,-86.047,-86.292,-86.322,-86.203,-86.172,-86.105,-86.050,-85.703,-85.434,-85.352,-85.297,-85.336
447.852,-86.185,-86.124,-86.203,-86.127,-86.108,-86.188,-86.038,-86.240,-86.264,-86.224,-86.230,-86.102,-86.130,-85.770,-85.385,-85.355,-85.339,-85.385
447.952,-86.151,-86.087,-86.093,-86.188,-86.096,-86.154,-85.974,-86.166,-86.301,-86.160,-86.218,-86.023,-86.139,-85.724,-85.437,-85.361,-85.410,-85.345
448.052,-86.185,-86.151,-86.139,-86.096,-86.191,-86.166,-86.023,-86.273,-86.273,-86.215,-86.136,-86.105,-86.090,-85.669,-85.434,-85.376,-85.349,-85.327
448.152,-86.090,-86.063,-86.105,-86.191,-86.087,-86.142,-85.983,-86.282,-86.191,-86.136,-86.224,-86.127,-86.145,-85.831,-85.480,-85.431,-85.391,-85.367
448.252,-86.108,-86.115,-86.087,-86.157,-86.096,-86.145,-86.023,-86.209,-86.319,-86.142,-86.224,-86.026,-86.133,-85.834,-85.410,-85.342,-85.352,-85.327
448.352,-86.151,-86.090,-86.160,-86.127,-86.133,-86.218,-86.041,-86.331,-86.243,-86.234,-86.227,-86.194,-86.127,-85.672,-85.474,-85.394,-85.333,-85.327
448.452,-86.124,-86.063,-86.053,-86.252,-86.063,-86.130,-85.977,-86.249,-86.191,-86.127,-86.255,-86.090,-86.157,-85.681,-85.449,-85.376,-85.376,-85.373
448.551,-86.182,-86.121,-86.176,-86.197,-86.142,-86.151,-86.017,-86.209,-86.279,-86.151,-86.264,-86.047,-86.139,-85.797,-85.419,-85.428,-85.281,-85.327
448.651,-86.090,-86.069,-86.102,-86.206,-86.099,-86.166,-85.999,-86.282,-86.249,-86.194,-86.200,-86.090,-86.023,-85.712,-85.458,-85.336,-85.321,-85.294
448.751,-86.194,-86.124,-86.139,-86.206,-86.093,-86.099,-85.938,-86.267,-86.237,-86.179,-86.270,-86.093,-86.115,-85.706,-85.376,-85.437,-85.400,-85.324
448.851,-86.169,-86.130,-86.166,-86.151,-86.151,-86.139,-86.029,-86.270,-86.282,-86.139,-86.218,-86.029,-86.191,-85.754,-85.431,-85.373,-85.336,-85.345
448.951,-86.087,-86.078,-86.075,-86.221,-86.066,-86.115,-85.941,-86.304,-86.230,-86.191,-86.197,-86.026,-86.053,-85.703,-85.410,-85.370,-85.281,-85.352
449.051,-86.203,-86.115,-86.127,-86.136,-86.066,-86.078,-85.962,-86.267,-86.200,-86.121,-86.243,-86.121,-86.099,-85.797,-85.428,-85.410,-85.321,-85.275
449.151,-86.118,-86.081,-86.124,-86.130,-86.145,-86.182,-86.081,-86.243,-86.279,-86.121,-86.212,-86.029,-86.115,-85.703,-85.474,-85.413,-85.370,-85.300
449.251,-86.157,-86.044,-86.096,-86.203,-86.020,-86.224,-85.983,-86.301,-86.227,-86.221,-86.206,-86.047,-86.044,-85.822,-85.446,-85.416,-85.355,-85.352
449.351,-86.224,-86.108,-86.160,-86.130,-86.163,-86.121,-85.980,-86.234,-86.200,-86.090,-86.273,-86.111,-86.148,-85.803,-85.422,-85.403,-85.275,-85.327
449.451,-86.151,-86.032,-86.093,-86.166,-86.157,-86.176,-86.041,-86.240,-86.227,-86.136,-86.215,-86.029,-86.053,-85.757,-85.443,-85.428,-85.297,-85.315
449.550,-86.246,-86.044,-86.050,-86.270,-86.053,-86.115,-85.995,-86.328,-86.252,-86.151,-86.151,-86.154,-86.142,-85.767,-85.495,-85.376,-85.388,-85.364
449.650,-86.179,-86.075,-86.185,-86.200,-86.066,-86.115,-85.992,-86.292,-86.221,-86.188,-86.206,-86.133,-86.108,-85.739,-85.529,-85.385,-85.321,-85.291
449.750,-86.105,-86.044,-86.145,-86.142,-86.115,-86.215,-85.986,-86.285,-86.237,-86.118,-86.264,-86.188,-86.050,-85.718,-85.492,-85.410,-85.339,-85.388
449.850,-86.221,-86.069,-86.099,-86.234,-86.093,-86.151,-86.066,-86.304,-86.298,-86.197,-86.194,-86.121,-86.105,-85.748,-85.464,-85.394,-85.397,-85.391
449.950,-86.194,-86.127,-86.179,-86.200,-86.017,-86.157,-86.023,-86.307,-86.212,-86.188,-86.234,-86.130,-86.090,-85.767,-85.498,-85.379,-85.330,-85.150
450.050,-86.118,-86.096,-86.188,-86.111,-86.151,-86.133,-86.026,-86.273,-86.258,-86.154,-86.227,-86.133,-86.044,-85.745,-85.468,-85.446,-85.410,-85.468
450.150,-86.179,-86.063,-86.075,-86.267,-86.072,-86.191,-86.096,-86.343,-86.243,-86.163,-86.221,-86.066,-86.072,-85.730,-85.471,-85.437,-85.367,-85.339
450.250,-86.258,-86.121,-86.142,-86.273,-86.038,-86.142,-85.977,-86.270,-86.282,-86.224,-86.258,-86.111,-86.118,-85.721,-85.504,-85.367,-85.150,-85.297
450.350,-86.172,-86.102,-86.203,-86.179,-86.157,-86.154,-86.063,-86.316,-86.267,-86.130,-86.203,-86.078,-86.115,-85.748,-85.516,-85.486,-85.471,-85.352
450.450,-86.160,-86.115,-86.108,-86.230,-86.078,-86.191,-85.974,-86.292,-86.343,-86.169,-86.154,-86.093,-86.072,-85.779,-85.461,-85.461,-85.272,-85.236
450.549,-86.316,-86.139,-86.148,-86.188,-86.111,-86.142,-86.023,-86.359,-86.261,-86.160,-86.255,-86.081,-86.093,-85.730,-85.477,-85.284,-85.324,-85.373
450.649,-86.197,-86.151,-86.203,-86.130,-86.108,-86.160,-85.944,-86.288,-86.255,-86.154,-86.282,-86.075,-86.127,-85.800,-85.535,-85.535,-85.269,-85.281
450.749,-86.169,-86.118,-86.127,-86.160,-86.154,-86.206,-85.999,-86.313,-86.298,-86.111,-86.237,-86.121,-86.133,-85.797,-85.526,-85.428,-85.352,-85.318
450.849,-86.261,-86.206,-86.200,-86.087,-86.111,-86.136,-86.044,-86.328,-86.295,-86.212,-86.191,-86.127,-86.057,-85.730,-85.352,-85.342,-85.284,-85.260
450.949,-86.188,-86.115,-86.130,-86.069,-86.163,-86.163,-86.008,-86.279,-86.209,-86.203,-86.215,-86.038,-86.118,-85.767,-85.587,-85.300,-85.321,-85.367
451.049,-86.209,-86.136,-86.185,-86.020,-86.099,-86.160,-86.023,-86.270,-86.227,-86.203,-86.246,-86.090,-86.136,-85.898,-85.507,-85.403,-85.294,-85.281
451.149,-86.179,-86.060,-86.133,-85.907,-86.060,-86.099,-86.023,-86.316,-86.258,-86.182,-86.237,-86.142,-86.035,-85.678,-85.397,-85.364,-85.370,-85.339
451.249,-86.209,-86.179,-86.090,-85.925,-86.121,-86.111,-86.029,-86.319,-86.279,-86.200,-86.200,-86.130,-86.099,-85.858,-85.321,-85.406,-85.321,-85.272
451.349,-86.191,-86.078,-86.166,-85.889,-86.115,-86.139,-86.002,-86.267,-86.273,-86.197,-86.270,-86.081,-86.197,-85.904,-85.410,-85.321,-85.324,-85.315
451.449,-86.252,-86.075,-86.148,-85.794,-86.084,-86.172,-86.014,-86.255,-86.227,-86.139,-86.276,-86.142,-86.066,-85.809,-85.431,-85.388,-85.275,-85.251
451.548,-86.179,-86.118,-86.124,-85.757,-86.053,-86.093,-86.029,-86.221,-86.273,-86.145,-86.243,-86.111,-86.133,-85.657,-85.468,-85.327,-85.294,-85.303
451.648,-86.154,-86.105,-86.130,-85.703,-86.121,-86.136,-86.023,-86.292,-86.276,-86.179,-86.224,-86.154,-86.090,-85.767,-85.419,-85.379,-85.266,-85.236
451.748,-86.227,-86.127,-86.191,-85.696,-86.145,-86.145,-85.950,-86.258,-86.237,-86.136,-86.301,-86.105,-86.136,-85.773,-85.489,-85.309,-85.312,-85.291
451.848,-86.215,-86.160,-86.197,-85.648,-86.105,-86.182,-86.005,-86.234,-86.273,-86.142,-86.279,-86.111,-86.090,-85.709,-85.403,-85.406,-85.260,-85.284
451.948,-86.188,-86.166,-86.154,-85.553,-86.066,-86.124,-86.035,-86.255,-86.276,-86.227,-86.194,-86.163,-86.157,-85.736,-85.486,-85.364,-85.336,-85.287
452.048,-86.191,-86.194,-86.151,-85.513,-86.108,-86.182,-85.971,-86.221,-86.206,-86.221,-86.234,-86.072,-86.157,-85.727,-85.422,-85.382,-85.217,-85.297
452.148,-86.227,-86.127,-86.227,-85.538,-86.139,-86.209,-86.005,-86.224,-86.298,-86.060,-86.301,-86.105,-86.145,-85.846,-85.477,-85.370,-85.358,-85.260
452.248,-86.194,-86.118,-86.221,-85.486,-86.115,-86.160,-86.005,-86.368,-86.169,-86.252,-86.237,-86.090,-86.209,-85.751,-85.400,-85.367,-85.303,-85.345
452.348,-86.182,-86.157,-86.197,-85.349,-86.118,-86.160,-85.999,-86.282,-86.142,-86.166,-86.194,-86.078,-86.118,-85.837,-85.416,-85.333,-85.336,-85.272
452.448,-86.185,-86.130,-86.157,-85.437,-86.154,-86.227,-86.093,-86.209,-86.374,-86.154,-86.261,-86.136,-86.185,-85.739,-85.431,-85.315,-85.297,-85.349
452.547,-86.234,-86.069,-86.206,-85.388,-86.130,-86.206,-85.861,-86.386,-86.212,-86.145,-86.151,-86.087,-86.154,-85.843,-85.431,-85.382,-85.321,-85.315
452.647,-86.230,-86.096,-86.139,-85.297,-86.197,-86.105,-86.053,-86.349,-86.234,-86.194,-86.206,-86.151,-86.197,-85.736,-85.388,-85.318,-85.318,-85.309
452.747,-86.148,-86.102,-86.212,-85.440,-86.008,-86.243,-86.041,-86.307,-86.246,-86.142,-86.194,-86.099,-86.078,-85.825,-85.364,-85.422,-85.254,-85.260
452.847,-86.218,-86.072,-86.295,-85.229,-86.163,-86.188,-85.962,-86.276,-86.215,-86.206,-86.264,-86.169,-86.148,-85.745,-85.431,-85.324,-85.370,-85.266
452.947,-86.188,-86.203,-86.078,-85.385,-86.194,-86.221,-86.075,-86.349,-86.230,-86.194,-86.169,-86.096,-86.072,-85.843,-85.367,-85.370,-85.239,-85.327
453.047,-86.227,-86.029,-86.166,-85.394,-86.096,-86.182,-85.986,-86.252,-86.292,-86.224,-86.221,-86.145,-86.209,-85.764,-85.379,-85.373,-85.309,-85.245
