Time (ms),-200 pA,-175 pA,-150 pA,-125 pA,-100 pA,-75 pA,-50 pA,-25 pA,0 pA,25 pA,50 pA,75 pA,100 pA,125 pA,150 pA,175 pA,200 pA,225 pA
5.694,-86.188,-86.090,-86.157,-86.197,-86.139,-86.197,-86.115,-86.206,-86.206,-86.166,-86.093,-86.118,-86.145,-85.831,-85.269,-85.104,-84.827,-84.952
5.794,-86.124,-86.060,-86.105,-86.157,-86.191,-86.258,-86.148,-86.172,-86.270,-86.240,-86.050,-86.172,-86.224,-85.736,-85.242,-85.077,-84.979,-84.918
5.894,-86.191,-86.093,-86.182,-86.194,-86.221,-86.267,-86.084,-86.163,-86.206,-86.169,-86.163,-86.176,-86.194,-85.715,-85.266,-85.162,-84.973,-84.833
5.994,-86.099,-86.063,-86.075,-86.124,-86.179,-86.218,-86.105,-86.212,-86.224,-86.234,-86.105,-86.108,-86.176,-85.791,-85.330,-85.110,-84.839,-84.949
6.094,-86.224,-86.096,-86.154,-86.206,-86.264,-86.258,-86.063,-86.124,-86.276,-86.249,-86.102,-86.206,-86.224,-85.736,-85.242,-85.095,-84.921,-84.915
6.194,-86.145,-86.057,-86.142,-86.166,-86.194,-86.185,-86.121,-86.240,-86.191,-86.163,-86.124,-86.118,-86.203,-85.739,-85.294,-85.101,-84.955,-84.903
6.294,-86.188,-86.060,-86.142,-86.182,-86.200,-86.243,-86.099,-86.169,-86.258,-86.200,-86.057,-86.133,-86.148,-85.828,-85.327,-85.117,-84.903,-84.903
6.394,-86.191,-86.160,-86.176,-86.215,-86.243,-86.270,-86.069,-86.169,-86.240,-86.169,-86.081,-86.227,-86.215,-85.733,-85.248,-85.046,-84.879,-84.915
6.494,-86.160,-86.090,-86.118,-86.130,-86.234,-86.249,-86.160,-86.203,-86.166,-86.166,-86.102,-86.139,-86.160,-85.742,-85.294,-85.107,-84.912,-84.879
6.593,-86.261,-86.172,-86.169,-86.203,-86.298,-86.295,-86.063,-86.139,-86.234,-86.252,-86.060,-86.160,-86.130,-85.806,-85.284,-85.101,-84.866,-84.937
6.693,-86.160,-86.069,-86.066,-86.160,-86.194,-86.218,-86.102,-86.206,-86.200,-86.166,-86.075,-86.188,-86.215,-85.709,-85.309,-85.062,-84.921,-84.946
6.793,-86.215,-86.093,-86.121,-86.127,-86.224,-86.234,-86.108,-86.154,-86.172,-86.246,-86.099,-86.121,-86.194,-85.788,-85.208,-85.159,-84.894,-84.930
6.893,-86.197,-86.127,-86.124,-86.234,-86.285,-86.267,-86.029,-86.105,-86.273,-86.267,-86.038,-86.148,-86.157,-85.794,-85.263,-85.092,-84.888,-84.915
6.993,-86.154,-86.041,-86.069,-86.075,-86.224,-86.185,-86.179,-86.191,-86.249,-86.194,-86.115,-86.200,-86.154,-85.776,-85.324,-85.172,-84.973,-84.933
7.093,-86.243,-86.142,-86.163,-86.142,-86.252,-86.243,-86.127,-86.142,-86.194,-86.163,-86.136,-86.121,-86.212,-85.681,-85.226,-85.110,-84.933,-84.906
7.193,-86.194,-86.090,-86.151,-86.130,-86.243,-86.182,-86.075,-86.151,-86.279,-86.243,-86.078,-86.102,-86.063,-85.727,-85.287,-85.135,-84.866,-84.903
7.293,-86.169,-86.093,-86.118,-86.096,-86.182,-86.166,-86.160,-86.218,-86.240,-86.172,-86.057,-86.209,-86.209,-85.791,-85.245,-85.153,-84.958,-84.897
7.393,-86.227,-86.127,-86.172,-86.197,-86.255,-86.221,-86.124,-86.127,-86.191,-86.166,-86.121,-86.188,-86.252,-85.675,-85.281,-85.098,-84.958,-84.897
7.493,-86.127,-86.029,-86.133,-86.124,-86.249,-86.224,-86.084,-86.212,-86.246,-86.182,-86.130,-86.063,-86.160,-85.779,-85.269,-85.074,-84.940,-84.906
7.592,-86.194,-86.099,-86.133,-86.099,-86.166,-86.124,-86.154,-86.246,-86.288,-86.169,-86.035,-86.264,-86.234,-85.709,-85.281,-85.107,-84.885,-84.882
7.692,-86.194,-86.108,-86.185,-86.267,-86.176,-86.234,-86.127,-86.179,-86.203,-86.203,-86.118,-86.221,-86.176,-85.797,-85.342,-85.098,-84.946,-84.894
7.792,-86.163,-86.023,-86.115,-86.105,-86.206,-86.221,-86.090,-86.160,-86.176,-86.252,-86.172,-86.148,-86.182,-85.736,-85.309,-85.101,-84.961,-84.900
7.892,-86.234,-86.127,-86.179,-86.142,-86.163,-86.194,-86.163,-86.218,-86.301,-86.230,-86.066,-86.203,-86.169,-85.757,-85.309,-85.089,-84.918,-84.818
7.992,-86.188,-86.142,-86.169,-86.209,-86.172,-86.292,-86.121,-86.212,-86.206,-86.188,-86.118,-86.139,-86.209,-85.840,-85.345,-85.117,-84.912,-84.903
8.092,-86.172,-86.047,-86.127,-86.182,-86.237,-86.261,-86.127,-86.099,-86.169,-86.197,-86.148,-86.203,-86.151,-85.788,-85.349,-85.159,-84.937,-84.897
8.192,-86.185,-86.172,-86.124,-86.151,-86.139,-86.258,-86.099,-86.243,-86.206,-86.243,-86.075,-86.108,-86.206,-85.779,-85.294,-85.117,-84.882,-84.808
8.292,-86.203,-86.172,-86.191,-86.203,-86.203,-86.224,-86.124,-86.258,-86.264,-86.169,-86.111,-86.142,-86.230,-85.806,-85.233,-85.086,-84.918,-84.973
8.392,-86.157,-86.087,-86.118,-86.212,-86.197,-86.298,-86.090,-86.166,-86.160,-86.288,-86.057,-86.139,-86.145,-85.779,-85.309,-85.120,-84.946,-84.998
8.492,-86.224,-86.130,-86.121,-86.163,-86.197,-86.224,-86.084,-86.221,-86.206,-86.172,-86.078,-86.108,-86.197,-85.751,-85.352,-85.080,-84.802,-84.836
8.591,-86.249,-86.176,-86.218,-86.151,-86.130,-86.237,-86.148,-86.160,-86.209,-86.252,-86.111,-86.179,-86.206,-85.751,-85.297,-85.080,-84.991,-84.900
8.691,-86.133,-86.066,-86.096,-86.209,-86.230,-86.288,-86.047,-86.185,-86.221,-86.203,-86.053,-86.163,-86.209,-85.764,-85.263,-85.123,-84.930,-84.973
8.791,-86.237,-86.029,-86.102,-86.121,-86.163,-86.203,-86.124,-86.136,-86.157,-86.188,-86.105,-86.105,-86.163,-85.803,-85.315,-85.046,-84.848,-84.940
8.891,-86.224,-86.142,-86.160,-86.188,-86.124,-86.264,-86.087,-86.182,-86.273,-86.224,-86.102,-86.130,-86.182,-85.760,-85.275,-85.141,-84.952,-84.924
8.991,-86.215,-86.102,-86.163,-86.139,-86.221,-86.182,-86.121,-86.105,-86.221,-86.185,-86.053,-86.145,-86.197,-85.751,-85.312,-85.184,-84.940,-84.949
9.091,-86.179,-86.081,-86.078,-86.136,-86.169,-86.218,-86.029,-86.166,-86.218,-86.179,-86.038,-86.130,-86.215,-85.818,-85.303,-84.970,-84.964,-84.924
9.191,-86.218,-86.145,-86.169,-86.163,-86.212,-86.246,-86.093,-86.169,-86.267,-86.197,-86.118,-86.127,-86.133,-85.739,-85.168,-85.184,-84.900,-84.991
9.291,-86.160,-86.057,-86.096,-86.154,-86.209,-86.227,-86.136,-86.136,-86.227,-86.188,-86.142,-86.108,-86.197,-85.788,-85.452,-85.089,-84.952,-84.897
9.391,-86.166,-86.127,-86.145,-86.142,-86.163,-86.249,-86.075,-86.127,-86.185,-86.172,-86.133,-86.191,-86.194,-85.809,-85.132,-85.159,-84.851,-85.007
9.491,-86.197,-86.072,-86.093,-86.166,-86.234,-86.270,-86.108,-86.197,-86.218,-86.115,-86.115,-86.166,-86.142,-85.657,-85.257,-85.089,-84.964,-84.906
9.590,-86.191,-86.133,-86.166,-86.108,-86.166,-86.212,-86.121,-86.191,-86.246,-86.191,-86.157,-86.108,-86.188,-85.886,-85.297,-85.120,-84.903,-85.007
9.690,-86.185,-86.084,-86.172,-86.108,-86.154,-86.197,-86.099,-86.139,-86.194,-86.240,-86.157,-86.179,-86.197,-85.690,-85.330,-85.132,-84.988,-84.927
9.790,-86.282,-86.026,-86.096,-86.176,-86.182,-86.200,-86.072,-86.154,-86.191,-86.185,-86.096,-86.191,-86.057,-85.678,-85.306,-85.086,-84.918,-85.028
9.890,-86.182,-86.072,-86.099,-86.166,-86.240,-86.203,-86.053,-86.206,-86.203,-86.166,-86.127,-86.142,-86.249,-85.797,-85.266,-85.126,-85.007,-84.909
9.990,-86.169,-86.075,-86.169,-86.096,-86.179,-86.169,-86.087,-86.218,-86.200,-86.224,-86.136,-86.127,-86.151,-85.800,-85.336,-85.101,-84.958,-84.964
10.090,-86.246,-86.053,-86.142,-86.072,-86.127,-86.176,-86.096,-86.157,-86.130,-86.200,-86.093,-86.148,-86.133,-85.797,-85.245,-85.104,-84.976,-84.897
10.190,-86.191,-86.035,-86.111,-86.096,-86.121,-86.224,-86.035,-86.148,-86.200,-86.151,-86.072,-86.172,-86.227,-85.767,-85.294,-85.083,-84.949,-84.961
10.290,-86.163,-86.084,-86.136,-86.139,-86.172,-86.252,-86.023,-86.169,-86.218,-86.203,-86.133,-86.124,-86.096,-85.812,-85.236,-85.153,-84.988,-84.955
10.390,-86.200,-86.124,-86.185,-86.081,-86.166,-86.176,-86.044,-86.154,-86.194,-86.124,-86.221,-86.169,-86.182,-85.730,-85.260,-85.135,-85.016,-85.004
10.490,-86.279,-86.032,-86.191,-86.069,-86.160,-86.203,-86.023,-86.172,-86.206,-86.194,-86.148,-86.121,-86.099,-85.822,-85.324,-85.141,-84.937,-84.976
10.589,-86.209,-86.023,-86.145,-86.121,-86.163,-86.221,-86.032,-86.206,-86.212,-86.240,-86.160,-86.099,-86.240,-85.745,-85.312,-85.150,-84.991,-85.007
10.689,-86.151,-86.053,-86.121,-86.176,-86.200,-86.209,-86.087,-86.102,-86.392,-86.124,-86.191,-86.127,-86.093,-85.791,-85.309,-85.123,-84.943,-84.988
10.789,-86.197,-86.060,-86.179,-86.069,-86.136,-86.218,-85.980,-86.288,-86.151,-86.273,-86.121,-86.176,-86.203,-85.739,-85.251,-85.114,-85.016,-84.903
10.889,-86.215,-86.053,-86.096,-86.148,-86.172,-86.200,-86.154,-86.160,-86.230,-86.261,-86.169,-86.118,-86.176,-85.797,-85.275,-85.107,-84.967,-84.988
10.989,-86.209,-86.066,-86.148,-86.176,-86.130,-86.261,-86.087,-86.212,-86.288,-86.243,-86.108,-86.136,-86.218,-85.733,-85.223,-85.141,-85.001,-84.903
11.089,-86.172,-86.115,-86.176,-86.060,-86.218,-86.209,-86.072,-86.194,-86.203,-86.261,-86.139,-86.075,-86.191,-85.828,-85.281,-85.068,-84.988,-85.025
11.189,-86.258,-86.047,-86.111,-86.230,-86.206,-86.191,-86.148,-86.087,-86.276,-86.227,-86.057,-86.163,-86.209,-85.696,-85.208,-85.156,-84.973,-84.946
11.289,-86.221,-86.053,-86.185,-86.166,-86.124,-86.218,-86.072,-86.169,-86.191,-86.276,-86.124,-86.148,-86.230,-85.831,-85.291,-85.071,-84.995,-84.930
11.389,-86.145,-86.075,-86.243,-86.035,-86.224,-86.276,-86.136,-86.121,-86.292,-86.221,-86.136,-86.200,-86.240,-85.718,-85.226,-85.132,-84.991,-84.940
11.489,-86.176,-86.139,-85.983,-86.176,-86.182,-86.145,-86.133,-86.212,-86.215,-86.243,-86.127,-86.127,-86.115,-85.812,-85.327,-85.083,-85.040,-84.888
11.588,-86.243,-86.053,-86.139,-86.060,-86.090,-86.243,-86.179,-86.102,-86.234,-86.188,-86.118,-86.203,-86.221,-85.788,-85.239,-85.104,-84.976,-84.918
11.688,-86.133,-86.057,-86.087,-86.151,-86.200,-86.230,-86.023,-86.160,-86.206,-86.258,-86.121,-86.111,-86.151,-85.825,-85.263,-85.120,-84.991,-84.915
11.788,-86.194,-86.105,-86.206,-86.038,-86.154,-86.230,-86.108,-86.081,-86.197,-86.197,-86.133,-86.182,-86.194,-85.785,-85.312,-85.126,-85.022,-84.961
11.888,-86.203,-86.075,-86.105,-86.151,-86.215,-86.194,-86.038,-86.136,-86.224,-86.295,-86.157,-86.136,-86.075,-85.779,-85.187,-85.138,-84.940,-84.985
11.988,-86.191,-86.038,-86.154,-86.090,-86.154,-86.240,-86.105,-86.102,-86.227,-86.227,-86.102,-86.179,-86.197,-85.788,-85.306,-85.153,-85.052,-84.930
12.088,-86.136,-86.075,-86.118,-86.145,-86.221,-86.188,-86.069,-86.172,-86.288,-86.252,-86.169,-86.136,-86.127,-85.727,-85.263,-85.168,-85.031,-85.016
12.188,-86.197,-86.060,-86.145,-86.087,-86.160,-86.218,-86.139,-86.127,-86.218,-86.172,-86.115,-86.130,-86.179,-85.803,-85.278,-85.086,-85.004,-84.930
12.288,-86.169,-86.066,-86.081,-86.111,-86.227,-86.185,-86.072,-86.203,-86.230,-86.215,-86.206,-86.157,-86.130,-85.748,-85.254,-85.156,-85.065,-84.988
12.388,-86.203,-86.011,-86.133,-86.075,-86.151,-86.249,-86.142,-86.075,-86.185,-86.191,-86.099,-86.127,-86.200,-85.858,-85.196,-85.114,-84.988,-85.031
12.488,-86.179,-86.066,-86.102,-86.142,-86.194,-86.209,-86.053,-86.182,-86.264,-86.172,-86.127,-86.185,-86.176,-85.797,-85.278,-85.135,-85.071,-84.943
12.587,-86.237,-86.008,-86.206,-86.063,-86.127,-86.194,-86.115,-86.102,-86.185,-86.182,-86.105,-86.133,-86.151,-85.757,-85.184,-85.202,-85.019,-84.970
12.687,-86.136,-86.099,-86.105,-86.139,-86.197,-86.191,-86.087,-86.200,-86.258,-86.185,-86.169,-86.185,-86.209,-85.785,-85.272,-85.095,-84.933,-85.004
12.787,-86.218,-85.977,-86.127,-86.041,-86.139,-86.261,-86.130,-86.099,-86.203,-86.243,-86.108,-86.063,-86.078,-85.727,-85.260,-85.181,-85.028,-85.019
12.887,-86.136,-86.093,-86.066,-86.118,-86.246,-86.206,-86.066,-86.188,-86.200,-86.136,-86.124,-86.212,-86.157,-85.767,-85.229,-85.159,-85.016,-85.022
12.987,-86.255,-85.999,-86.133,-86.041,-86.197,-86.215,-86.093,-86.090,-86.261,-86.182,-86.127,-86.090,-86.093,-85.730,-85.303,-85.120,-84.976,-84.967
13.087,-86.127,-86.050,-86.050,-86.096,-86.218,-86.176,-86.093,-86.145,-86.176,-86.160,-86.139,-86.133,-86.163,-85.770,-85.236,-85.205,-85.022,-84.924
13.187,-86.212,-86.011,-86.160,-86.026,-86.163,-86.301,-86.057,-86.096,-86.276,-86.218,-86.145,-86.166,-86.154,-85.815,-85.254,-85.120,-85.040,-84.995
13.287,-86.176,-86.081,-86.047,-86.121,-86.206,-86.142,-86.099,-86.127,-86.169,-86.166,-86.084,-86.142,-86.124,-85.742,-85.294,-85.193,-85.016,-84.955
13.387,-86.230,-86.002,-86.118,-86.044,-86.230,-86.224,-86.044,-86.154,-86.267,-86.179,-86.197,-86.218,-86.209,-85.785,-85.202,-85.233,-85.037,-84.900
13.487,-86.133,-86.069,-86.069,-86.139,-86.172,-86.124,-86.124,-86.118,-86.215,-86.176,-86.182,-86.111,-86.111,-85.751,-85.297,-85.120,-85.025,-85.010
13.586,-86.218,-86.017,-86.142,-86.032,-86.166,-86.200,-86.020,-86.188,-86.157,-86.194,-86.127,-86.188,-86.185,-85.715,-85.281,-85.156,-84.985,-84.973
13.686,-86.188,-86.057,-86.078,-86.115,-86.105,-86.182,-86.154,-86.066,-86.276,-86.237,-86.166,-86.136,-86.142,-85.791,-85.159,-85.187,-85.019,-84.921
13.786,-86.264,-86.008,-86.093,-86.102,-86.203,-86.197,-86.075,-86.176,-86.215,-86.145,-86.057,-86.130,-86.142,-85.754,-85.242,-85.083,-85.062,-84.988
13.886,-86.227,-86.005,-86.142,-86.053,-86.169,-86.203,-86.078,-86.087,-86.224,-86.240,-86.194,-86.148,-86.191,-85.776,-85.236,-85.159,-85.013,-84.933
13.986,-86.234,-86.069,-86.105,-86.115,-86.200,-86.185,-86.133,-86.111,-86.224,-86.215,-86.133,-86.072,-86.121,-85.782,-85.196,-85.181,-85.022,-84.970
14.086,-86.273,-86.020,-86.163,-86.035,-86.191,-86.252,-86.072,-86.151,-86.160,-86.197,-86.108,-86.148,-86.212,-85.709,-85.248,-85.104,-85.135,-84.976
14.186,-86.194,-86.096,-86.078,-86.172,-86.166,-86.194,-86.145,-86.127,-86.234,-86.209,-86.166,-86.105,-86.166,-85.782,-85.327,-85.092,-84.979,-85.043
14.286,-86.240,-85.992,-86.124,-86.108,-86.191,-86.215,-86.118,-86.169,-86.212,-86.127,-86.108,-86.081,-86.102,-85.843,-85.223,-85.165,-84.998,-84.961
14.386,-86.179,-86.060,-86.060,-86.087,-86.133,-86.188,-86.084,-86.102,-86.188,-86.212,-86.179,-86.185,-86.191,-85.715,-85.205,-85.120,-85.013,-85.001
14.486,-86.212,-86.087,-86.139,-86.032,-86.240,-86.206,-86.145,-86.145,-86.252,-86.115,-86.169,-86.115,-86.176,-85.791,-85.294,-85.065,-85.080,-84.991
