Time (ms),-200 pA,-175 pA,-150 pA,-125 pA,-100 pA,-75 pA,-50 pA,-25 pA,0 pA,25 pA,50 pA,75 pA,100 pA,125 pA,150 pA,175 pA,200 pA,225 pA
164.535,-80.972,-83.704,-83.664,-83.374,-83.411,-83.560,-83.310,-83.289,-83.267,-82.852,-83.234,-83.698,-83.701,-83.356,-83.316,-83.218,-83.414,-83.292
164.635,-80.939,-83.585,-83.630,-83.456,-83.585,-83.395,-83.304,-83.267,-83.191,-82.925,-83.240,-83.658,-83.707,-83.444,-83.325,-83.124,-83.505,-83.307
164.735,-80.957,-83.594,-83.707,-83.435,-83.569,-83.536,-83.307,-83.371,-83.163,-82.910,-83.340,-83.591,-83.655,-83.411,-83.322,-83.200,-83.521,-83.231
164.835,-81.104,-83.743,-83.594,-83.517,-83.481,-83.597,-83.310,-83.261,-83.273,-82.919,-83.231,-83.572,-83.710,-83.502,-83.246,-83.194,-83.582,-83.289
164.935,-80.994,-83.664,-83.673,-83.392,-83.627,-83.502,-83.395,-83.243,-83.215,-82.974,-83.325,-83.826,-83.743,-83.392,-83.331,-83.337,-83.496,-83.157
165.035,-80.978,-83.578,-83.585,-83.441,-83.560,-83.524,-83.411,-83.356,-83.334,-82.898,-83.252,-83.688,-83.643,-83.459,-83.344,-83.255,-83.563,-83.292
165.135,-81.100,-83.661,-83.694,-83.472,-83.463,-83.472,-83.316,-83.264,-83.350,-82.962,-83.466,-83.737,-83.704,-83.408,-83.377,-83.313,-83.435,-83.176
165.235,-81.219,-83.630,-83.572,-83.383,-83.615,-83.353,-83.374,-83.325,-83.240,-82.895,-83.286,-83.578,-83.673,-83.420,-83.279,-83.148,-83.615,-83.334
165.335,-81.055,-83.707,-83.636,-83.408,-83.566,-83.398,-83.414,-83.347,-83.322,-83.005,-83.286,-83.636,-83.722,-83.401,-83.304,-83.282,-83.481,-83.276
165.435,-81.137,-83.682,-83.679,-83.466,-83.441,-83.542,-83.344,-83.261,-83.167,-82.938,-83.249,-83.560,-83.740,-83.524,-83.319,-83.142,-83.649,-83.252
165.534,-81.107,-83.600,-83.578,-83.313,-83.466,-83.456,-83.392,-83.377,-83.398,-82.898,-83.325,-83.652,-83.865,-83.438,-83.276,-83.218,-83.475,-83.261
165.634,-81.186,-83.597,-83.670,-83.310,-83.597,-83.536,-83.319,-83.295,-83.228,-82.874,-83.292,-83.478,-83.755,-83.557,-83.353,-83.206,-83.484,-83.182
165.734,-81.097,-83.624,-83.688,-83.377,-83.551,-83.578,-83.337,-83.331,-83.304,-82.959,-83.368,-83.527,-83.774,-83.432,-83.270,-83.298,-83.426,-83.215
165.834,-81.177,-83.609,-83.627,-83.337,-83.539,-83.481,-83.347,-83.386,-83.206,-82.910,-83.246,-83.542,-83.810,-83.536,-83.340,-83.215,-83.472,-83.118
165.934,-81.195,-83.731,-83.673,-83.380,-83.643,-83.521,-83.261,-83.408,-83.307,-83.035,-83.328,-83.789,-83.743,-83.395,-83.228,-83.234,-83.502,-83.282
166.034,-81.152,-83.728,-83.676,-83.408,-83.514,-83.444,-83.401,-83.353,-83.276,-82.901,-83.286,-83.698,-83.841,-83.493,-83.322,-83.322,-83.414,-83.240
166.134,-81.244,-83.664,-83.646,-83.368,-83.475,-83.401,-83.420,-83.286,-83.383,-83.011,-83.380,-83.716,-83.707,-83.487,-83.276,-83.221,-83.582,-83.231
166.234,-81.186,-83.737,-83.597,-83.444,-83.618,-83.502,-83.463,-83.374,-83.231,-82.980,-83.273,-83.725,-83.801,-83.456,-83.356,-83.307,-83.459,-83.310
166.334,-81.134,-83.786,-83.792,-83.405,-83.475,-83.459,-83.252,-83.328,-83.279,-83.023,-83.371,-83.707,-83.670,-83.438,-83.246,-83.218,-83.569,-83.185
166.434,-81.207,-83.643,-83.777,-83.209,-83.533,-83.640,-83.392,-83.423,-83.273,-82.904,-83.246,-83.820,-83.777,-83.395,-83.319,-83.249,-83.459,-83.295
166.533,-81.277,-83.701,-83.701,-83.481,-83.514,-83.536,-83.261,-83.374,-83.432,-82.980,-83.362,-83.710,-83.701,-83.533,-83.331,-83.231,-83.527,-83.301
166.633,-81.165,-83.707,-83.817,-83.392,-83.585,-83.572,-83.450,-83.353,-83.292,-82.941,-83.264,-83.835,-83.722,-83.411,-83.307,-83.154,-83.566,-83.255
166.733,-81.268,-83.664,-83.701,-83.502,-83.597,-83.463,-83.383,-83.426,-83.447,-83.011,-83.289,-83.691,-83.838,-83.527,-83.453,-83.246,-83.502,-83.279
166.833,-81.351,-83.713,-83.792,-83.344,-83.572,-83.575,-83.478,-83.380,-83.298,-82.974,-83.322,-83.719,-83.691,-83.499,-83.344,-83.157,-83.588,-83.215
166.933,-81.271,-83.783,-83.786,-83.441,-83.542,-83.478,-83.356,-83.386,-83.304,-82.910,-83.258,-83.667,-83.810,-83.487,-83.368,-83.276,-83.469,-83.316
167.033,-81.268,-83.731,-83.649,-83.392,-83.484,-83.572,-83.493,-83.203,-83.408,-83.029,-83.389,-83.658,-83.771,-83.591,-83.347,-83.179,-83.542,-83.368
167.133,-81.265,-83.829,-83.792,-83.514,-83.566,-83.432,-83.411,-83.252,-83.304,-82.950,-83.200,-83.810,-83.817,-83.417,-83.316,-83.167,-83.603,-83.286
167.233,-81.232,-83.725,-83.759,-83.389,-83.566,-83.560,-83.444,-83.118,-83.417,-83.060,-83.368,-83.685,-83.890,-83.514,-83.383,-83.261,-83.466,-83.386
167.333,-81.271,-83.679,-83.893,-83.493,-83.621,-83.496,-83.450,-83.362,-83.243,-82.928,-83.270,-83.759,-83.786,-83.472,-83.252,-83.179,-83.588,-83.356
167.433,-81.406,-83.719,-83.682,-83.377,-83.545,-83.530,-83.432,-83.353,-83.401,-83.011,-83.264,-83.759,-83.829,-83.463,-83.325,-83.264,-83.496,-83.304
167.532,-81.296,-83.786,-83.737,-83.441,-83.524,-83.456,-83.432,-83.377,-83.304,-83.023,-83.368,-83.649,-83.698,-83.575,-83.350,-83.347,-83.423,-83.344
167.632,-81.403,-83.868,-83.679,-83.411,-83.572,-83.487,-83.447,-83.435,-83.344,-82.907,-83.258,-83.762,-83.682,-83.463,-83.206,-83.279,-83.649,-83.252
167.732,-81.241,-83.704,-83.847,-83.380,-83.493,-83.487,-83.459,-83.347,-83.362,-83.063,-83.295,-83.698,-83.743,-83.469,-83.389,-83.359,-83.478,-83.298
167.832,-81.451,-83.804,-83.737,-83.496,-83.582,-83.408,-83.353,-83.423,-83.286,-82.977,-83.295,-83.667,-83.694,-83.484,-83.298,-83.304,-83.557,-83.398
167.932,-81.427,-83.737,-83.777,-83.328,-83.557,-83.536,-83.450,-83.365,-83.395,-82.968,-83.279,-83.762,-83.795,-83.401,-83.273,-83.273,-83.636,-83.258
168.032,-81.375,-83.893,-83.670,-83.511,-83.646,-83.414,-83.401,-83.429,-83.319,-82.983,-83.398,-83.621,-83.780,-83.502,-83.414,-83.380,-83.517,-83.243
168.132,-81.290,-83.749,-83.810,-83.456,-83.508,-83.545,-83.395,-83.401,-83.362,-82.938,-83.261,-83.804,-83.615,-83.493,-83.258,-83.237,-83.517,-83.371
168.232,-81.418,-83.847,-83.713,-83.505,-83.646,-83.429,-83.450,-83.347,-83.286,-83.075,-83.362,-83.789,-83.804,-83.368,-83.304,-83.264,-83.533,-83.258
168.332,-81.406,-83.777,-83.835,-83.395,-83.569,-83.548,-83.362,-83.435,-83.298,-83.017,-83.408,-83.731,-83.704,-83.511,-83.344,-83.319,-83.475,-83.224
168.432,-81.555,-83.926,-83.752,-83.426,-83.606,-83.548,-83.508,-83.328,-83.398,-82.965,-83.307,-83.780,-83.621,-83.493,-83.261,-83.243,-83.566,-83.237
168.531,-81.497,-83.865,-83.777,-83.511,-83.691,-83.524,-83.405,-83.340,-83.292,-83.084,-83.450,-83.774,-83.786,-83.475,-83.292,-83.212,-83.633,-83.298
168.631,-81.445,-83.899,-83.771,-83.453,-83.658,-83.566,-83.447,-83.353,-83.261,-82.993,-83.408,-83.701,-83.713,-83.578,-83.389,-83.279,-83.527,-83.252
168.731,-81.470,-83.786,-83.701,-83.484,-83.670,-83.459,-83.502,-83.316,-83.319,-83.051,-83.295,-83.804,-83.694,-83.499,-83.301,-83.273,-83.505,-83.325
168.831,-81.592,-83.859,-83.820,-83.469,-83.542,-83.606,-83.347,-83.511,-83.374,-83.173,-83.405,-83.774,-83.704,-83.481,-83.295,-83.221,-83.643,-83.356
168.931,-81.454,-83.817,-83.661,-83.408,-83.588,-83.551,-83.499,-83.371,-83.499,-83.020,-83.334,-83.749,-83.746,-83.597,-83.344,-83.313,-83.575,-83.240
169.031,-81.555,-83.743,-83.826,-83.481,-83.539,-83.481,-83.368,-83.395,-83.423,-83.121,-83.307,-83.771,-83.701,-83.566,-83.282,-83.398,-83.499,-83.163
169.131,-81.451,-83.881,-83.752,-83.398,-83.481,-83.633,-83.463,-83.429,-83.289,-83.194,-83.417,-83.780,-83.704,-83.493,-83.292,-83.231,-83.606,-83.188
169.231,-81.537,-83.755,-83.795,-83.459,-83.585,-83.484,-83.524,-83.374,-83.444,-83.084,-83.356,-83.627,-83.798,-83.551,-83.447,-83.191,-83.694,-83.249
169.331,-81.451,-83.884,-83.755,-83.578,-83.496,-83.600,-83.383,-83.411,-83.383,-83.142,-83.264,-83.716,-83.725,-83.533,-83.286,-83.344,-83.575,-83.182
169.431,-81.534,-83.862,-83.704,-83.481,-83.591,-83.563,-83.557,-83.408,-83.276,-83.127,-83.383,-83.810,-83.722,-83.411,-83.252,-83.286,-83.533,-83.139
169.530,-81.580,-83.890,-83.841,-83.557,-83.591,-83.496,-83.466,-83.377,-83.417,-83.038,-83.414,-83.740,-83.798,-83.432,-83.371,-83.197,-83.600,-83.264
169.630,-81.528,-83.871,-83.755,-83.527,-83.560,-83.624,-83.353,-83.469,-83.362,-83.072,-83.313,-83.795,-83.652,-83.551,-83.423,-83.258,-83.679,-83.273
169.730,-81.689,-83.853,-83.838,-83.459,-83.646,-83.539,-83.463,-83.469,-83.313,-83.179,-83.374,-83.838,-83.606,-83.542,-83.325,-83.438,-83.582,-83.194
169.830,-81.519,-83.929,-83.795,-83.591,-83.536,-83.536,-83.453,-83.365,-83.389,-83.047,-83.456,-83.829,-83.844,-83.371,-83.298,-83.429,-83.533,-83.194
169.930,-81.680,-83.765,-83.716,-83.481,-83.606,-83.615,-83.459,-83.463,-83.420,-83.063,-83.316,-83.694,-83.859,-83.469,-83.435,-83.234,-83.664,-83.319
170.030,-81.628,-83.871,-83.896,-83.487,-83.646,-83.478,-83.524,-83.493,-83.322,-83.191,-83.273,-83.755,-83.737,-83.563,-83.380,-83.231,-83.548,-83.185
170.130,-81.537,-83.820,-83.722,-83.521,-83.524,-83.548,-83.478,-83.316,-83.417,-83.115,-83.450,-83.759,-83.658,-83.536,-83.249,-83.353,-83.606,-83.304
170.230,-81.686,-83.774,-83.740,-83.395,-83.603,-83.597,-83.408,-83.389,-83.502,-83.035,-83.420,-83.817,-83.740,-83.429,-83.270,-83.200,-83.582,-83.203
170.330,-81.604,-83.875,-83.835,-83.405,-83.566,-83.511,-83.563,-83.478,-83.322,-83.133,-83.298,-83.771,-83.813,-83.505,-83.371,-83.344,-83.548,-83.313
170.430,-81.741,-83.804,-83.780,-83.533,-83.554,-83.545,-83.508,-83.362,-83.365,-83.170,-83.347,-83.749,-83.670,-83.575,-83.273,-83.203,-83.548,-83.203
170.529,-81.671,-83.911,-83.838,-83.322,-83.707,-83.591,-83.380,-83.380,-83.496,-82.977,-83.502,-83.823,-83.749,-83.493,-83.350,-83.304,-83.649,-83.185
170.629,-81.656,-83.813,-83.783,-83.499,-83.624,-83.521,-83.456,-83.450,-83.517,-82.883,-83.408,-83.780,-83.875,-83.578,-83.255,-83.249,-83.588,-83.273
170.729,-81.711,-83.780,-83.719,-83.597,-83.517,-83.524,-83.591,-83.392,-83.340,-82.983,-83.276,-83.667,-83.716,-83.463,-83.347,-83.218,-83.643,-83.182
170.829,-81.631,-83.896,-83.826,-83.414,-83.673,-83.609,-83.398,-83.377,-83.426,-83.017,-83.340,-83.850,-83.734,-83.575,-83.304,-83.264,-83.618,-83.185
170.929,-81.723,-83.777,-83.789,-83.411,-83.627,-83.514,-83.322,-83.377,-83.554,-82.944,-83.383,-83.725,-83.694,-83.493,-83.350,-83.203,-83.493,-83.234
171.029,-81.665,-83.771,-83.719,-83.469,-83.487,-83.502,-83.560,-83.481,-83.505,-82.928,-83.286,-83.810,-83.722,-83.536,-83.322,-83.319,-83.575,-83.237
171.129,-81.668,-83.807,-83.875,-83.466,-83.633,-83.572,-83.459,-83.398,-83.331,-83.063,-83.356,-83.719,-83.655,-83.575,-83.215,-83.322,-83.621,-83.258
171.229,-81.827,-83.759,-83.771,-83.472,-83.667,-83.563,-83.356,-83.374,-83.463,-82.965,-83.295,-83.823,-83.704,-83.344,-83.310,-83.258,-83.487,-83.295
171.329,-81.659,-83.823,-83.640,-83.542,-83.572,-83.447,-83.472,-83.398,-83.469,-83.093,-83.438,-83.789,-83.725,-83.484,-83.347,-83.221,-83.533,-83.218
171.429,-81.693,-83.817,-83.783,-83.478,-83.569,-83.536,-83.545,-83.493,-83.337,-82.986,-83.350,-83.713,-83.633,-83.557,-83.282,-83.258,-83.530,-83.127
171.528,-81.818,-83.762,-83.762,-83.469,-83.658,-83.585,-83.521,-83.389,-83.511,-83.078,-83.337,-83.737,-83.710,-83.499,-83.243,-83.224,-83.517,-83.276
171.628,-81.696,-83.792,-83.710,-83.481,-83.591,-83.557,-83.444,-83.463,-83.344,-82.980,-83.395,-83.664,-83.679,-83.542,-83.340,-83.276,-83.466,-83.270
171.728,-81.775,-83.820,-83.801,-83.588,-83.493,-83.505,-83.469,-83.447,-83.441,-83.069,-83.383,-83.655,-83.661,-83.563,-83.243,-83.301,-83.585,-83.270
171.828,-81.827,-83.746,-83.844,-83.411,-83.597,-83.548,-83.514,-83.420,-83.395,-83.109,-83.307,-83.728,-83.713,-83.493,-83.200,-83.215,-83.560,-83.316
171.928,-81.717,-83.789,-83.759,-83.371,-83.615,-83.521,-83.423,-83.456,-83.423,-83.051,-83.401,-83.694,-83.704,-83.475,-83.264,-83.142,-83.511,-83.273
172.028,-81.763,-83.810,-83.792,-83.505,-83.572,-83.466,-83.499,-83.463,-83.463,-83.121,-83.362,-83.658,-83.676,-83.493,-83.258,-83.215,-83.621,-83.310
172.128,-81.827,-83.777,-83.884,-83.499,-83.597,-83.429,-83.356,-83.365,-83.398,-83.112,-83.292,-83.719,-83.670,-83.481,-83.212,-83.109,-83.469,-83.295
172.228,-81.772,-83.826,-83.780,-83.524,-83.603,-83.627,-83.490,-83.548,-83.371,-83.032,-83.319,-83.762,-83.731,-83.414,-83.289,-83.200,-83.566,-83.221
172.328,-81.790,-83.887,-83.795,-83.475,-83.575,-83.475,-83.398,-83.453,-83.481,-83.044,-83.362,-83.658,-83.664,-83.517,-83.231,-83.261,-83.603,-83.264
172.428,-81.912,-83.771,-83.826,-83.487,-83.582,-83.524,-83.517,-83.365,-83.383,-83.121,-83.249,-83.810,-83.679,-83.429,-83.249,-83.215,-83.530,-83.090
172.527,-81.796,-83.698,-83.871,-83.539,-83.658,-83.395,-83.493,-83.444,-83.401,-83.124,-83.255,-83.755,-83.710,-83.475,-83.295,-83.353,-83.508,-83.295
172.627,-81.754,-83.804,-83.835,-83.420,-83.615,-83.514,-83.417,-83.368,-83.456,-82.983,-83.383,-83.786,-83.600,-83.444,-83.246,-83.249,-83.405,-83.240
172.727,-81.915,-83.820,-83.810,-83.374,-83.633,-83.490,-83.487,-83.371,-83.389,-83.054,-83.255,-83.801,-83.633,-83.459,-83.319,-83.224,-83.582,-83.340
172.827,-81.888,-83.826,-83.829,-83.502,-83.569,-83.478,-83.450,-83.429,-83.310,-83.078,-83.298,-83.664,-83.667,-83.585,-83.221,-83.163,-83.536,-83.276
172.927,-81.833,-83.841,-83.810,-83.508,-83.603,-83.560,-83.453,-83.417,-83.359,-82.959,-83.347,-83.737,-83.640,-83.511,-83.331,-83.447,-83.572,-83.313
173.027,-81.812,-83.899,-83.734,-83.502,-83.505,-83.389,-83.450,-83.386,-83.328,-83.041,-83.215,-83.850,-83.737,-83.508,-83.224,-83.359,-83.478,-83.224
173.127,-81.915,-83.826,-83.838,-83.450,-83.636,-83.475,-83.478,-83.203,-83.292,-83.020,-83.340,-83.777,-83.505,-83.408,-83.313,-83.331,-83.569,-83.307
173.227,-81.924,-83.701,-83.743,-83.459,-83.548,-83.472,-83.395,-83.279,-83.383,-82.910,-83.246,-83.734,-83.694,-83.582,-83.252,-83.231,-83.472,-83.237
173.327,-81.818,-83.832,-83.813,-83.377,-83.475,-83.456,-83.365,-83.200,-83.340,-83.005,-83.325,-83.618,-83.606,-83.444,-83.276,-83.264,-83.560,-83.252
173.427,-81.836,-83.804,-83.774,-83.438,-83.545,-83.447,-83.463,-83.261,-83.249,-82.922,-83.182,-83.661,-83.737,-83.551,-83.200,-83.252,-83.472,-83.194
173.526,-81.992,-83.829,-83.865,-83.441,-83.606,-83.575,-83.487,-83.322,-83.405,-83.023,-83.188,-83.636,-83.612,-83.408,-83.258,-83.270,-83.542,-83.231
173.626,-81.882,-83.759,-83.652,-83.487,-83.481,-83.569,-83.426,-83.224,-83.252,-82.861,-83.243,-83.698,-83.716,-83.466,-83.084,-83.246,-83.472,-83.301
173.726,-81.989,-83.771,-83.807,-83.548,-83.505,-83.487,-83.533,-83.276,-83.441,-83.047,-83.237,-83.575,-83.578,-83.383,-83.215,-83.344,-83.527,-83.212
173.826,-81.912,-83.725,-83.749,-83.417,-83.508,-83.505,-83.368,-83.289,-83.206,-83.020,-83.270,-83.667,-83.728,-83.527,-83.099,-83.133,-83.514,-83.316
173.926,-82.004,-83.786,-83.685,-83.530,-83.508,-83.505,-83.432,-83.313,-83.289,-83.063,-83.215,-83.557,-83.627,-83.371,-83.224,-83.264,-83.496,-83.133
174.026,-81.885,-83.752,-83.759,-83.554,-83.417,-83.469,-83.487,-83.307,-83.258,-83.005,-83.252,-83.713,-83.722,-83.459,-83.109,-83.194,-83.582,-83.298
174.126,-81.961,-83.740,-83.755,-83.487,-83.502,-83.527,-83.432,-83.182,-83.408,-83.047,-83.212,-83.618,-83.633,-83.475,-83.249,-83.252,-83.493,-83.240
174.226,-81.866,-83.780,-83.682,-83.444,-83.517,-83.466,-83.511,-83.295,-83.298,-82.919,-83.261,-83.575,-83.646,-83.444,-83.173,-83.316,-83.600,-83.237
174.326,-81.909,-83.826,-83.740,-83.551,-83.398,-83.432,-83.401,-83.249,-83.322,-83.026,-83.237,-83.578,-83.646,-83.325,-83.206,-83.298,-83.456,-83.267
174.426,-81.946,-83.728,-83.820,-83.487,-83.511,-83.493,-83.481,-83.377,-83.240,-82.932,-83.176,-83.603,-83.606,-83.401,-83.337,-83.340,-83.524,-83.157
174.525,-81.918,-83.817,-83.707,-83.432,-83.514,-83.469,-83.389,-83.218,-83.340,-83.075,-83.237,-83.688,-83.704,-83.411,-83.258,-83.157,-83.456,-83.279
174.625,-82.019,-83.807,-83.667,-83.539,-83.438,-83.551,-83.466,-83.289,-83.337,-82.913,-83.197,-83.585,-83.585,-83.365,-83.347,-83.246,-83.438,-83.237
174.725,-82.037,-83.777,-83.850,-83.429,-83.554,-83.408,-83.456,-83.182,-83.405,-83.066,-83.310,-83.691,-83.755,-83.463,-83.185,-83.151,-83.490,-83.173
174.825,-81.946,-83.810,-83.826,-83.481,-83.484,-83.463,-83.453,-83.325,-83.316,-82.996,-83.112,-83.615,-83.539,-83.334,-83.301,-83.191,-83.438,-83.286
174.925,-81.885,-83.804,-83.740,-83.459,-83.664,-83.401,-83.395,-83.206,-83.426,-83.109,-83.261,-83.685,-83.673,-83.459,-83.206,-83.209,-83.539,-83.173
175.025,-82.013,-83.801,-83.810,-83.484,-83.414,-83.499,-83.386,-83.264,-83.295,-83.005,-83.173,-83.557,-83.633,-83.310,-83.304,-83.215,-83.450,-83.249
175.125,-81.952,-83.798,-83.670,-83.612,-83.496,-83.475,-83.398,-83.176,-83.408,-83.072,-83.228,-83.612,-83.640,-83.411,-83.286,-83.295,-83.429,-83.313
175.225,-81.955,-83.823,-83.737,-83.521,-83.453,-83.575,-83.426,-83.279,-83.282,-83.090,-83.191,-83.655,-83.633,-83.466,-83.188,-83.197,-83.514,-83.228
175.325,-82.025,-83.801,-83.780,-83.478,-83.572,-83.420,-83.395,-83.264,-83.359,-83.017,-83.148,-83.591,-83.517,-83.344,-83.261,-83.270,-83.386,-83.316
175.425,-82.040,-83.749,-83.746,-83.420,-83.408,-83.542,-83.536,-83.218,-83.289,-83.081,-83.307,-83.704,-83.655,-83.411,-83.209,-83.249,-83.514,-83.270
175.524,-81.952,-83.838,-83.807,-83.456,-83.405,-83.426,-83.398,-83.273,-83.286,-83.038,-83.124,-83.609,-83.569,-83.328,-83.167,-83.176,-83.429,-83.316
175.624,-82.056,-83.762,-83.554,-83.487,-83.331,-83.478,-83.499,-83.151,-83.435,-83.087,-83.279,-83.701,-83.594,-83.356,-83.151,-83.267,-83.408,-83.386
175.724,-81.958,-83.862,-83.780,-83.511,-83.463,-83.426,-83.450,-83.282,-83.273,-82.996,-83.206,-83.615,-83.670,-83.432,-83.099,-83.148,-83.545,-83.221
175.824,-82.034,-83.682,-83.698,-83.423,-83.386,-83.548,-83.514,-83.163,-83.408,-83.066,-83.231,-83.597,-83.600,-83.362,-83.176,-83.170,-83.322,-83.273
175.924,-82.162,-83.765,-83.817,-83.533,-83.487,-83.496,-83.377,-83.292,-83.322,-83.066,-83.258,-83.676,-83.688,-83.447,-83.133,-83.282,-83.484,-83.331
176.024,-82.059,-83.722,-83.655,-83.496,-83.359,-83.524,-83.511,-83.246,-83.344,-82.950,-83.234,-83.627,-83.661,-83.441,-83.133,-83.136,-83.545,-83.249
176.124,-82.114,-83.792,-83.801,-83.508,-83.524,-83.493,-83.466,-83.215,-83.319,-83.115,-83.353,-83.624,-83.606,-83.350,-83.282,-83.231,-83.405,-83.426
176.224,-81.964,-83.673,-83.676,-83.511,-83.423,-83.496,-83.401,-83.304,-83.273,-82.968,-83.234,-83.673,-83.734,-83.450,-83.109,-83.289,-83.496,-83.408
176.324,-82.108,-83.749,-83.701,-83.365,-83.459,-83.533,-83.524,-83.276,-83.337,-82.990,-83.221,-83.582,-83.588,-83.417,-83.170,-83.203,-83.527,-83.279
176.424,-82.022,-83.746,-83.704,-83.511,-83.398,-83.414,-83.456,-83.386,-83.224,-83.051,-83.310,-83.682,-83.466,-83.383,-83.279,-83.301,-83.435,-83.301
176.523,-82.144,-83.865,-83.734,-83.392,-83.389,-83.548,-83.450,-83.258,-83.398,-82.932,-83.182,-83.661,-83.713,-83.478,-83.118,-83.203,-83.478,-83.353
176.623,-82.016,-83.801,-83.694,-83.560,-83.389,-83.429,-83.517,-83.304,-83.328,-83.054,-83.313,-83.624,-83.609,-83.350,-83.221,-83.157,-83.511,-83.307
176.723,-82.083,-83.838,-83.774,-83.447,-83.420,-83.505,-83.466,-83.316,-83.231,-83.026,-83.231,-83.670,-83.609,-83.353,-83.231,-83.267,-83.362,-83.322
176.823,-81.998,-83.737,-83.716,-83.456,-83.444,-83.441,-83.472,-83.185,-83.322,-82.993,-83.206,-83.658,-83.652,-83.423,-83.264,-83.206,-83.459,-83.401
176.923,-82.187,-83.835,-83.594,-83.481,-83.334,-83.411,-83.389,-83.362,-83.206,-83.066,-83.304,-83.667,-83.624,-83.331,-83.328,-83.127,-83.530,-83.319
177.023,-82.108,-83.701,-83.752,-83.423,-83.475,-83.527,-83.508,-83.212,-83.243,-82.983,-83.176,-83.768,-83.737,-83.310,-83.371,-83.224,-83.444,-83.215
177.123,-82.199,-83.844,-83.588,-83.481,-83.389,-83.411,-83.472,-83.270,-83.301,-83.017,-83.182,-83.725,-83.694,-83.438,-83.261,-83.246,-83.411,-83.264
177.223,-82.129,-83.713,-83.762,-83.325,-83.493,-83.548,-83.429,-83.380,-83.096,-83.102,-83.255,-83.652,-83.670,-83.319,-83.319,-83.188,-83.511,-83.426
177.323,-82.126,-83.875,-83.670,-83.374,-83.478,-83.450,-83.450,-83.273,-83.234,-82.956,-83.151,-83.707,-83.759,-83.331,-83.359,-83.118,-83.432,-83.286
177.423,-82.004,-83.725,-83.725,-83.435,-83.392,-83.456,-83.295,-83.304,-83.215,-83.005,-83.142,-83.609,-83.835,-83.463,-83.197,-83.142,-83.466,-83.249
177.522,-82.257,-83.823,-83.707,-83.365,-83.487,-83.566,-83.331,-83.289,-83.130,-83.081,-83.246,-83.615,-83.707,-83.359,-83.203,-83.054,-83.511,-83.441
177.622,-82.211,-83.783,-83.667,-83.466,-83.377,-83.392,-83.405,-83.203,-83.279,-82.956,-83.151,-83.676,-83.698,-83.286,-83.307,-83.066,-83.478,-83.398
177.722,-82.214,-83.701,-83.694,-83.380,-83.517,-83.514,-83.344,-83.325,-83.301,-83.023,-83.231,-83.670,-83.704,-83.435,-83.279,-83.228,-83.450,-83.282
177.822,-82.224,-83.789,-83.575,-83.395,-83.499,-83.533,-83.447,-83.231,-83.203,-83.057,-83.295,-83.542,-83.578,-83.411,-83.203,-83.167,-83.517,-83.264
177.922,-82.169,-83.728,-83.649,-83.469,-83.380,-83.444,-83.374,-83.203,-83.334,-83.029,-83.221,-83.585,-83.661,-83.365,-83.212,-83.130,-83.572,-83.340
178.022,-82.227,-83.899,-83.569,-83.359,-83.481,-83.557,-83.331,-83.310,-83.334,-83.014,-83.139,-83.710,-83.661,-83.359,-83.331,-83.206,-83.441,-83.371
178.122,-82.114,-83.792,-83.630,-83.429,-83.386,-83.466,-83.398,-83.206,-83.215,-83.105,-83.246,-83.679,-83.664,-83.502,-83.292,-83.212,-83.423,-83.282
178.222,-82.211,-83.792,-83.664,-83.450,-83.398,-83.456,-83.347,-83.255,-83.328,-83.044,-83.240,-83.612,-83.539,-83.548,-83.176,-83.246,-83.502,-83.398
178.322,-82.159,-83.783,-83.572,-83.304,-83.453,-83.530,-83.316,-83.374,-83.307,-82.999,-83.154,-83.707,-83.545,-83.395,-83.206,-83.209,-83.505,-83.319
178.422,-82.214,-83.734,-83.661,-83.429,-83.359,-83.414,-83.478,-83.331,-83.194,-83.102,-83.218,-83.759,-83.600,-83.362,-83.334,-83.313,-83.401,-83.392
178.521,-82.269,-83.832,-83.600,-83.377,-83.429,-83.377,-83.353,-83.203,-83.200,-83.163,-83.237,-83.685,-83.682,-83.505,-83.228,-83.224,-83.530,-83.377
178.621,-82.193,-83.719,-83.588,-83.331,-83.478,-83.539,-83.334,-83.304,-83.307,-83.051,-83.237,-83.560,-83.600,-83.466,-83.200,-83.157,-83.441,-83.423
178.721,-82.346,-83.740,-83.707,-83.395,-83.356,-83.356,-83.429,-83.307,-83.337,-82.901,-83.206,-83.646,-83.603,-83.392,-83.264,-83.273,-83.478,-83.292
178.821,-82.184,-83.795,-83.548,-83.417,-83.447,-83.337,-83.420,-83.224,-83.331,-83.069,-83.182,-83.737,-83.719,-83.508,-83.182,-83.231,-83.441,-83.386
178.921,-82.190,-83.701,-83.603,-83.267,-83.524,-83.478,-83.353,-83.344,-83.337,-83.066,-83.325,-83.643,-83.682,-83.340,-83.289,-83.310,-83.444,-83.340
179.021,-82.184,-83.801,-83.615,-83.377,-83.420,-83.389,-83.453,-83.401,-83.405,-82.904,-83.298,-83.661,-83.633,-83.466,-83.234,-83.264,-83.456,-83.328
179.121,-82.092,-83.704,-83.499,-83.420,-83.517,-83.383,-83.517,-83.243,-83.249,-82.941,-83.215,-83.685,-83.673,-83.398,-83.267,-83.215,-83.447,-83.389
