Time (ms),-200 pA,-175 pA,-150 pA,-125 pA,-100 pA,-75 pA,-50 pA,-25 pA,0 pA,25 pA,50 pA,75 pA,100 pA,125 pA,150 pA,175 pA,200 pA,225 pA
4.196,-85.849,-85.846,-85.730,-85.818,-85.849,-85.730,-85.867,-85.953,-85.944,-85.880,-85.913,-86.002,-86.075,-85.919,-85.873,-86.005,-85.587,-85.544
4.296,-85.806,-85.855,-85.809,-85.757,-85.928,-85.858,-85.861,-85.889,-85.806,-85.876,-86.014,-86.072,-85.971,-85.986,-85.910,-85.867,-85.684,-85.495
4.396,-85.760,-85.849,-85.806,-85.727,-85.828,-85.779,-85.925,-85.876,-85.947,-85.910,-85.947,-85.986,-86.002,-85.992,-85.922,-86.011,-85.602,-85.559
4.496,-85.809,-85.855,-85.782,-85.834,-85.788,-85.818,-85.818,-85.919,-85.815,-85.834,-86.078,-86.072,-85.944,-85.922,-85.858,-85.873,-85.663,-85.571
4.595,-85.837,-85.919,-85.776,-85.779,-85.898,-85.803,-85.898,-85.855,-85.934,-85.886,-85.919,-85.995,-86.090,-86.014,-85.922,-85.974,-85.626,-85.516
4.695,-85.767,-85.843,-85.840,-85.703,-85.767,-85.797,-85.818,-85.971,-85.831,-85.828,-86.032,-86.029,-85.931,-85.999,-85.822,-85.876,-85.571,-85.565
4.795,-85.760,-85.806,-85.825,-85.898,-85.794,-85.843,-85.861,-85.858,-85.925,-85.876,-85.950,-85.974,-86.020,-86.029,-85.892,-85.941,-85.663,-85.440
4.895,-85.846,-85.867,-85.770,-85.696,-85.779,-85.736,-85.880,-85.944,-85.806,-85.825,-86.078,-86.050,-85.944,-85.941,-85.861,-85.938,-85.544,-85.620
4.995,-85.782,-85.818,-85.703,-85.822,-85.812,-85.867,-85.861,-85.822,-85.916,-85.858,-85.959,-85.941,-86.078,-85.983,-85.910,-85.895,-85.684,-85.480
5.095,-85.718,-85.870,-85.803,-85.776,-85.800,-85.767,-85.910,-85.953,-85.831,-85.837,-86.050,-86.075,-85.980,-85.922,-85.852,-85.968,-85.635,-85.593
5.195,-85.861,-85.846,-85.791,-85.803,-85.782,-85.849,-85.822,-85.794,-85.916,-85.934,-85.938,-85.983,-85.986,-85.956,-85.922,-85.892,-85.596,-85.562
5.295,-85.764,-85.779,-85.800,-85.754,-85.843,-85.797,-85.886,-85.889,-85.809,-85.834,-86.023,-86.026,-85.974,-85.892,-85.861,-85.953,-85.663,-85.455
5.395,-85.822,-85.934,-85.794,-85.715,-85.770,-85.858,-85.806,-85.818,-85.938,-85.941,-86.014,-85.928,-86.002,-85.989,-85.901,-85.858,-85.535,-85.583
5.495,-85.822,-85.822,-85.803,-85.837,-85.880,-85.760,-85.895,-85.907,-85.815,-85.855,-85.995,-86.023,-86.038,-85.901,-85.904,-85.962,-85.718,-85.498
5.594,-85.806,-85.861,-85.855,-85.724,-85.745,-85.825,-85.776,-85.806,-85.938,-85.938,-85.959,-85.968,-85.977,-85.950,-85.837,-85.919,-85.620,-85.553
5.694,-85.864,-85.803,-85.754,-85.818,-85.837,-85.794,-85.870,-85.928,-85.834,-85.831,-85.986,-86.057,-86.072,-85.956,-86.014,-85.907,-85.593,-85.599
5.794,-85.733,-85.822,-85.855,-85.703,-85.745,-85.831,-85.803,-85.803,-85.938,-85.950,-86.047,-85.977,-85.962,-85.916,-85.837,-85.971,-85.632,-85.446
5.894,-85.818,-85.849,-85.773,-85.818,-85.828,-85.785,-85.934,-85.919,-85.818,-85.852,-85.956,-86.044,-86.069,-86.044,-85.959,-85.867,-85.559,-85.544
5.994,-85.782,-85.800,-85.788,-85.709,-85.736,-85.815,-85.812,-85.822,-85.913,-85.892,-86.063,-86.005,-85.941,-85.913,-85.883,-85.962,-85.645,-85.541
6.094,-85.800,-85.864,-85.767,-85.837,-85.873,-85.815,-85.876,-85.941,-85.849,-85.855,-85.941,-86.008,-86.032,-86.005,-85.818,-85.989,-85.629,-85.452
6.194,-85.812,-85.779,-85.791,-85.721,-85.791,-85.822,-85.825,-85.828,-85.928,-85.867,-86.047,-86.096,-85.986,-85.928,-85.938,-85.886,-85.501,-85.574
6.294,-85.779,-85.876,-85.794,-85.812,-85.895,-85.788,-85.910,-85.898,-85.806,-85.913,-85.968,-85.999,-86.020,-85.953,-85.876,-85.983,-85.626,-85.495
6.394,-85.828,-85.788,-85.727,-85.690,-85.788,-85.815,-85.828,-85.849,-85.892,-85.870,-86.032,-86.096,-86.020,-86.002,-85.861,-85.934,-85.626,-85.477
6.494,-85.733,-85.889,-85.800,-85.876,-85.880,-85.748,-85.840,-85.953,-85.904,-85.944,-86.053,-85.965,-86.011,-85.861,-85.916,-85.876,-85.538,-85.620
6.593,-85.849,-85.800,-85.815,-85.736,-85.828,-85.794,-85.806,-85.840,-85.858,-85.846,-86.008,-86.047,-86.090,-85.959,-85.803,-85.956,-85.693,-85.477
6.693,-85.757,-85.870,-85.812,-85.858,-85.886,-85.767,-85.901,-85.928,-85.898,-85.919,-86.050,-86.044,-85.953,-85.956,-85.947,-85.941,-85.660,-85.553
6.793,-85.849,-85.760,-85.757,-85.745,-85.760,-85.825,-85.803,-85.840,-85.843,-85.898,-85.950,-86.008,-86.008,-85.913,-85.947,-85.886,-85.574,-85.477
6.893,-85.742,-85.843,-85.849,-85.843,-85.849,-85.721,-85.846,-85.892,-85.962,-85.889,-86.035,-86.081,-86.032,-86.002,-85.812,-85.971,-85.666,-85.580
6.993,-85.834,-85.788,-85.773,-85.739,-85.797,-85.855,-85.861,-85.928,-85.886,-85.992,-85.989,-85.947,-85.941,-85.947,-85.971,-85.904,-85.580,-85.504
7.093,-85.751,-85.876,-85.840,-85.876,-85.867,-85.727,-85.831,-85.858,-85.889,-85.883,-85.944,-86.057,-86.035,-85.941,-85.895,-85.968,-85.672,-85.495
7.193,-85.812,-85.788,-85.800,-85.745,-85.852,-85.815,-85.858,-85.941,-85.867,-85.925,-86.063,-86.026,-85.989,-85.986,-85.843,-85.947,-85.623,-85.538
7.293,-85.751,-85.892,-85.870,-85.858,-85.818,-85.760,-85.815,-85.861,-85.785,-85.867,-85.953,-85.968,-85.950,-85.941,-85.977,-85.941,-85.608,-85.529
7.393,-85.831,-85.822,-85.800,-85.715,-85.837,-85.822,-85.858,-85.977,-85.986,-85.818,-85.983,-86.044,-86.093,-85.934,-85.907,-85.904,-85.709,-85.483
7.493,-85.730,-85.916,-85.873,-85.867,-85.730,-85.800,-85.776,-85.849,-85.825,-85.938,-86.038,-85.992,-86.008,-86.063,-85.977,-85.983,-85.645,-85.519
7.592,-85.812,-85.776,-85.809,-85.745,-85.852,-85.785,-85.861,-85.867,-85.928,-85.852,-85.916,-86.008,-86.002,-85.892,-85.828,-85.944,-85.623,-85.544
7.692,-85.764,-85.886,-85.834,-85.849,-85.724,-85.791,-85.834,-85.931,-85.904,-85.916,-86.026,-86.050,-86.072,-85.992,-85.959,-85.944,-85.641,-85.568
7.792,-85.812,-85.760,-85.825,-85.782,-85.876,-85.712,-85.861,-85.815,-85.815,-85.934,-86.047,-85.965,-85.999,-85.907,-85.883,-85.999,-85.675,-85.541
7.892,-85.730,-85.895,-85.782,-85.770,-85.818,-85.803,-85.858,-85.980,-85.971,-85.846,-85.956,-85.995,-86.038,-86.044,-85.870,-85.965,-85.602,-85.492
7.992,-85.855,-85.776,-85.843,-85.809,-85.818,-85.748,-85.825,-85.922,-85.867,-85.934,-85.992,-86.050,-86.105,-85.950,-85.904,-85.919,-85.605,-85.522
8.092,-85.773,-85.892,-85.818,-85.739,-85.864,-85.791,-85.892,-85.913,-85.849,-85.938,-86.069,-85.992,-86.014,-85.995,-85.855,-85.953,-85.605,-85.526
8.192,-85.861,-85.809,-85.880,-85.849,-85.785,-85.782,-85.782,-85.968,-85.962,-85.852,-85.889,-86.075,-86.032,-85.968,-85.837,-85.989,-85.666,-85.544
8.292,-85.712,-85.867,-85.770,-85.745,-85.861,-85.745,-85.861,-85.812,-85.806,-85.938,-86.020,-86.017,-86.066,-85.947,-85.947,-85.974,-85.669,-85.458
8.392,-85.840,-85.849,-85.876,-85.815,-85.791,-85.901,-85.855,-85.925,-85.889,-85.941,-86.008,-86.020,-85.947,-85.992,-85.962,-85.962,-85.593,-85.458
8.492,-85.721,-85.834,-85.742,-85.760,-85.831,-85.767,-85.788,-85.873,-85.916,-85.791,-85.956,-85.986,-85.989,-85.992,-85.962,-85.907,-85.553,-85.556
8.591,-85.846,-85.901,-85.843,-85.760,-85.883,-85.843,-85.892,-85.843,-85.822,-85.876,-86.041,-86.053,-86.002,-86.023,-85.910,-85.934,-85.587,-85.519
8.691,-85.721,-85.809,-85.767,-85.831,-85.770,-85.770,-85.834,-85.959,-85.864,-85.959,-85.928,-85.983,-85.992,-85.956,-85.907,-85.962,-85.635,-85.437
8.791,-85.785,-85.880,-85.822,-85.727,-85.846,-85.727,-85.846,-85.876,-85.916,-85.846,-86.020,-85.983,-86.023,-85.938,-85.907,-85.983,-85.577,-85.538
8.891,-85.736,-85.767,-85.791,-85.809,-85.782,-85.858,-85.944,-85.828,-85.840,-85.989,-85.962,-86.057,-86.014,-85.983,-85.956,-85.947,-85.556,-85.529
8.991,-85.760,-85.840,-85.791,-85.751,-85.739,-85.764,-85.797,-85.916,-85.904,-85.825,-86.017,-86.029,-86.032,-86.044,-85.916,-85.910,-85.638,-85.574
9.091,-85.779,-85.815,-85.825,-85.739,-85.873,-85.770,-85.809,-85.880,-85.880,-85.947,-86.026,-85.983,-85.959,-86.005,-85.861,-85.989,-85.562,-85.492
9.191,-85.718,-85.748,-85.745,-85.815,-85.767,-85.837,-85.855,-85.886,-85.876,-85.864,-86.005,-85.999,-85.971,-85.910,-85.904,-85.971,-85.590,-85.544
9.291,-85.870,-85.855,-85.831,-85.739,-85.825,-85.822,-85.806,-85.947,-85.828,-85.867,-85.986,-86.090,-85.983,-85.956,-85.941,-85.916,-85.733,-85.571
9.391,-85.757,-85.764,-85.773,-85.736,-85.898,-85.770,-85.870,-85.840,-85.916,-85.925,-86.053,-86.047,-86.041,-85.977,-85.886,-85.956,-85.468,-85.596
9.491,-85.806,-85.867,-85.776,-85.822,-85.764,-85.864,-85.840,-85.934,-85.843,-85.892,-86.060,-86.050,-86.038,-85.983,-85.886,-86.002,-85.620,-85.501
9.590,-85.782,-85.818,-85.895,-85.727,-85.822,-85.764,-85.818,-85.916,-85.944,-85.849,-86.008,-86.014,-85.971,-85.904,-85.941,-85.901,-85.660,-85.559
9.690,-85.760,-85.770,-85.770,-85.815,-85.852,-85.812,-85.846,-85.904,-85.892,-85.928,-85.941,-86.002,-85.999,-85.986,-85.843,-86.005,-85.550,-85.538
9.790,-85.803,-85.870,-85.825,-85.858,-85.794,-85.803,-85.846,-85.968,-85.873,-85.901,-86.008,-86.081,-86.047,-86.041,-85.962,-85.916,-85.602,-85.480
9.890,-85.736,-85.794,-85.800,-85.712,-85.858,-85.736,-85.800,-85.880,-85.886,-85.910,-86.075,-86.081,-86.047,-85.928,-85.895,-85.931,-85.538,-85.562
9.990,-85.767,-85.809,-85.699,-85.800,-85.840,-85.773,-85.867,-85.852,-85.953,-85.855,-86.038,-86.011,-85.904,-85.925,-85.864,-85.950,-85.666,-85.492
10.090,-85.812,-85.873,-85.843,-85.803,-85.800,-85.803,-85.843,-85.880,-85.934,-85.852,-85.999,-85.965,-86.008,-86.063,-85.938,-85.880,-85.641,-85.565
10.190,-85.760,-85.730,-85.788,-85.745,-85.837,-85.730,-85.809,-85.938,-85.904,-85.892,-86.038,-86.081,-86.023,-85.846,-85.916,-86.023,-85.590,-85.464
10.290,-85.849,-85.849,-85.733,-85.788,-85.840,-85.779,-85.873,-85.870,-85.864,-85.931,-86.075,-86.038,-86.011,-85.968,-85.852,-85.898,-85.638,-85.538
10.390,-85.818,-85.931,-85.825,-85.730,-85.764,-85.760,-85.922,-85.849,-85.916,-85.889,-86.014,-85.992,-86.047,-85.989,-85.992,-85.968,-85.568,-85.495
10.490,-85.712,-85.739,-85.751,-85.797,-85.892,-85.730,-85.895,-85.883,-85.922,-85.858,-85.999,-85.980,-86.011,-85.950,-85.916,-85.953,-85.654,-85.526
10.589,-85.870,-85.837,-85.825,-85.748,-85.858,-85.776,-85.822,-85.895,-85.922,-85.907,-86.078,-86.078,-85.980,-86.017,-85.880,-85.931,-85.547,-85.541
10.689,-85.715,-85.815,-85.760,-85.745,-85.803,-85.812,-85.776,-85.928,-85.834,-85.886,-86.029,-85.977,-86.050,-85.959,-85.867,-85.989,-85.635,-85.541
10.789,-85.690,-85.785,-85.837,-85.831,-85.846,-85.837,-85.828,-85.880,-85.883,-85.843,-85.904,-86.053,-85.953,-86.014,-85.898,-85.944,-85.516,-85.544
10.889,-85.840,-85.849,-85.776,-85.779,-85.898,-85.791,-85.895,-85.849,-85.898,-85.913,-86.093,-85.989,-86.026,-85.938,-85.931,-85.999,-85.623,-85.516
10.989,-85.721,-85.773,-85.858,-85.748,-85.849,-85.785,-85.880,-85.873,-85.849,-85.922,-85.941,-86.035,-86.032,-85.919,-85.828,-85.898,-85.556,-85.571
11.089,-85.867,-85.828,-85.831,-85.837,-85.797,-85.770,-85.809,-85.931,-85.855,-85.843,-85.965,-86.084,-85.947,-86.011,-85.922,-85.977,-85.648,-85.489
11.189,-85.718,-85.849,-85.770,-85.812,-85.782,-85.797,-85.803,-85.861,-85.907,-86.020,-86.057,-86.002,-85.989,-85.913,-85.840,-85.883,-85.577,-85.541
11.289,-85.809,-85.770,-85.800,-85.812,-85.843,-85.855,-85.880,-85.864,-85.812,-85.803,-85.974,-86.081,-85.944,-86.002,-85.965,-85.989,-85.632,-85.443
11.389,-85.776,-85.840,-85.895,-85.733,-85.837,-85.791,-85.867,-85.956,-85.931,-85.870,-86.099,-86.047,-86.041,-85.931,-85.861,-85.910,-85.559,-85.544
11.489,-85.770,-85.843,-85.840,-85.745,-85.849,-85.748,-85.776,-85.852,-85.974,-85.919,-85.980,-86.011,-85.910,-86.014,-85.953,-85.968,-85.596,-85.452
11.588,-85.822,-85.767,-85.822,-85.785,-85.797,-85.809,-85.867,-85.800,-85.876,-85.870,-86.044,-86.047,-86.026,-85.977,-85.852,-85.880,-85.547,-85.559
11.688,-85.751,-85.779,-85.767,-85.809,-85.837,-85.870,-85.886,-85.950,-86.014,-85.925,-86.029,-85.986,-85.938,-85.989,-85.925,-85.968,-85.620,-85.480
11.788,-85.754,-85.797,-85.794,-85.797,-85.867,-85.773,-85.803,-85.831,-85.931,-85.870,-86.023,-86.041,-86.023,-85.947,-85.876,-85.895,-85.541,-85.571
11.888,-85.806,-85.840,-85.843,-85.748,-85.797,-85.800,-85.925,-85.846,-85.892,-85.889,-86.093,-85.928,-85.931,-85.995,-85.950,-85.944,-85.617,-85.471
11.988,-85.852,-85.794,-85.855,-85.776,-85.828,-85.837,-85.849,-85.968,-85.889,-85.944,-86.002,-86.060,-86.011,-85.989,-85.858,-85.910,-85.568,-85.538
12.088,-85.825,-85.776,-85.785,-85.840,-85.876,-85.831,-85.831,-85.822,-85.959,-85.825,-86.069,-85.983,-85.974,-85.995,-85.934,-85.971,-85.696,-85.437
12.188,-85.779,-85.770,-85.812,-85.815,-85.831,-85.806,-85.931,-85.910,-85.944,-85.941,-86.020,-86.099,-86.063,-85.950,-85.828,-85.907,-85.568,-85.553
12.288,-85.757,-85.831,-85.867,-85.782,-85.794,-85.785,-85.870,-85.776,-85.834,-85.837,-86.099,-85.999,-85.999,-85.999,-85.956,-86.008,-85.623,-85.443
12.388,-85.812,-85.861,-85.809,-85.822,-85.938,-85.760,-85.843,-85.873,-85.913,-85.938,-85.986,-86.102,-86.047,-85.983,-85.846,-85.876,-85.529,-85.550
12.488,-85.822,-85.809,-85.825,-85.770,-85.767,-85.855,-85.895,-85.934,-85.873,-85.855,-86.105,-86.020,-85.986,-85.992,-85.947,-85.974,-85.669,-85.510
12.587,-85.806,-85.779,-85.873,-85.812,-85.834,-85.776,-85.754,-85.818,-85.944,-85.962,-85.992,-86.038,-85.971,-86.002,-85.864,-85.864,-85.556,-85.541
12.687,-85.770,-85.837,-85.809,-85.800,-85.898,-85.831,-85.858,-85.953,-85.825,-85.870,-86.108,-86.020,-85.986,-85.983,-85.956,-85.983,-85.626,-85.553
12.787,-85.776,-85.849,-85.773,-85.687,-85.800,-85.840,-85.812,-85.867,-85.953,-85.999,-85.992,-86.008,-86.005,-85.983,-85.873,-85.916,-85.556,-85.480
12.887,-85.815,-85.757,-85.880,-85.770,-85.852,-85.733,-85.855,-85.944,-85.873,-85.907,-86.084,-86.029,-85.989,-86.005,-85.974,-86.017,-85.553,-85.489
12.987,-85.818,-85.776,-85.760,-85.852,-85.733,-85.880,-85.852,-85.889,-85.931,-85.980,-85.944,-86.026,-85.968,-85.944,-85.880,-85.904,-85.587,-85.495
13.087,-85.751,-85.794,-85.880,-85.696,-85.864,-85.754,-85.822,-85.968,-85.901,-85.855,-86.102,-86.020,-85.989,-85.989,-85.962,-85.950,-85.574,-85.590
13.187,-85.831,-85.843,-85.745,-85.861,-85.837,-85.846,-85.892,-85.892,-85.880,-85.934,-86.005,-86.047,-86.014,-85.901,-85.861,-85.953,-85.669,-85.458
13.287,-85.751,-85.782,-85.892,-85.785,-85.797,-85.767,-85.812,-85.883,-85.858,-85.849,-86.084,-86.005,-85.980,-86.026,-85.901,-85.947,-85.556,-85.599
13.387,-85.803,-85.818,-85.791,-85.751,-85.861,-85.873,-85.880,-85.910,-85.898,-85.971,-85.947,-86.023,-86.047,-85.947,-85.889,-85.999,-85.608,-85.468
13.487,-85.788,-85.773,-85.855,-85.764,-85.791,-85.788,-85.767,-85.928,-85.916,-85.855,-86.078,-85.956,-85.965,-86.069,-85.861,-85.895,-85.632,-85.541
13.586,-85.773,-85.889,-85.818,-85.760,-85.892,-85.818,-85.910,-85.892,-85.916,-85.971,-85.950,-85.995,-86.057,-85.947,-85.928,-86.023,-85.602,-85.611
13.686,-85.742,-85.794,-85.822,-85.852,-85.773,-85.803,-85.828,-85.880,-85.870,-85.867,-86.041,-85.989,-85.947,-86.044,-85.831,-85.876,-85.666,-85.474
13.786,-85.876,-85.815,-85.837,-85.803,-85.922,-85.834,-85.880,-85.864,-85.876,-85.968,-85.986,-86.084,-86.020,-85.989,-85.956,-85.971,-85.553,-85.510
13.886,-85.764,-85.904,-85.791,-85.861,-85.800,-85.840,-85.764,-85.870,-85.861,-85.901,-86.029,-85.999,-85.977,-86.050,-85.864,-85.989,-85.672,-85.486
13.986,-85.828,-85.809,-85.855,-85.754,-85.892,-85.794,-85.849,-85.883,-85.928,-85.983,-86.017,-86.081,-86.053,-85.980,-85.941,-85.922,-85.623,-85.516
14.086,-85.828,-85.864,-85.837,-85.812,-85.803,-85.870,-85.782,-85.901,-85.858,-85.904,-86.032,-85.989,-85.944,-85.934,-85.898,-85.968,-85.559,-85.574
14.186,-85.779,-85.764,-85.818,-85.730,-85.904,-85.822,-85.892,-85.901,-85.974,-85.886,-86.057,-86.099,-86.032,-85.992,-85.843,-85.892,-85.709,-85.510
14.286,-85.846,-85.867,-85.800,-85.855,-85.791,-85.861,-85.861,-85.876,-85.779,-85.876,-85.989,-86.032,-86.014,-85.934,-85.910,-85.959,-85.559,-85.568
14.386,-85.736,-85.803,-85.852,-85.742,-85.895,-85.794,-85.922,-85.895,-85.965,-85.880,-86.035,-86.084,-85.995,-86.026,-85.852,-85.971,-85.562,-85.571
14.486,-85.822,-85.876,-85.800,-85.837,-85.843,-85.843,-85.831,-85.910,-85.840,-85.934,-85.992,-86.053,-86.057,-85.947,-85.965,-85.864,-85.611,-85.446
