Time (ms),-200 pA,-175 pA,-150 pA,-125 pA,-100 pA,-75 pA,-50 pA,-25 pA,0 pA,25 pA,50 pA,75 pA,100 pA,125 pA,150 pA,175 pA,200 pA,225 pA
0.999,-81.665,-81.686,-81.226,-81.705,-81.766,-81.729,-81.830,-81.824,-81.915,-81.815,-81.790,-81.888,-81.778,-81.824,-81.876,-81.815,-81.516,-81.375
1.099,-81.726,-81.720,-81.244,-81.757,-81.839,-81.812,-81.879,-81.790,-81.827,-81.790,-81.754,-81.812,-81.702,-81.808,-81.750,-81.793,-81.412,-81.329
1.199,-81.641,-81.668,-81.201,-81.680,-81.848,-81.750,-81.805,-81.842,-81.882,-81.805,-81.796,-81.870,-81.790,-81.775,-81.860,-81.842,-81.555,-81.290
1.299,-81.744,-81.775,-81.235,-81.787,-81.787,-81.796,-81.860,-81.808,-81.766,-81.772,-81.870,-81.821,-81.720,-81.842,-81.836,-81.711,-81.543,-81.372
1.399,-81.693,-81.683,-81.274,-81.641,-81.866,-81.735,-81.842,-81.812,-81.848,-81.796,-81.784,-81.903,-81.787,-81.750,-81.888,-81.842,-81.546,-81.357
1.499,-81.766,-81.744,-81.168,-81.754,-81.738,-81.833,-81.799,-81.784,-81.787,-81.824,-81.866,-81.790,-81.714,-81.821,-81.784,-81.775,-81.473,-81.381
1.598,-81.677,-81.665,-81.265,-81.680,-81.885,-81.787,-81.912,-81.851,-81.812,-81.784,-81.799,-81.873,-81.790,-81.760,-81.863,-81.793,-81.577,-81.320
1.698,-81.735,-81.677,-81.189,-81.766,-81.766,-81.812,-81.845,-81.848,-81.879,-81.863,-81.839,-81.870,-81.686,-81.854,-81.778,-81.744,-81.470,-81.390
1.798,-81.680,-81.702,-81.277,-81.726,-81.848,-81.836,-81.891,-81.805,-81.815,-81.787,-81.824,-81.866,-81.790,-81.775,-81.818,-81.750,-81.580,-81.363
1.898,-81.696,-81.671,-81.195,-81.732,-81.833,-81.732,-81.845,-81.873,-81.873,-81.873,-81.848,-81.918,-81.775,-81.824,-81.848,-81.781,-81.488,-81.375
1.998,-81.735,-81.796,-81.250,-81.763,-81.833,-81.866,-81.909,-81.790,-81.802,-81.818,-81.891,-81.836,-81.757,-81.805,-81.805,-81.750,-81.561,-81.357
2.098,-81.665,-81.717,-81.265,-81.680,-81.836,-81.735,-81.866,-81.897,-81.848,-81.750,-81.790,-81.900,-81.845,-81.799,-81.876,-81.833,-81.506,-81.345
2.198,-81.772,-81.799,-81.247,-81.763,-81.754,-81.824,-81.815,-81.848,-81.802,-81.815,-81.912,-81.854,-81.714,-81.833,-81.796,-81.729,-81.558,-81.360
2.298,-81.668,-81.705,-81.320,-81.693,-81.879,-81.833,-81.921,-81.808,-81.787,-81.744,-81.793,-81.845,-81.833,-81.781,-81.863,-81.821,-81.525,-81.332
2.398,-81.747,-81.717,-81.210,-81.674,-81.787,-81.738,-81.796,-81.900,-81.943,-81.836,-81.775,-81.891,-81.723,-81.842,-81.793,-81.723,-81.509,-81.415
2.498,-81.723,-81.720,-81.317,-81.754,-81.854,-81.879,-81.924,-81.793,-81.839,-81.757,-81.793,-81.821,-81.784,-81.796,-81.882,-81.821,-81.573,-81.372
2.597,-81.674,-81.677,-81.284,-81.726,-81.863,-81.805,-81.921,-81.934,-81.931,-81.808,-81.763,-81.912,-81.769,-81.772,-81.848,-81.805,-81.512,-81.400
2.697,-81.781,-81.790,-81.323,-81.824,-81.784,-81.833,-81.793,-81.808,-81.876,-81.876,-81.900,-81.894,-81.747,-81.833,-81.812,-81.747,-81.589,-81.335
2.797,-81.696,-81.760,-81.369,-81.683,-81.827,-81.796,-81.888,-81.812,-81.857,-81.769,-81.812,-81.934,-81.821,-81.717,-81.873,-81.842,-81.467,-81.390
2.897,-81.790,-81.723,-81.287,-81.720,-81.851,-81.747,-81.845,-81.900,-81.921,-81.894,-81.778,-81.937,-81.729,-81.836,-81.781,-81.781,-81.534,-81.326
2.997,-81.735,-81.799,-81.372,-81.790,-81.866,-81.842,-81.863,-81.775,-81.851,-81.815,-81.851,-81.833,-81.790,-81.812,-81.903,-81.812,-81.516,-81.387
3.097,-81.662,-81.686,-81.299,-81.689,-81.866,-81.741,-81.873,-81.836,-81.912,-81.772,-81.778,-81.958,-81.735,-81.766,-81.833,-81.818,-81.625,-81.427
3.197,-81.799,-81.815,-81.299,-81.815,-81.833,-81.750,-81.854,-81.827,-81.870,-81.891,-81.876,-81.888,-81.729,-81.805,-81.842,-81.760,-81.567,-81.363
3.297,-81.668,-81.744,-81.351,-81.769,-81.912,-81.888,-81.949,-81.796,-81.744,-81.775,-81.830,-81.866,-81.815,-81.772,-81.934,-81.812,-81.503,-81.433
3.397,-81.741,-81.714,-81.253,-81.686,-81.854,-81.781,-81.827,-81.897,-81.934,-81.799,-81.741,-81.943,-81.760,-81.805,-81.836,-81.744,-81.567,-81.339
3.497,-81.757,-81.769,-81.326,-81.802,-81.781,-81.778,-81.796,-81.802,-81.873,-81.876,-81.830,-81.842,-81.824,-81.839,-81.897,-81.827,-81.540,-81.415
3.596,-81.680,-81.702,-81.363,-81.750,-81.891,-81.827,-81.927,-81.802,-81.805,-81.812,-81.802,-81.863,-81.818,-81.750,-81.821,-81.781,-81.564,-81.366
3.696,-81.750,-81.696,-81.271,-81.723,-81.818,-81.772,-81.833,-81.879,-81.888,-81.790,-81.757,-81.967,-81.747,-81.842,-81.781,-81.744,-81.580,-81.351
3.796,-81.754,-81.781,-81.326,-81.830,-81.805,-81.787,-81.827,-81.787,-81.876,-81.863,-81.854,-81.845,-81.824,-81.821,-81.879,-81.851,-81.555,-81.445
3.896,-81.686,-81.714,-81.363,-81.714,-81.879,-81.863,-81.912,-81.821,-81.821,-81.772,-81.818,-81.870,-81.815,-81.781,-81.769,-81.754,-81.616,-81.348
3.996,-81.769,-81.760,-81.247,-81.720,-81.824,-81.808,-81.848,-81.879,-81.903,-81.802,-81.778,-81.982,-81.750,-81.827,-81.839,-81.787,-81.567,-81.430
4.096,-81.714,-81.821,-81.366,-81.818,-81.766,-81.787,-81.827,-81.860,-81.836,-81.863,-81.900,-81.876,-81.845,-81.818,-81.891,-81.876,-81.580,-81.378
4.196,-81.668,-81.738,-81.342,-81.726,-81.927,-81.903,-81.924,-81.793,-81.842,-81.799,-81.812,-81.915,-81.805,-81.738,-81.827,-81.790,-81.638,-81.360
4.296,-81.790,-81.714,-81.277,-81.729,-81.839,-81.851,-81.876,-81.885,-81.851,-81.793,-81.778,-81.927,-81.738,-81.845,-81.808,-81.778,-81.549,-81.421
4.396,-81.741,-81.879,-81.329,-81.772,-81.781,-81.775,-81.812,-81.857,-81.863,-81.866,-81.885,-81.876,-81.857,-81.790,-81.873,-81.863,-81.561,-81.293
4.496,-81.705,-81.775,-81.390,-81.760,-81.845,-81.805,-81.894,-81.784,-81.732,-81.802,-81.836,-81.854,-81.851,-81.824,-81.775,-81.747,-81.595,-81.421
4.595,-81.781,-81.702,-81.241,-81.671,-81.857,-81.818,-81.857,-81.802,-81.836,-81.772,-81.778,-81.870,-81.732,-81.863,-81.845,-81.784,-81.522,-81.433
4.695,-81.772,-81.781,-81.314,-81.784,-81.757,-81.769,-81.833,-81.903,-81.943,-81.815,-81.818,-81.885,-81.812,-81.848,-81.873,-81.836,-81.567,-81.332
4.795,-81.659,-81.781,-81.354,-81.818,-81.851,-81.787,-81.815,-81.839,-81.830,-81.894,-81.900,-81.824,-81.812,-81.735,-81.824,-81.741,-81.610,-81.418
4.895,-81.699,-81.711,-81.326,-81.702,-81.860,-81.851,-81.863,-81.815,-81.821,-81.772,-81.815,-81.854,-81.744,-81.824,-81.787,-81.778,-81.525,-81.363
4.995,-81.802,-81.720,-81.274,-81.711,-81.790,-81.784,-81.781,-81.860,-81.885,-81.757,-81.744,-81.918,-81.775,-81.821,-81.863,-81.818,-81.598,-81.308
5.095,-81.647,-81.790,-81.372,-81.827,-81.815,-81.799,-81.812,-81.946,-81.927,-81.906,-81.885,-81.863,-81.833,-81.757,-81.805,-81.750,-81.635,-81.372
5.195,-81.668,-81.747,-81.418,-81.796,-81.946,-81.821,-81.815,-81.772,-81.827,-81.940,-81.985,-81.845,-81.790,-81.729,-81.766,-81.781,-81.482,-81.345
5.295,-81.787,-81.778,-81.357,-81.689,-81.808,-81.857,-81.833,-81.784,-81.775,-81.726,-81.769,-81.934,-81.757,-81.845,-81.873,-81.787,-81.522,-81.299
5.395,-81.842,-81.818,-81.247,-81.625,-81.772,-81.754,-81.750,-81.876,-81.906,-81.818,-81.747,-81.860,-81.830,-81.818,-81.891,-81.799,-81.601,-81.409
5.495,-81.677,-81.717,-81.387,-81.760,-81.876,-81.805,-81.842,-81.851,-81.848,-81.924,-81.845,-81.839,-81.915,-81.747,-81.754,-81.757,-81.586,-81.384
5.594,-81.671,-81.720,-81.345,-81.705,-81.848,-81.870,-81.833,-81.836,-81.894,-81.815,-81.827,-81.808,-81.726,-81.815,-81.735,-81.781,-81.497,-81.274
5.694,-81.778,-81.760,-81.342,-81.821,-81.842,-81.769,-81.808,-81.827,-81.876,-81.888,-81.821,-81.891,-81.793,-81.882,-81.848,-81.857,-81.586,-81.421
5.794,-81.735,-81.799,-81.378,-81.696,-81.876,-81.836,-81.815,-81.787,-81.860,-81.778,-81.790,-81.781,-81.863,-81.729,-81.906,-81.793,-81.616,-81.396
5.894,-81.754,-81.696,-81.296,-81.699,-81.790,-81.729,-81.824,-81.805,-81.812,-81.866,-81.772,-81.857,-81.812,-81.778,-81.693,-81.750,-81.494,-81.296
5.994,-81.702,-81.741,-81.345,-81.659,-81.873,-81.790,-81.830,-81.824,-81.873,-81.802,-81.815,-81.763,-81.799,-81.873,-81.769,-81.863,-81.506,-81.369
6.094,-81.705,-81.702,-81.363,-81.714,-81.833,-81.772,-81.845,-81.772,-81.821,-81.876,-81.866,-81.912,-81.787,-81.802,-81.873,-81.805,-81.622,-81.412
6.194,-81.674,-81.711,-81.323,-81.665,-81.790,-81.763,-81.802,-81.775,-81.906,-81.802,-81.757,-81.854,-81.805,-81.729,-81.744,-81.790,-81.631,-81.314
6.294,-81.750,-81.781,-81.387,-81.747,-81.839,-81.830,-81.827,-81.827,-81.870,-81.815,-81.802,-81.882,-81.793,-81.754,-81.873,-81.702,-81.528,-81.357
6.394,-81.665,-81.689,-81.287,-81.689,-81.824,-81.729,-81.845,-81.802,-81.815,-81.848,-81.769,-81.870,-81.808,-81.738,-81.735,-81.821,-81.580,-81.424
6.494,-81.689,-81.735,-81.332,-81.671,-81.827,-81.726,-81.793,-81.830,-81.888,-81.842,-81.778,-81.805,-81.747,-81.757,-81.873,-81.723,-81.598,-81.363
6.593,-81.665,-81.699,-81.406,-81.735,-81.848,-81.793,-81.808,-81.827,-81.866,-81.775,-81.808,-81.839,-81.799,-81.821,-81.775,-81.772,-81.522,-81.268
6.693,-81.635,-81.702,-81.351,-81.723,-81.833,-81.805,-81.808,-81.744,-81.821,-81.863,-81.772,-81.863,-81.805,-81.741,-81.885,-81.757,-81.610,-81.381
6.793,-81.708,-81.723,-81.320,-81.708,-81.815,-81.750,-81.824,-81.808,-81.790,-81.836,-81.760,-81.845,-81.754,-81.772,-81.750,-81.845,-81.519,-81.381
6.893,-81.711,-81.769,-81.400,-81.732,-81.827,-81.717,-81.812,-81.885,-81.885,-81.796,-81.732,-81.741,-81.842,-81.750,-81.778,-81.699,-81.564,-81.326
6.993,-81.647,-81.686,-81.433,-81.735,-81.812,-81.781,-81.790,-81.778,-81.839,-81.808,-81.787,-81.818,-81.848,-81.735,-81.818,-81.802,-81.540,-81.363
7.093,-81.705,-81.650,-81.332,-81.723,-81.787,-81.781,-81.848,-81.799,-81.766,-81.879,-81.757,-81.882,-81.775,-81.778,-81.741,-81.744,-81.638,-81.342
7.193,-81.750,-81.723,-81.354,-81.647,-81.778,-81.796,-81.836,-81.863,-81.845,-81.821,-81.711,-81.812,-81.738,-81.769,-81.763,-81.741,-81.522,-81.302
7.293,-81.732,-81.747,-81.409,-81.778,-81.836,-81.824,-81.790,-81.796,-81.851,-81.738,-81.808,-81.854,-81.824,-81.723,-81.824,-81.802,-81.583,-81.427
7.393,-81.647,-81.696,-81.418,-81.699,-81.784,-81.729,-81.848,-81.784,-81.781,-81.818,-81.763,-81.870,-81.845,-81.766,-81.732,-81.760,-81.598,-81.339
7.493,-81.729,-81.720,-81.381,-81.671,-81.766,-81.729,-81.812,-81.836,-81.833,-81.741,-81.714,-81.799,-81.763,-81.827,-81.723,-81.754,-81.509,-81.369
7.592,-81.717,-81.744,-81.415,-81.732,-81.836,-81.766,-81.754,-81.732,-81.818,-81.808,-81.781,-81.851,-81.812,-81.760,-81.784,-81.775,-81.519,-81.375
7.692,-81.650,-81.693,-81.360,-81.638,-81.747,-81.708,-81.827,-81.802,-81.744,-81.821,-81.714,-81.851,-81.812,-81.717,-81.845,-81.787,-81.570,-81.302
7.792,-81.750,-81.763,-81.390,-81.735,-81.799,-81.790,-81.787,-81.796,-81.860,-81.750,-81.802,-81.732,-81.772,-81.757,-81.781,-81.766,-81.522,-81.311
7.892,-81.647,-81.686,-81.406,-81.729,-81.808,-81.824,-81.857,-81.815,-81.784,-81.848,-81.796,-81.845,-81.854,-81.714,-81.741,-81.723,-81.534,-81.342
7.992,-81.702,-81.729,-81.363,-81.717,-81.793,-81.741,-81.683,-81.726,-81.750,-81.799,-81.787,-81.796,-81.717,-81.750,-81.815,-81.793,-81.555,-81.357
8.092,-81.711,-81.808,-81.497,-81.775,-81.750,-81.723,-81.750,-81.644,-81.754,-81.763,-81.744,-81.876,-81.812,-81.775,-81.723,-81.790,-81.616,-81.314
8.192,-81.680,-81.628,-81.299,-81.619,-81.699,-81.738,-81.705,-81.781,-81.802,-81.705,-81.696,-81.781,-81.766,-81.711,-81.735,-81.726,-81.522,-81.317
8.292,-81.662,-81.656,-81.345,-81.705,-81.824,-81.857,-81.812,-81.784,-81.830,-81.815,-81.818,-81.757,-81.747,-81.802,-81.735,-81.818,-81.573,-81.430
8.392,-81.528,-81.674,-81.421,-81.677,-81.818,-81.781,-81.802,-81.851,-81.845,-81.796,-81.744,-81.857,-81.766,-81.760,-81.677,-81.711,-81.601,-81.305
8.492,-81.693,-81.784,-81.430,-81.775,-81.812,-81.741,-81.723,-81.699,-81.793,-81.815,-81.827,-81.827,-81.683,-81.689,-81.796,-81.732,-81.503,-81.290
8.591,-81.641,-81.680,-81.421,-81.641,-81.723,-81.665,-81.802,-81.787,-81.799,-81.705,-81.702,-81.842,-81.808,-81.720,-81.744,-81.760,-81.561,-81.409
8.691,-81.702,-81.732,-81.372,-81.693,-81.818,-81.778,-81.769,-81.781,-81.818,-81.790,-81.769,-81.738,-81.772,-81.738,-81.677,-81.705,-81.500,-81.332
8.791,-81.641,-81.570,-81.393,-81.610,-81.769,-81.744,-81.796,-81.845,-81.799,-81.754,-81.735,-81.854,-81.812,-81.802,-81.631,-81.839,-81.522,-81.277
8.891,-81.625,-81.702,-81.403,-81.750,-81.821,-81.738,-81.808,-81.723,-81.824,-81.787,-81.808,-81.781,-81.656,-81.772,-81.708,-81.628,-81.604,-81.384
8.991,-81.589,-81.674,-81.412,-81.647,-81.699,-81.680,-81.784,-81.781,-81.808,-81.754,-81.702,-81.876,-81.781,-81.805,-81.763,-81.735,-81.577,-81.308
9.091,-81.726,-81.784,-81.390,-81.711,-81.790,-81.729,-81.763,-81.784,-81.766,-81.830,-81.754,-81.787,-81.711,-81.683,-81.693,-81.708,-81.552,-81.406
9.191,-81.622,-81.662,-81.387,-81.607,-81.750,-81.760,-81.760,-81.848,-81.833,-81.720,-81.729,-81.827,-81.818,-81.720,-81.653,-81.818,-81.458,-81.281
9.291,-81.638,-81.696,-81.384,-81.744,-81.863,-81.717,-81.769,-81.747,-81.744,-81.802,-81.802,-81.818,-81.732,-81.763,-81.686,-81.677,-81.583,-81.299
9.391,-81.625,-81.686,-81.378,-81.583,-81.732,-81.802,-81.747,-81.781,-81.805,-81.717,-81.708,-81.830,-81.757,-81.766,-81.723,-81.723,-81.546,-81.274
9.491,-81.747,-81.702,-81.390,-81.696,-81.793,-81.696,-81.747,-81.750,-81.720,-81.754,-81.769,-81.845,-81.708,-81.738,-81.711,-81.689,-81.558,-81.339
9.590,-81.647,-81.631,-81.400,-81.610,-81.738,-81.818,-81.726,-81.717,-81.839,-81.699,-81.720,-81.772,-81.744,-81.702,-81.689,-81.760,-81.406,-81.317
9.690,-81.717,-81.674,-81.458,-81.644,-81.799,-81.671,-81.805,-81.760,-81.747,-81.799,-81.720,-81.839,-81.763,-81.763,-81.677,-81.686,-81.567,-81.250
9.790,-81.671,-81.729,-81.357,-81.674,-81.805,-81.766,-81.708,-81.729,-81.870,-81.760,-81.732,-81.732,-81.763,-81.689,-81.638,-81.766,-81.479,-81.250
9.890,-81.680,-81.671,-81.445,-81.671,-81.793,-81.711,-81.763,-81.766,-81.769,-81.711,-81.723,-81.818,-81.750,-81.769,-81.726,-81.659,-81.534,-81.241
9.990,-81.708,-81.708,-81.403,-81.708,-81.821,-81.732,-81.717,-81.714,-81.802,-81.757,-81.787,-81.754,-81.686,-81.696,-81.635,-81.741,-81.464,-81.302
10.090,-81.625,-81.610,-81.430,-81.628,-81.735,-81.726,-81.744,-81.815,-81.815,-81.686,-81.693,-81.866,-81.796,-81.769,-81.757,-81.665,-81.577,-81.277
10.190,-81.693,-81.732,-81.421,-81.696,-81.842,-81.689,-81.738,-81.693,-81.757,-81.778,-81.760,-81.796,-81.732,-81.644,-81.616,-81.750,-81.485,-81.305
10.290,-81.622,-81.659,-81.418,-81.641,-81.769,-81.778,-81.750,-81.750,-81.784,-81.696,-81.683,-81.796,-81.805,-81.747,-81.735,-81.683,-81.573,-81.253
10.390,-81.696,-81.735,-81.464,-81.686,-81.778,-81.647,-81.747,-81.757,-81.705,-81.720,-81.705,-81.790,-81.717,-81.711,-81.711,-81.717,-81.497,-81.305
10.490,-81.647,-81.677,-81.378,-81.683,-81.796,-81.729,-81.717,-81.708,-81.833,-81.686,-81.723,-81.711,-81.766,-81.696,-81.763,-81.708,-81.549,-81.320
10.589,-81.631,-81.689,-81.488,-81.619,-81.772,-81.708,-81.805,-81.808,-81.747,-81.708,-81.677,-81.818,-81.769,-81.757,-81.689,-81.668,-81.543,-81.244
10.689,-81.662,-81.693,-81.381,-81.665,-81.821,-81.705,-81.750,-81.717,-81.772,-81.808,-81.775,-81.714,-81.699,-81.656,-81.720,-81.754,-81.491,-81.342
10.789,-81.607,-81.638,-81.403,-81.607,-81.744,-81.796,-81.757,-81.741,-81.824,-81.702,-81.674,-81.805,-81.775,-81.778,-81.757,-81.653,-81.604,-81.238
10.889,-81.699,-81.686,-81.454,-81.644,-81.799,-81.668,-81.714,-81.754,-81.677,-81.781,-81.717,-81.763,-81.689,-81.677,-81.656,-81.723,-81.485,-81.329
10.989,-81.647,-81.656,-81.354,-81.625,-81.747,-81.744,-81.717,-81.674,-81.842,-81.717,-81.686,-81.717,-81.772,-81.763,-81.772,-81.683,-81.601,-81.229
11.089,-81.726,-81.601,-81.418,-81.647,-81.744,-81.738,-81.766,-81.744,-81.760,-81.723,-81.653,-81.784,-81.741,-81.760,-81.686,-81.723,-81.552,-81.323
11.189,-81.668,-81.656,-81.320,-81.757,-81.790,-81.650,-81.671,-81.665,-81.805,-81.796,-81.790,-81.750,-81.696,-81.683,-81.766,-81.714,-81.586,-81.229
11.289,-81.580,-81.631,-81.430,-81.635,-81.699,-81.763,-81.763,-81.680,-81.781,-81.696,-81.683,-81.827,-81.766,-81.775,-81.760,-81.674,-81.519,-81.290
11.389,-81.732,-81.711,-81.433,-81.665,-81.772,-81.680,-81.723,-81.741,-81.711,-81.747,-81.702,-81.787,-81.741,-81.665,-81.683,-81.754,-81.470,-81.290
11.489,-81.665,-81.635,-81.354,-81.680,-81.744,-81.696,-81.686,-81.699,-81.818,-81.766,-81.784,-81.726,-81.738,-81.750,-81.717,-81.702,-81.528,-81.277
11.588,-81.653,-81.613,-81.497,-81.601,-81.711,-81.830,-81.790,-81.699,-81.796,-81.677,-81.671,-81.839,-81.757,-81.784,-81.644,-81.750,-81.454,-81.287
11.688,-81.693,-81.650,-81.424,-81.702,-81.818,-81.659,-81.732,-81.757,-81.747,-81.775,-81.772,-81.741,-81.699,-81.677,-81.760,-81.732,-81.516,-81.213
11.788,-81.628,-81.598,-81.439,-81.668,-81.778,-81.717,-81.760,-81.674,-81.873,-81.778,-81.714,-81.720,-81.802,-81.772,-81.711,-81.592,-81.494,-81.332
11.888,-81.656,-81.586,-81.494,-81.598,-81.708,-81.754,-81.802,-81.744,-81.754,-81.674,-81.662,-81.802,-81.757,-81.714,-81.647,-81.732,-81.497,-81.250
11.988,-81.693,-81.689,-81.415,-81.665,-81.815,-81.680,-81.680,-81.747,-81.815,-81.790,-81.757,-81.754,-81.693,-81.686,-81.772,-81.696,-81.537,-81.274
12.088,-81.601,-81.573,-81.436,-81.641,-81.735,-81.757,-81.726,-81.689,-81.845,-81.778,-81.696,-81.760,-81.747,-81.787,-81.738,-81.671,-81.525,-81.296
12.188,-81.689,-81.628,-81.534,-81.641,-81.729,-81.784,-81.769,-81.741,-81.735,-81.693,-81.622,-81.790,-81.760,-81.723,-81.680,-81.738,-81.573,-81.229
12.288,-81.720,-81.635,-81.436,-81.744,-81.812,-81.699,-81.671,-81.766,-81.750,-81.787,-81.723,-81.729,-81.689,-81.714,-81.772,-81.607,-81.531,-81.369
12.388,-81.595,-81.589,-81.454,-81.665,-81.735,-81.735,-81.735,-81.653,-81.833,-81.802,-81.705,-81.729,-81.824,-81.763,-81.683,-81.686,-81.503,-81.253
12.488,-81.689,-81.635,-81.497,-81.616,-81.711,-81.796,-81.763,-81.757,-81.689,-81.689,-81.656,-81.815,-81.696,-81.714,-81.763,-81.744,-81.583,-81.250
12.587,-81.717,-81.635,-81.378,-81.680,-81.827,-81.689,-81.693,-81.747,-81.799,-81.735,-81.757,-81.717,-81.696,-81.720,-81.732,-81.625,-81.488,-81.342
12.687,-81.589,-81.586,-81.461,-81.638,-81.766,-81.644,-81.656,-81.686,-81.827,-81.827,-81.772,-81.735,-81.796,-81.799,-81.659,-81.662,-81.528,-81.235
12.787,-81.622,-81.635,-81.522,-81.589,-81.665,-81.766,-81.818,-81.732,-81.790,-81.723,-81.671,-81.784,-81.723,-81.705,-81.732,-81.714,-81.592,-81.360
12.887,-81.662,-81.662,-81.387,-81.696,-81.851,-81.726,-81.714,-81.854,-81.769,-81.726,-81.750,-81.735,-81.686,-81.705,-81.693,-81.543,-81.473,-81.277
12.987,-81.607,-81.635,-81.433,-81.677,-81.775,-81.653,-81.647,-81.735,-81.848,-81.839,-81.784,-81.741,-81.763,-81.778,-81.674,-81.644,-81.509,-81.241
13.087,-81.659,-81.598,-81.540,-81.595,-81.668,-81.714,-81.723,-81.705,-81.766,-81.763,-81.720,-81.833,-81.787,-81.705,-81.717,-81.683,-81.555,-81.332
13.187,-81.714,-81.662,-81.436,-81.580,-81.754,-81.805,-81.824,-81.818,-81.784,-81.723,-81.686,-81.812,-81.744,-81.668,-81.686,-81.552,-81.458,-81.201
13.287,-81.641,-81.631,-81.412,-81.757,-81.848,-81.686,-81.726,-81.781,-81.808,-81.775,-81.796,-81.769,-81.747,-81.830,-81.668,-81.616,-81.512,-81.277
13.387,-81.598,-81.601,-81.516,-81.674,-81.760,-81.647,-81.671,-81.689,-81.784,-81.839,-81.787,-81.784,-81.821,-81.818,-81.686,-81.641,-81.589,-81.342
13.487,-81.726,-81.674,-81.531,-81.598,-81.653,-81.696,-81.738,-81.686,-81.668,-81.644,-81.628,-81.818,-81.750,-81.705,-81.805,-81.503,-81.467,-81.256
13.586,-81.714,-81.641,-81.458,-81.583,-81.750,-81.851,-81.805,-81.888,-81.860,-81.766,-81.656,-81.735,-81.729,-81.699,-81.729,-81.573,-81.506,-81.244
13.686,-81.592,-81.552,-81.421,-81.784,-81.854,-81.659,-81.683,-81.772,-81.866,-81.805,-81.882,-81.726,-81.778,-81.830,-81.683,-81.677,-81.580,-81.326
13.786,-81.567,-81.693,-81.573,-81.644,-81.747,-81.717,-81.729,-81.671,-81.750,-81.781,-81.769,-81.882,-81.696,-81.787,-81.757,-81.586,-81.543,-81.274
13.886,-81.796,-81.711,-81.522,-81.647,-81.790,-81.744,-81.686,-81.793,-81.833,-81.720,-81.693,-81.812,-81.741,-81.665,-81.760,-81.555,-81.467,-81.216
13.986,-81.650,-81.665,-81.400,-81.708,-81.760,-81.686,-81.726,-81.650,-81.763,-81.793,-81.784,-81.729,-81.717,-81.720,-81.717,-81.619,-81.573,-81.357
14.086,-81.573,-81.610,-81.500,-81.616,-81.754,-81.781,-81.781,-81.799,-81.833,-81.702,-81.689,-81.830,-81.790,-81.885,-81.668,-81.680,-81.583,-81.320
14.186,-81.717,-81.705,-81.473,-81.754,-81.827,-81.656,-81.763,-81.744,-81.775,-81.808,-81.799,-81.802,-81.726,-81.744,-81.732,-81.573,-81.497,-81.241
14.286,-81.598,-81.628,-81.525,-81.595,-81.769,-81.732,-81.778,-81.772,-81.805,-81.708,-81.714,-81.860,-81.821,-81.738,-81.827,-81.503,-81.497,-81.299
14.386,-81.735,-81.720,-81.476,-81.723,-81.735,-81.708,-81.808,-81.717,-81.763,-81.793,-81.747,-81.775,-81.775,-81.827,-81.677,-81.604,-81.595,-81.335
14.486,-81.607,-81.619,-81.546,-81.686,-81.818,-81.708,-81.726,-81.720,-81.830,-81.772,-81.711,-81.805,-81.796,-81.723,-81.763,-81.619,-81.479,-81.232
