Time (ms),-200 pA,-150 pA,-100 pA,-50 pA,0 pA
0,-46.08154297,-45.16601563,-47.91259766,-48.52294922,-47.91259766
0.100000001,-44.25048828,-46.08154297,-48.828125,-48.21777344,-48.828125
0.200000003,-44.55566406,-46.38671875,-48.52294922,-47.91259766,-48.52294922
0.300000012,-45.16601563,-45.77636719,-47.91259766,-47.91259766,-46.38671875
0.400000006,-46.08154297,-44.86083984,-48.52294922,-48.828125,-48.52294922
0.5,-46.69189453,-46.08154297,-49.43847656,-47.60742188,-47.30224609
0.600000024,-43.64013672,-46.38671875,-46.69189453,-48.828125,-46.69189453
0.699999988,-46.08154297,-44.25048828,-48.828125,-48.21777344,-48.828125
0.800000012,-46.08154297,-46.99707031,-49.13330078,-46.69189453,-47.60742188
0.899999976,-45.47119141,-45.16601563,-47.91259766,-47.30224609,-47.60742188
1,-44.55566406,-45.47119141,-48.21777344,-48.828125,-48.828125
1.100000024,-45.77636719,-47.30224609,-48.52294922,-45.77636719,-46.99707031
1.200000048,-46.08154297,-45.16601563,-47.91259766,-48.52294922,-47.30224609
1.299999952,-44.55566406,-46.38671875,-48.828125,-49.13330078,-48.21777344
1.399999976,-46.08154297,-45.77636719,-48.21777344,-46.69189453,-47.91259766
1.5,-45.16601563,-44.55566406,-46.69189453,-48.828125,-46.99707031
1.600000024,-44.25048828,-46.38671875,-48.52294922,-46.38671875,-48.52294922
1.700000048,-45.77636719,-44.86083984,-46.69189453,-47.91259766,-46.38671875
1.799999952,-45.16601563,-46.38671875,-48.21777344,-46.99707031,-48.52294922
1.899999976,-44.55566406,-46.08154297,-49.13330078,-46.38671875,-47.30224609
2,-45.47119141,-45.16601563,-47.60742188,-49.74365234,-48.52294922
2.099999905,-45.47119141,-45.77636719,-48.52294922,-47.30224609,-48.21777344
2.200000048,-44.25048828,-45.16601563,-46.08154297,-47.91259766,-47.60742188
2.299999952,-46.08154297,-45.47119141,-48.828125,-47.60742188,-47.91259766
2.400000095,-44.86083984,-44.25048828,-46.08154297,-46.69189453,-46.69189453
2.5,-44.55566406,-47.30224609,-48.21777344,-47.30224609,-48.21777344
2.599999905,-46.38671875,-45.47119141,-47.91259766,-46.69189453,-46.38671875
2.700000048,-43.64013672,-46.08154297,-47.30224609,-48.52294922,-48.21777344
2.799999952,-46.08154297,-45.16601563,-47.30224609,-46.08154297,-46.99707031
2.900000095,-45.16601563,-44.25048828,-47.60742188,-48.52294922,-48.828125
3,-45.47119141,-46.08154297,-47.30224609,-46.08154297,-47.60742188
3.099999905,-46.69189453,-43.9453125,-46.38671875,-48.52294922,-47.30224609
3.200000048,-43.64013672,-46.99707031,-47.30224609,-45.77636719,-46.69189453
3.299999952,-46.69189453,-43.64013672,-48.52294922,-48.52294922,-49.74365234
3.400000095,-43.64013672,-46.38671875,-46.99707031,-46.69189453,-46.69189453
3.5,-45.77636719,-43.64013672,-48.828125,-46.69189453,-48.52294922
3.599999905,-44.86083984,-45.77636719,-46.38671875,-46.99707031,-46.38671875
3.700000048,-44.86083984,-44.55566406,-48.52294922,-47.91259766,-48.21777344
3.799999952,-45.77636719,-45.77636719,-46.38671875,-46.69189453,-46.38671875
3.900000095,-44.25048828,-45.77636719,-48.21777344,-46.99707031,-47.91259766
4,-46.69189453,-45.47119141,-49.13330078,-46.69189453,-49.13330078
4.099999905,-44.55566406,-45.47119141,-46.69189453,-48.21777344,-47.60742188
4.199999809,-44.55566406,-43.9453125,-48.21777344,-45.47119141,-47.91259766
4.300000191,-45.47119141,-46.08154297,-47.60742188,-47.91259766,-47.60742188
4.400000095,-46.69189453,-45.77636719,-47.91259766,-46.99707031,-47.30224609
4.5,-46.69189453,-45.47119141,-46.08154297,-46.69189453,-47.91259766
4.599999905,-44.86083984,-47.30224609,-46.08154297,-46.69189453,-47.30224609
4.699999809,-45.47119141,-44.55566406,-47.30224609,-46.99707031,-47.91259766
4.800000191,-44.55566406,-45.16601563,-46.38671875,-47.30224609,-47.60742188
4.900000095,-45.47119141,-44.25048828,-47.60742188,-47.60742188,-48.828125
5,-45.16601563,-44.55566406,-45.77636719,-48.21777344,-48.21777344
5.099999905,-45.47119141,-44.25048828,-46.99707031,-47.30224609,-48.828125
5.199999809,-47.30224609,-43.64013672,-46.38671875,-48.21777344,-46.69189453
5.300000191,-45.77636719,-45.77636719,-46.08154297,-48.828125,-47.91259766
5.400000095,-46.99707031,-44.55566406,-46.69189453,-47.30224609,-48.21777344
5.5,-45.77636719,-44.86083984,-46.69189453,-48.828125,-46.99707031
5.599999905,-46.69189453,-43.9453125,-48.52294922,-47.30224609,-48.21777344
5.699999809,-46.38671875,-44.86083984,-47.91259766,-48.21777344,-47.60742188
5.800000191,-46.08154297,-45.16601563,-48.21777344,-47.30224609,-47.91259766
5.900000095,-47.60742188,-45.16601563,-47.60742188,-46.38671875,-46.38671875
6,-46.69189453,-47.30224609,-47.60742188,-47.60742188,-46.99707031
6.099999905,-46.38671875,-44.55566406,-47.30224609,-46.38671875,-47.91259766
6.199999809,-44.86083984,-45.77636719,-45.47119141,-46.69189453,-46.99707031
6.300000191,-44.86083984,-44.55566406,-47.30224609,-48.21777344,-49.13330078
6.400000095,-44.25048828,-44.86083984,-47.60742188,-47.60742188,-48.21777344
6.5,-45.16601563,-45.47119141,-48.52294922,-46.99707031,-48.828125
6.599999905,-45.47119141,-45.77636719,-47.91259766,-46.08154297,-46.38671875
6.699999809,-44.55566406,-45.77636719,-46.69189453,-47.91259766,-46.08154297
6.800000191,-47.30224609,-43.9453125,-47.30224609,-46.99707031,-48.828125
6.900000095,-46.38671875,-44.55566406,-47.60742188,-48.21777344,-47.91259766
7,-45.47119141,-44.55566406,-48.21777344,-48.21777344,-47.60742188
7.099999905,-45.16601563,-45.47119141,-46.99707031,-46.38671875,-46.69189453
7.199999809,-44.25048828,-45.47119141,-46.69189453,-45.77636719,-46.99707031
7.300000191,-45.47119141,-44.25048828,-47.91259766,-46.99707031,-47.60742188
7.400000095,-45.16601563,-45.47119141,-47.60742188,-49.13330078,-49.13330078
7.5,-46.08154297,-46.38671875,-47.91259766,-46.38671875,-48.52294922
7.599999905,-44.86083984,-45.16601563,-46.38671875,-46.38671875,-45.77636719
7.699999809,-44.86083984,-44.25048828,-46.69189453,-47.30224609,-48.21777344
7.800000191,-43.64013672,-44.86083984,-47.60742188,-47.91259766,-48.52294922
7.900000095,-44.55566406,-46.08154297,-47.30224609,-46.08154297,-47.91259766
8,-46.99707031,-44.86083984,-47.60742188,-45.77636719,-46.38671875
8.100000381,-44.86083984,-44.55566406,-47.60742188,-48.52294922,-47.91259766
8.199999809,-45.77636719,-44.55566406,-48.21777344,-46.69189453,-49.13330078
8.300000191,-43.9453125,-45.47119141,-46.38671875,-46.69189453,-46.69189453
8.399999619,-45.16601563,-43.9453125,-46.38671875,-46.69189453,-46.99707031
8.5,-45.77636719,-44.25048828,-47.91259766,-47.30224609,-48.21777344
8.600000381,-45.47119141,-46.08154297,-46.38671875,-45.77636719,-47.91259766
8.699999809,-45.16601563,-43.9453125,-47.60742188,-45.77636719,-46.69189453
8.800000191,-44.86083984,-44.86083984,-47.60742188,-48.52294922,-47.91259766
8.899999619,-47.60742188,-45.47119141,-47.30224609,-45.77636719,-48.828125
9,-44.86083984,-43.64013672,-46.38671875,-46.38671875,-46.69189453
9.100000381,-44.25048828,-43.33496094,-48.21777344,-47.30224609,-47.91259766
9.199999809,-45.77636719,-44.86083984,-47.30224609,-46.99707031,-47.30224609
9.300000191,-46.38671875,-44.55566406,-46.99707031,-45.77636719,-47.30224609
9.399999619,-45.47119141,-44.25048828,-48.828125,-46.99707031,-48.828125
9.5,-43.9453125,-44.86083984,-46.69189453,-46.69189453,-47.30224609
9.600000381,-46.69189453,-43.33496094,-47.60742188,-46.69189453,-47.30224609
9.699999809,-44.55566406,-44.55566406,-47.60742188,-47.30224609,-48.828125
9.800000191,-43.9453125,-43.9453125,-46.38671875,-45.47119141,-47.60742188
9.899999619,-46.08154297,-42.72460938,-48.21777344,-47.60742188,-47.91259766
10,-45.16601563,-46.08154297,-47.91259766,-46.38671875,-48.52294922
10.10000038,-44.86083984,-43.02978516,-48.21777344,-46.69189453,-47.91259766
10.19999981,-46.38671875,-44.86083984,-46.99707031,-47.30224609,-48.828125
10.30000019,-46.08154297,-43.64013672,-46.38671875,-45.47119141,-48.21777344
10.39999962,-43.64013672,-43.9453125,-46.99707031,-47.91259766,-46.99707031
10.5,-46.69189453,-43.64013672,-46.08154297,-46.08154297,-48.52294922
10.60000038,-45.77636719,-43.33496094,-46.99707031,-47.30224609,-47.30224609
10.69999981,-44.86083984,-46.38671875,-46.38671875,-46.99707031,-47.30224609
10.80000019,-46.38671875,-43.02978516,-47.60742188,-46.38671875,-47.91259766
10.89999962,-44.25048828,-45.16601563,-46.69189453,-47.30224609,-48.52294922
11,-46.69189453,-43.64013672,-46.69189453,-46.99707031,-47.91259766
11.10000038,-45.16601563,-44.86083984,-47.30224609,-47.60742188,-48.21777344
11.19999981,-45.47119141,-42.11425781,-45.77636719,-45.47119141,-47.30224609
11.30000019,-46.38671875,-44.55566406,-46.69189453,-46.99707031,-48.828125
11.39999962,-43.9453125,-44.55566406,-45.77636719,-46.99707031,-47.60742188
11.5,-46.69189453,-44.55566406,-47.30224609,-46.69189453,-49.13330078
11.60000038,-44.55566406,-43.64013672,-46.08154297,-47.30224609,-46.99707031
11.69999981,-46.08154297,-43.9453125,-46.99707031,-46.99707031,-48.828125
11.80000019,-43.9453125,-43.64013672,-46.38671875,-46.69189453,-47.60742188
11.89999962,-45.77636719,-43.9453125,-46.08154297,-46.38671875,-49.43847656
12,-46.99707031,-43.02978516,-45.47119141,-45.77636719,-46.99707031
12.10000038,-45.16601563,-45.16601563,-46.69189453,-46.99707031,-48.828125
12.19999981,-46.69189453,-43.02978516,-45.77636719,-46.69189453,-48.21777344
12.30000019,-43.9453125,-44.25048828,-47.30224609,-47.60742188,-48.828125
