Time (ms),-200 pA,-150 pA,-100 pA,-50 pA,0 pA
1205.0999755859,-46.6918945313,-46.9970703125,-47.9125976563,-39.9780273438,-48.828125
1205.1999511719,-49.4384765625,-46.0815429688,-49.4384765625,-42.1142578125,-48.828125
1205.3000488281,-47.3022460938,-47.607421875,-49.4384765625,-41.50390625,-50.048828125
1205.4000244141,-47.607421875,-46.9970703125,-48.2177734375,-40.283203125,-48.5229492188
1205.5,-47.607421875,-47.3022460938,-50.6591796875,-40.283203125,-48.2177734375
1205.5999755859,-48.828125,-46.9970703125,-48.2177734375,-41.1987304688,-48.2177734375
1205.6999511719,-50.048828125,-47.3022460938,-49.1333007813,-39.9780273438,-49.7436523438
1205.8000488281,-48.2177734375,-47.3022460938,-47.9125976563,-42.1142578125,-49.4384765625
1205.9000244141,-48.828125,-46.0815429688,-48.5229492188,-41.1987304688,-49.4384765625
1206,-48.5229492188,-47.3022460938,-49.7436523438,-39.9780273438,-50.048828125
1206.0999755859,-48.828125,-46.6918945313,-48.5229492188,-41.8090820313,-48.5229492188
1206.1999511719,-48.828125,-46.6918945313,-50.048828125,-40.283203125,-48.828125
1206.3000488281,-48.828125,-47.9125976563,-48.828125,-39.9780273438,-49.7436523438
1206.4000244141,-48.2177734375,-47.3022460938,-49.7436523438,-41.1987304688,-48.5229492188
1206.5,-47.9125976563,-47.3022460938,-47.9125976563,-39.9780273438,-49.1333007813
1206.5999755859,-47.607421875,-46.6918945313,-49.1333007813,-42.1142578125,-49.7436523438
1206.6999511719,-47.607421875,-46.6918945313,-49.7436523438,-39.0625,-48.828125
1206.8000488281,-47.3022460938,-47.3022460938,-49.1333007813,-39.6728515625,-49.4384765625
1206.9000244141,-47.9125976563,-46.38671875,-49.7436523438,-40.5883789063,-50.048828125
1207,-48.5229492188,-47.3022460938,-47.9125976563,-39.6728515625,-48.2177734375
1207.0999755859,-48.828125,-46.38671875,-49.7436523438,-40.8935546875,-49.7436523438
1207.1999511719,-48.5229492188,-47.3022460938,-48.5229492188,-39.6728515625,-49.7436523438
1207.3000488281,-48.5229492188,-47.3022460938,-48.2177734375,-40.8935546875,-50.048828125
1207.4000244141,-48.828125,-47.607421875,-49.4384765625,-39.9780273438,-50.3540039063
